,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-12 20:00:00-04:00,1198.5,1199.5,1198.25,1199.25,621,195,744481.5
2021-10-12 20:01:00-04:00,1199.5,1200.0,1199.25,1200.0,101,40,121159.25
2021-10-12 20:02:00-04:00,1199.75,1200.25,1199.5,1200.25,204,66,244759.0
2021-10-12 20:03:00-04:00,1200.5,1202.0,1200.25,1201.25,182,56,218628.0
2021-10-12 20:04:00-04:00,1201.25,1201.25,1200.75,1200.75,62,16,74457.75
2021-10-12 20:05:00-04:00,1200.75,1201.0,1200.75,1201.0,42,14,50441.75
2021-10-12 20:06:00-04:00,1201.25,1201.25,1200.25,1200.25,65,18,78049.75
2021-10-12 20:07:00-04:00,1200.5,1200.5,1200.25,1200.25,54,18,64815.25
2021-10-12 20:08:00-04:00,1200.5,1200.75,1200.0,1200.75,32,17,38412.25
2021-10-12 20:09:00-04:00,1201.0,1201.5,1201.0,1201.5,29,14,34838.5
2021-10-12 20:10:00-04:00,1201.5,1201.75,1201.25,1201.25,43,16,51661.5
2021-10-12 20:11:00-04:00,1201.5,1202.0,1201.5,1202.0,54,12,64896.25
2021-10-12 20:12:00-04:00,1202.0,1202.0,1201.5,1201.75,33,9,39663.5
2021-10-12 20:13:00-04:00,1201.75,1201.75,1201.5,1201.75,17,11,20429.25
2021-10-12 20:14:00-04:00,1202.0,1202.0,1201.5,1201.5,21,5,25234.0
2021-10-12 20:15:00-04:00,1201.75,1202.0,1201.75,1202.0,10,6,12019.25
2021-10-12 20:16:00-04:00,1202.0,1202.0,1202.0,1202.0,5,4,6010.0
2021-10-12 20:17:00-04:00,1202.25,1202.25,1202.25,1202.25,7,5,8415.75
2021-10-12 20:18:00-04:00,1202.25,1202.75,1201.75,1201.75,139,26,167092.5
2021-10-12 20:19:00-04:00,1201.75,1202.25,1201.5,1202.25,68,14,81736.25
2021-10-12 20:20:00-04:00,1202.5,1202.75,1202.0,1202.75,76,13,91366.0
2021-10-12 20:21:00-04:00,1202.5,1202.5,1202.5,1202.5,5,2,6012.5
2021-10-12 20:22:00-04:00,1202.5,1203.25,1202.25,1203.0,101,23,121492.25
2021-10-12 20:23:00-04:00,1203.25,1203.25,1203.0,1203.0,5,5,6016.0
2021-10-12 20:24:00-04:00,1203.0,1203.25,1203.0,1203.0,5,4,6015.25
2021-10-12 20:25:00-04:00,1203.0,1203.25,1203.0,1203.0,38,9,45720.5
2021-10-12 20:26:00-04:00,1203.0,1203.0,1202.5,1202.75,41,9,49318.5
2021-10-12 20:28:00-04:00,1202.75,1202.75,1202.5,1202.5,9,6,10822.75
2021-10-12 20:30:00-04:00,1202.25,1202.5,1202.25,1202.5,9,4,10821.25
2021-10-12 20:31:00-04:00,1202.75,1202.75,1202.75,1202.75,6,3,7216.5
2021-10-12 20:32:00-04:00,1202.75,1202.75,1202.5,1202.5,3,2,3608.0
2021-10-12 20:33:00-04:00,1202.5,1202.5,1202.25,1202.25,7,4,8416.5
2021-10-12 20:34:00-04:00,1202.25,1202.25,1202.0,1202.25,18,6,21640.0
2021-10-12 20:36:00-04:00,1202.25,1202.25,1202.0,1202.0,33,9,39666.5
2021-10-12 20:37:00-04:00,1202.0,1202.0,1201.75,1201.75,19,4,22835.5
2021-10-12 20:38:00-04:00,1201.5,1201.5,1201.5,1201.5,3,1,3604.5
2021-10-12 20:39:00-04:00,1201.25,1201.25,1201.25,1201.25,8,4,9610.0
2021-10-12 20:40:00-04:00,1201.5,1201.5,1201.25,1201.25,11,6,13214.75
2021-10-12 20:41:00-04:00,1201.5,1201.5,1201.5,1201.5,9,3,10813.5
