,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-12 20:00:00-04:00,1221.75,1221.75,1218.75,1218.75,5,2,6105.75
2021-10-13 02:19:00-04:00,1225.0,1225.0,1225.0,1225.0,1,1,1225.0
2021-10-13 05:28:00-04:00,1230.75,1230.75,1230.5,1230.75,3,3,3692.0
2021-10-13 05:42:00-04:00,1228.25,1228.25,1228.25,1228.25,1,1,1228.25
2021-10-13 07:14:00-04:00,1226.25,1226.25,1226.25,1226.25,1,1,1226.25
2021-10-13 07:15:00-04:00,1226.0,1226.0,1226.0,1226.0,1,1,1226.0
2021-10-13 07:20:00-04:00,1226.0,1226.0,1226.0,1226.0,1,1,1226.0
2021-10-13 07:31:00-04:00,1225.75,1225.75,1225.75,1225.75,2,2,2451.5
2021-10-13 07:32:00-04:00,1225.75,1225.75,1225.75,1225.75,1,1,1225.75
2021-10-13 08:11:00-04:00,1224.5,1224.5,1224.5,1224.5,1,1,1224.5
2021-10-13 08:17:00-04:00,1224.5,1224.5,1223.5,1223.5,5,3,6119.5
2021-10-13 09:36:00-04:00,1222.0,1223.0,1222.0,1223.0,2,2,2445.0
2021-10-13 09:38:00-04:00,1222.25,1222.25,1222.25,1222.25,1,1,1222.25
2021-10-13 09:44:00-04:00,1220.0,1220.0,1220.0,1220.0,1,1,1220.0
2021-10-13 09:48:00-04:00,1217.5,1217.5,1217.5,1217.5,1,1,1217.5
2021-10-13 10:01:00-04:00,1216.5,1216.5,1216.5,1216.5,1,1,1216.5
2021-10-13 10:03:00-04:00,1216.75,1216.75,1216.75,1216.75,1,1,1216.75
2021-10-13 10:13:00-04:00,1212.25,1212.25,1212.25,1212.25,1,1,1212.25
2021-10-13 10:14:00-04:00,1212.5,1212.75,1212.5,1212.75,3,2,3638.0
2021-10-13 10:15:00-04:00,1212.0,1212.0,1211.75,1211.75,2,2,2423.75
2021-10-13 10:19:00-04:00,1212.25,1212.25,1212.25,1212.25,1,1,1212.25
2021-10-13 10:21:00-04:00,1210.5,1210.5,1210.5,1210.5,1,1,1210.5
2021-10-13 10:31:00-04:00,1209.25,1209.25,1209.25,1209.25,2,2,2418.5
2021-10-13 10:48:00-04:00,1206.0,1207.0,1205.25,1205.5,66,29,79615.5
2021-10-13 10:49:00-04:00,1207.0,1207.0,1206.75,1206.75,18,9,21722.5
2021-10-13 10:50:00-04:00,1207.0,1207.0,1207.0,1207.0,1,1,1207.0
2021-10-13 10:52:00-04:00,1207.0,1207.0,1207.0,1207.0,1,1,1207.0
2021-10-13 10:58:00-04:00,1208.75,1208.75,1208.75,1208.75,1,1,1208.75
2021-10-13 11:00:00-04:00,1209.25,1209.25,1208.75,1208.75,2,2,2418.0
2021-10-13 11:05:00-04:00,1207.75,1207.75,1207.75,1207.75,1,1,1207.75
2021-10-13 11:07:00-04:00,1209.0,1209.0,1209.0,1209.0,1,1,1209.0
2021-10-13 11:10:00-04:00,1207.75,1207.75,1207.75,1207.75,2,1,2415.5
2021-10-13 11:28:00-04:00,1210.75,1210.75,1210.75,1210.75,1,1,1210.75
2021-10-13 11:32:00-04:00,1208.5,1208.5,1208.5,1208.5,1,1,1208.5
2021-10-13 11:33:00-04:00,1208.5,1209.0,1208.25,1208.25,15,4,18130.5
2021-10-13 11:34:00-04:00,1207.75,1207.75,1207.75,1207.75,2,1,2415.5
2021-10-13 11:35:00-04:00,1207.75,1207.75,1207.25,1207.25,2,2,2415.0
2021-10-13 11:43:00-04:00,1210.75,1210.75,1210.75,1210.75,1,1,1210.75
2021-10-13 11:50:00-04:00,1212.75,1212.75,1212.5,1212.75,11,4,13340.0
2021-10-13 11:57:00-04:00,1211.0,1211.0,1211.0,1211.0,1,1,1211.0
2021-10-13 12:00:00-04:00,1211.25,1211.25,1211.25,1211.25,1,1,1211.25
2021-10-13 12:05:00-04:00,1211.75,1211.75,1211.75,1211.75,2,1,2423.5
2021-10-13 12:28:00-04:00,1208.5,1208.5,1208.5,1208.5,1,1,1208.5
2021-10-13 12:30:00-04:00,1209.0,1209.0,1209.0,1209.0,2,1,2418.0
2021-10-13 12:37:00-04:00,1210.25,1210.25,1210.25,1210.25,1,1,1210.25
2021-10-13 12:42:00-04:00,1210.25,1210.25,1210.25,1210.25,1,1,1210.25
2021-10-13 12:54:00-04:00,1208.25,1208.25,1208.25,1208.25,3,3,3624.75
2021-10-13 12:55:00-04:00,1208.5,1208.5,1208.5,1208.5,1,1,1208.5
2021-10-13 13:03:00-04:00,1208.25,1208.25,1208.25,1208.25,1,1,1208.25
