,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index
,open,high,low,close,volume,num_trds,value
2021-08-26 18:00:00-04:00,4470.0,4470.75,4469.5,4470.0,362,110,1618204.25
2021-08-26 18:01:00-04:00,4470.0,4470.25,4469.75,4470.25,102,46,455939.25
2021-08-26 18:02:00-04:00,4470.25,4470.25,4469.25,4469.5,136,75,607851.5
2021-08-26 18:03:00-04:00,4469.5,4469.75,4469.25,4469.25,49,21,219005.0
2021-08-26 18:04:00-04:00,4469.25,4469.75,4469.25,4469.5,70,24,312863.5
2021-08-26 18:05:00-04:00,4469.75,4469.75,4469.5,4469.5,39,15,174311.5
2021-08-26 18:06:00-04:00,4469.5,4469.75,4469.5,4469.75,46,9,205608.25
2021-08-26 18:07:00-04:00,4469.75,4470.75,4469.75,4470.75,186,50,831464.5
2021-08-26 18:08:00-04:00,4470.75,4471.0,4470.75,4471.0,69,40,308491.75
2021-08-26 18:09:00-04:00,4471.0,4471.0,4470.75,4470.75,96,26,429205.25
2021-08-26 18:10:00-04:00,4470.75,4471.0,4470.75,4471.0,28,15,125185.0
2021-08-26 18:11:00-04:00,4471.0,4471.0,4470.5,4470.75,74,32,330837.5
2021-08-26 18:12:00-04:00,4471.0,4471.25,4470.75,4471.0,28,15,125187.25
2021-08-26 18:13:00-04:00,4471.25,4471.5,4471.0,4471.5,209,64,934493.5
2021-08-26 18:14:00-04:00,4471.5,4471.75,4471.25,4471.75,73,27,326423.5
2021-08-26 18:15:00-04:00,4471.75,4471.75,4471.25,4471.25,172,54,769086.75
2021-08-26 18:16:00-04:00,4471.25,4471.25,4471.0,4471.25,46,25,205673.25
2021-08-26 18:17:00-04:00,4471.25,4471.5,4471.25,4471.5,16,8,71542.25
2021-08-26 18:18:00-04:00,4471.5,4471.5,4471.25,4471.25,37,10,165443.25
2021-08-26 18:19:00-04:00,4471.5,4472.0,4471.25,4471.5,196,52,876453.0
2021-08-26 18:20:00-04:00,4471.25,4471.5,4471.25,4471.5,23,8,102844.0
2021-08-26 18:21:00-04:00,4471.75,4472.0,4471.75,4471.75,70,27,313023.25
2021-08-26 18:22:00-04:00,4471.75,4472.0,4471.75,4472.0,27,5,120738.0
2021-08-26 18:23:00-04:00,4472.0,4472.0,4471.5,4471.5,130,48,581335.75
2021-08-26 18:24:00-04:00,4471.5,4471.5,4470.5,4470.5,174,63,777961.25
2021-08-26 18:25:00-04:00,4470.5,4470.5,4470.0,4470.25,210,72,938755.75
2021-08-26 18:26:00-04:00,4470.0,4470.5,4470.0,4470.0,130,39,581139.5
2021-08-26 18:27:00-04:00,4470.0,4470.0,4469.0,4469.25,312,108,1394488.25
2021-08-26 18:28:00-04:00,4469.25,4469.75,4469.25,4469.75,154,47,688320.0
