,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index,ESH22 Index
,open,high,low,close,volume,num_trds,value
2021-09-28 18:03:00-04:00,4341.5,4341.5,4341.0,4341.0,2,2,8682.5
2021-09-28 18:17:00-04:00,4343.0,4343.0,4343.0,4343.0,1,1,4343.0
2021-09-28 18:22:00-04:00,4343.75,4343.75,4343.75,4343.75,1,1,4343.75
2021-09-28 18:31:00-04:00,4344.0,4344.0,4344.0,4344.0,1,1,4344.0
2021-09-28 18:43:00-04:00,4340.0,4340.0,4340.0,4340.0,1,1,4340.0
2021-09-28 18:48:00-04:00,4342.25,4342.5,4342.25,4342.5,2,2,8684.75
2021-09-28 19:00:00-04:00,4343.75,4343.75,4343.75,4343.75,1,1,4343.75
2021-09-28 19:37:00-04:00,4338.0,4338.0,4338.0,4338.0,1,1,4338.0
2021-09-28 19:38:00-04:00,4338.75,4338.75,4338.75,4338.75,1,1,4338.75
2021-09-28 19:43:00-04:00,4339.75,4339.75,4339.75,4339.75,2,2,8679.5
2021-09-28 19:54:00-04:00,4346.0,4346.0,4346.0,4346.0,1,1,4346.0
2021-09-28 19:55:00-04:00,4347.25,4347.5,4347.25,4347.5,2,2,8694.75
2021-09-28 20:01:00-04:00,4349.25,4349.25,4349.25,4349.25,1,1,4349.25
2021-09-28 20:03:00-04:00,4350.0,4350.0,4350.0,4350.0,2,1,8700.0
2021-09-28 20:10:00-04:00,4351.25,4351.25,4351.25,4351.25,1,1,4351.25
2021-09-28 20:19:00-04:00,4354.0,4354.0,4354.0,4354.0,1,1,4354.0
2021-09-28 20:29:00-04:00,4355.75,4355.75,4355.75,4355.75,1,1,4355.75
2021-09-28 20:36:00-04:00,4358.0,4358.0,4357.75,4357.75,6,5,26146.75
2021-09-28 20:39:00-04:00,4358.0,4358.0,4358.0,4358.0,1,1,4358.0
2021-09-28 20:42:00-04:00,4357.0,4357.0,4357.0,4357.0,1,1,4357.0
2021-09-28 20:44:00-04:00,4356.75,4357.0,4356.75,4357.0,2,2,8713.75
2021-09-28 20:55:00-04:00,4356.0,4356.0,4356.0,4356.0,1,1,4356.0
2021-09-28 21:09:00-04:00,4350.25,4350.25,4350.25,4350.25,5,2,21751.25
2021-09-28 21:10:00-04:00,4349.0,4349.0,4349.0,4349.0,1,1,4349.0
2021-09-28 21:13:00-04:00,4353.25,4353.25,4353.25,4353.25,1,1,4353.25
2021-09-28 21:21:00-04:00,4346.25,4346.25,4346.25,4346.25,5,1,21731.25
2021-09-28 21:22:00-04:00,4348.0,4348.0,4348.0,4348.0,5,2,21740.0
2021-09-28 21:28:00-04:00,4343.75,4343.75,4343.75,4343.75,1,1,4343.75
2021-09-28 21:30:00-04:00,4343.0,4343.0,4343.0,4343.0,1,1,4343.0
2021-09-28 21:34:00-04:00,4340.0,4340.0,4340.0,4340.0,1,1,4340.0
2021-09-28 21:54:00-04:00,4344.25,4347.25,4344.25,4346.75,14,7,60850.25
2021-09-28 21:59:00-04:00,4350.0,4350.0,4350.0,4350.0,1,1,4350.0
2021-09-28 22:00:00-04:00,4350.0,4350.0,4350.0,4350.0,1,1,4350.0
2021-09-28 22:02:00-04:00,4351.0,4351.0,4351.0,4351.0,1,1,4351.0
2021-09-28 22:05:00-04:00,4354.0,4354.0,4354.0,4354.0,1,1,4354.0
2021-09-28 22:11:00-04:00,4351.75,4351.75,4350.5,4350.5,13,5,56560.0
2021-09-28 22:21:00-04:00,4355.5,4356.0,4355.5,4356.0,5,3,21779.25
2021-09-28 22:35:00-04:00,4355.25,4355.25,4355.25,4355.25,5,1,21776.25
2021-09-28 23:20:00-04:00,4358.0,4358.0,4358.0,4358.0,1,1,4358.0
2021-09-28 23:49:00-04:00,4357.0,4357.0,4357.0,4357.0,1,1,4357.0
2021-09-28 23:53:00-04:00,4359.75,4360.0,4359.75,4360.0,4,2,17439.25
2021-09-29 00:03:00-04:00,4354.75,4354.75,4354.5,4354.5,2,2,8709.25
2021-09-29 00:04:00-04:00,4355.75,4355.75,4355.5,4355.5,2,2,8711.25
2021-09-29 00:33:00-04:00,4360.0,4360.0,4360.0,4360.0,4,2,17440.0
2021-09-29 00:34:00-04:00,4360.0,4360.0,4360.0,4360.0,1,1,4360.0
2021-09-29 00:36:00-04:00,4360.25,4360.25,4360.25,4360.25,1,1,4360.25
2021-09-29 00:39:00-04:00,4362.0,4362.0,4362.0,4362.0,1,1,4362.0
2021-09-29 00:40:00-04:00,4363.0,4363.5,4363.0,4363.5,3,2,13089.5
2021-09-29 00:41:00-04:00,4363.25,4363.25,4363.25,4363.25,2,2,8726.5
2021-09-29 01:00:00-04:00,4362.25,4362.25,4362.25,4362.25,1,1,4362.25
2021-09-29 01:03:00-04:00,4359.25,4359.75,4359.25,4359.75,2,2,8719.0
2021-09-29 01:06:00-04:00,4362.25,4362.25,4361.0,4361.0,9,6,39252.5
2021-09-29 01:07:00-04:00,4358.5,4358.5,4358.5,4358.5,1,1,4358.5
2021-09-29 01:08:00-04:00,4358.0,4358.0,4358.0,4358.0,1,1,4358.0
2021-09-29 01:09:00-04:00,4356.75,4356.75,4356.75,4356.75,1,1,4356.75
2021-09-29 01:17:00-04:00,4356.25,4356.25,4356.25,4356.25,1,1,4356.25
2021-09-29 01:37:00-04:00,4359.5,4359.75,4359.5,4359.75,2,2,8719.25
2021-09-29 01:43:00-04:00,4360.0,4360.0,4360.0,4360.0,1,1,4360.0
2021-09-29 01:46:00-04:00,4360.0,4360.0,4360.0,4360.0,1,1,4360.0
2021-09-29 01:52:00-04:00,4358.5,4358.5,4358.5,4358.5,1,1,4358.5
2021-09-29 02:00:00-04:00,4361.5,4361.5,4361.5,4361.5,1,1,4361.5
2021-09-29 02:15:00-04:00,4362.0,4362.25,4362.0,4362.25,4,3,17448.5
2021-09-29 02:16:00-04:00,4362.0,4362.25,4362.0,4362.25,3,3,13086.25
2021-09-29 02:24:00-04:00,4363.5,4363.5,4363.5,4363.5,1,1,4363.5
2021-09-29 02:40:00-04:00,4355.25,4355.25,4355.25,4355.25,1,1,4355.25
2021-09-29 02:52:00-04:00,4362.25,4362.25,4361.5,4361.5,2,2,8723.75
2021-09-29 02:59:00-04:00,4359.0,4359.0,4359.0,4359.0,1,1,4359.0
2021-09-29 03:07:00-04:00,4358.0,4358.0,4358.0,4358.0,1,1,4358.0
