,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-13 02:29:00-04:00,80.22,80.22,80.22,80.22,1,1,80.22
2021-07-13 04:08:00-04:00,80.18,80.18,80.18,80.18,1,1,80.18
2021-07-13 10:06:00-04:00,79.77,79.77,79.77,79.77,2,1,159.54
