,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-13 01:50:00-04:00,80.27,80.27,80.27,80.27,1,1,80.27
2021-07-13 08:30:00-04:00,79.995,79.995,79.995,79.995,10,2,799.95
2021-07-13 09:53:00-04:00,79.915,79.915,79.915,79.915,1,1,79.915
2021-07-13 10:12:00-04:00,79.82,79.82,79.82,79.82,1,1,79.82
2021-07-13 11:50:00-04:00,79.935,79.935,79.935,79.935,5,1,399.675
2021-07-13 12:01:00-04:00,79.92,79.92,79.92,79.92,3,1,239.76
2021-07-13 15:11:00-04:00,79.865,79.865,79.865,79.865,1,1,79.865
