,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-23 18:00:00-04:00,79.0,79.0,79.0,79.0,1,1,79.0
2021-09-23 21:58:00-04:00,78.945,78.945,78.945,78.945,2,1,157.89
2021-09-24 04:51:00-04:00,78.895,78.895,78.895,78.895,2,1,157.79
2021-09-24 05:48:00-04:00,78.805,78.805,78.805,78.805,1,1,78.805
2021-09-24 05:58:00-04:00,78.82,78.82,78.82,78.82,1,1,78.82
2021-09-24 06:10:00-04:00,78.845,78.845,78.845,78.845,2,1,157.69
2021-09-24 06:19:00-04:00,78.84,78.84,78.84,78.84,1,1,78.84
2021-09-24 06:53:00-04:00,78.885,78.885,78.885,78.885,1,1,78.885
2021-09-24 07:14:00-04:00,78.76,78.76,78.76,78.76,3,1,236.28
2021-09-24 07:16:00-04:00,78.74,78.74,78.74,78.74,1,1,78.74
2021-09-24 07:17:00-04:00,78.74,78.74,78.74,78.74,1,1,78.74
2021-09-24 09:35:00-04:00,78.79,78.79,78.79,78.79,1,1,78.79
2021-09-24 09:51:00-04:00,78.785,78.785,78.785,78.785,1,1,78.785
2021-09-24 11:05:00-04:00,78.805,78.805,78.805,78.805,3,2,236.415
2021-09-24 11:25:00-04:00,78.78,78.78,78.78,78.78,1,1,78.78
2021-09-24 11:50:00-04:00,78.87,78.87,78.87,78.87,1,1,78.87
2021-09-24 12:01:00-04:00,78.89,78.89,78.89,78.89,1,1,78.89
2021-09-24 12:08:00-04:00,78.96,78.96,78.96,78.96,1,1,78.96
2021-09-24 12:10:00-04:00,78.985,78.985,78.985,78.985,1,1,78.985
2021-09-24 14:10:00-04:00,78.925,78.925,78.925,78.925,1,1,78.925
2021-09-24 14:50:00-04:00,79.01,79.01,79.01,79.01,5,2,395.05
2021-09-24 14:51:00-04:00,79.0,79.0,79.0,79.0,5,1,395.0
2021-09-24 15:59:00-04:00,79.0,79.0,79.0,79.0,1,1,79.0
