,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy,CDF22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-24 14:31:00-04:00,78.99,78.99,78.99,78.99,13,1,1026.87
2021-09-24 14:39:00-04:00,78.99,78.99,78.99,78.99,3,1,236.97
