,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-24 03:50:00-04:00,78.805,78.805,78.805,78.805,1,1,78.805
2021-09-24 03:54:00-04:00,78.805,78.805,78.805,78.805,1,1,78.805
2021-09-24 13:05:00-04:00,78.975,78.975,78.975,78.975,7,1,552.825
