,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-10-25 22:55:00-04:00,4555.0,4555.0,4555.0,4555.0,1,1,4555.0
2021-10-26 07:34:00-04:00,4561.5,4561.5,4561.5,4561.5,2,1,9123.0
2021-10-26 07:35:00-04:00,4561.75,4561.75,4561.75,4561.75,2,1,9123.5
2021-10-26 07:46:00-04:00,4559.0,4559.0,4559.0,4559.0,1,1,4559.0
2021-10-26 09:36:00-04:00,4565.0,4565.0,4565.0,4565.0,1,1,4565.0
2021-10-26 10:14:00-04:00,4569.0,4569.0,4569.0,4569.0,1,1,4569.0
2021-10-26 10:15:00-04:00,4570.0,4570.0,4570.0,4570.0,1,1,4570.0
2021-10-26 10:42:00-04:00,4570.5,4570.5,4570.5,4570.5,1,1,4570.5
2021-10-26 13:04:00-04:00,4552.0,4552.0,4550.5,4550.5,2,2,9102.5
2021-10-26 13:43:00-04:00,4553.25,4553.25,4553.0,4553.0,2,2,9106.25
