,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-21 20:00:00-04:00,1322.5,1327.0,1322.25,1326.75,685,283,907438.25
2021-06-21 20:01:00-04:00,1326.75,1327.0,1323.5,1324.5,429,145,568617.75
2021-06-21 20:02:00-04:00,1324.5,1326.0,1324.0,1325.5,125,54,165669.75
2021-06-21 20:03:00-04:00,1325.5,1329.0,1325.5,1328.5,282,78,374453.25
2021-06-21 20:04:00-04:00,1328.25,1329.0,1328.25,1329.0,67,36,89020.25
2021-06-21 20:05:00-04:00,1328.75,1329.0,1328.25,1328.75,124,59,164780.75
2021-06-21 20:06:00-04:00,1328.5,1328.75,1328.25,1328.25,22,16,29224.5
2021-06-21 20:07:00-04:00,1328.25,1328.25,1327.0,1328.0,61,37,80977.0
2021-06-21 20:08:00-04:00,1327.5,1327.5,1326.0,1326.25,65,21,86220.5
2021-06-21 20:09:00-04:00,1326.0,1326.5,1325.25,1325.25,72,30,95464.0
2021-06-21 20:10:00-04:00,1325.0,1325.25,1324.25,1324.5,97,27,128510.0
2021-06-21 20:11:00-04:00,1324.25,1324.75,1324.0,1324.75,25,13,33110.75
2021-06-21 20:12:00-04:00,1324.5,1326.75,1324.5,1326.5,33,15,43753.5
2021-06-21 20:13:00-04:00,1326.0,1326.5,1326.0,1326.25,17,10,22544.5
2021-06-21 20:14:00-04:00,1326.0,1326.75,1325.5,1326.75,49,19,64988.0
2021-06-21 20:15:00-04:00,1326.5,1327.5,1326.5,1327.5,17,12,22558.75
2021-06-21 20:16:00-04:00,1327.5,1328.25,1327.5,1327.75,20,15,26555.25
2021-06-21 20:17:00-04:00,1328.0,1328.25,1326.5,1327.0,72,40,95559.0
2021-06-21 20:18:00-04:00,1327.25,1328.0,1327.25,1327.25,18,11,23895.0
2021-06-21 20:19:00-04:00,1327.0,1327.5,1326.5,1327.5,30,24,39806.0
2021-06-21 20:20:00-04:00,1327.5,1328.0,1327.5,1328.0,8,5,10621.75
2021-06-21 20:21:00-04:00,1328.25,1328.25,1327.75,1327.75,16,8,21249.0
2021-06-21 20:22:00-04:00,1327.5,1327.5,1325.75,1325.75,41,21,54387.75
2021-06-21 20:23:00-04:00,1325.5,1325.75,1325.0,1325.5,22,10,29157.75
2021-06-21 20:24:00-04:00,1325.25,1325.5,1324.75,1325.5,33,10,43727.25
