,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index
,open,high,low,close,volume,num_trds,value
2021-09-07 18:00:00-04:00,4517.5,4518.25,4517.5,4517.75,392,102,1770974.75
2021-09-07 18:01:00-04:00,4518.0,4518.25,4517.5,4517.75,150,49,677690.25
2021-09-07 18:02:00-04:00,4517.75,4518.0,4517.25,4518.0,85,36,383996.5
2021-09-07 18:03:00-04:00,4517.75,4518.0,4517.5,4518.0,40,14,180711.75
2021-09-07 18:04:00-04:00,4518.0,4518.25,4517.75,4518.25,126,16,569268.0
2021-09-07 18:05:00-04:00,4518.25,4518.25,4517.75,4518.0,69,14,311748.75
2021-09-07 18:06:00-04:00,4518.25,4518.25,4518.0,4518.25,40,21,180723.25
2021-09-07 18:07:00-04:00,4518.25,4518.5,4518.25,4518.5,119,44,537691.75
2021-09-07 18:08:00-04:00,4518.5,4518.5,4518.25,4518.5,33,15,149108.75
2021-09-07 18:09:00-04:00,4518.5,4519.0,4518.5,4518.75,102,36,460913.0
2021-09-07 18:10:00-04:00,4519.0,4519.0,4518.75,4519.0,28,11,126529.75
2021-09-07 18:11:00-04:00,4519.0,4519.25,4518.75,4519.25,42,21,189803.25
2021-09-07 18:12:00-04:00,4519.0,4519.0,4518.75,4519.0,34,24,153645.25
2021-09-07 18:13:00-04:00,4519.0,4519.25,4519.0,4519.25,20,14,90380.75
2021-09-07 18:14:00-04:00,4519.25,4519.5,4519.0,4519.0,92,45,415771.0
2021-09-07 18:15:00-04:00,4519.25,4519.5,4519.25,4519.25,26,9,117501.75
2021-09-07 18:16:00-04:00,4519.25,4519.5,4519.0,4519.5,85,29,384134.5
2021-09-07 18:17:00-04:00,4519.5,4519.5,4519.25,4519.5,27,12,122024.5
2021-09-07 18:18:00-04:00,4519.5,4519.5,4519.0,4519.0,56,15,253078.25
2021-09-07 18:19:00-04:00,4519.0,4519.25,4519.0,4519.25,22,12,99421.5
2021-09-07 18:20:00-04:00,4519.25,4519.5,4519.0,4519.5,53,20,239527.5
2021-09-07 18:21:00-04:00,4519.5,4519.5,4519.25,4519.5,78,30,352520.25
2021-09-07 18:22:00-04:00,4519.25,4519.5,4519.25,4519.25,45,10,203367.25
2021-09-07 18:23:00-04:00,4519.25,4519.25,4518.75,4518.75,104,40,469967.0
2021-09-07 18:24:00-04:00,4518.75,4519.0,4518.75,4518.75,28,18,126525.5
2021-09-07 18:25:00-04:00,4518.75,4518.75,4518.75,4518.75,1,1,4518.75
2021-09-07 18:26:00-04:00,4518.75,4518.75,4518.5,4518.5,89,19,402163.75
2021-09-07 18:27:00-04:00,4518.5,4518.5,4517.5,4518.0,182,56,822271.25
2021-09-07 18:28:00-04:00,4518.0,4518.25,4518.0,4518.25,33,6,149097.5
2021-09-07 18:29:00-04:00,4518.25,4518.5,4518.0,4518.5,125,29,564777.5
2021-09-07 18:30:00-04:00,4518.5,4518.75,4518.25,4518.5,77,20,347926.5
2021-09-07 18:31:00-04:00,4518.5,4518.5,4518.25,4518.25,85,20,384056.5
2021-09-07 18:32:00-04:00,4518.25,4518.5,4518.25,4518.25,16,9,72292.25
2021-09-07 18:33:00-04:00,4518.25,4518.5,4518.25,4518.25,13,9,58737.5
2021-09-07 18:34:00-04:00,4518.25,4518.75,4518.25,4518.75,104,37,469939.25
2021-09-07 18:35:00-04:00,4518.75,4518.75,4518.5,4518.5,44,27,198823.0
2021-09-07 18:36:00-04:00,4518.5,4518.75,4518.5,4518.75,39,17,176228.75
2021-09-07 18:37:00-04:00,4518.75,4518.75,4518.5,4518.5,19,10,85855.25
2021-09-07 18:38:00-04:00,4518.5,4518.5,4518.0,4518.0,164,44,740981.5
2021-09-07 18:39:00-04:00,4517.75,4517.75,4517.75,4517.75,22,12,99390.5
