,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy,CDX1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-18 20:12:00-04:00,80.86,80.86,80.86,80.86,1,1,80.86
2021-10-19 02:46:00-04:00,81.115,81.115,81.115,81.115,1,1,81.115
2021-10-19 06:36:00-04:00,81.185,81.185,81.185,81.185,4,1,324.74
2021-10-19 09:45:00-04:00,80.83,80.83,80.83,80.83,3,1,242.49
2021-10-19 09:54:00-04:00,80.9,80.9,80.9,80.9,1,1,80.9
2021-10-19 12:10:00-04:00,80.925,80.925,80.925,80.925,1,1,80.925
