,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-18 19:54:00-04:00,80.805,80.805,80.805,80.805,1,1,80.805
2021-10-18 19:59:00-04:00,80.815,80.815,80.815,80.815,1,1,80.815
2021-10-18 20:15:00-04:00,80.86,80.86,80.86,80.86,1,1,80.86
2021-10-18 21:41:00-04:00,80.91,80.91,80.91,80.91,1,1,80.91
2021-10-18 22:38:00-04:00,80.965,80.965,80.965,80.965,1,1,80.965
2021-10-18 23:57:00-04:00,81.01,81.01,81.01,81.01,4,2,324.04
2021-10-18 23:58:00-04:00,81.005,81.005,81.005,81.005,1,1,81.005
2021-10-19 00:05:00-04:00,80.995,80.995,80.995,80.995,1,1,80.995
2021-10-19 00:12:00-04:00,81.005,81.01,81.005,81.01,20,2,1620.155
2021-10-19 00:30:00-04:00,81.01,81.01,81.01,81.01,1,1,81.01
2021-10-19 00:54:00-04:00,80.99,80.99,80.99,80.99,1,1,80.99
2021-10-19 01:32:00-04:00,81.02,81.02,81.02,81.02,1,1,81.02
2021-10-19 01:41:00-04:00,81.03,81.04,81.03,81.04,2,2,162.07
2021-10-19 01:43:00-04:00,81.05,81.05,81.05,81.05,2,1,162.1
2021-10-19 02:34:00-04:00,81.095,81.1,81.095,81.1,2,2,162.195
2021-10-19 05:34:00-04:00,81.155,81.17,81.155,81.17,2,2,162.325
2021-10-19 06:36:00-04:00,81.185,81.185,81.185,81.185,4,1,324.74
2021-10-19 06:43:00-04:00,81.155,81.155,81.155,81.155,1,1,81.155
2021-10-19 06:48:00-04:00,81.14,81.14,81.14,81.14,1,1,81.14
2021-10-19 07:36:00-04:00,81.025,81.025,81.025,81.025,1,1,81.025
2021-10-19 07:50:00-04:00,81.035,81.035,81.035,81.035,1,1,81.035
2021-10-19 07:52:00-04:00,81.05,81.05,81.05,81.05,1,1,81.05
2021-10-19 08:08:00-04:00,81.02,81.02,81.02,81.02,1,1,81.02
2021-10-19 09:03:00-04:00,80.935,80.935,80.92,80.92,2,2,161.855
2021-10-19 09:31:00-04:00,80.83,80.83,80.83,80.83,2,1,161.66
2021-10-19 09:33:00-04:00,80.855,80.855,80.855,80.855,1,1,80.855
2021-10-19 09:35:00-04:00,80.89,80.89,80.89,80.89,1,1,80.89
2021-10-19 10:45:00-04:00,80.825,80.825,80.825,80.825,1,1,80.825
2021-10-19 12:37:00-04:00,80.91,80.91,80.91,80.91,3,1,242.73
2021-10-19 12:51:00-04:00,80.925,80.925,80.925,80.925,2,1,161.85
2021-10-19 13:05:00-04:00,80.935,80.935,80.935,80.935,1,1,80.935
2021-10-19 13:21:00-04:00,80.96,80.96,80.96,80.96,5,1,404.8
2021-10-19 15:05:00-04:00,80.905,80.905,80.905,80.905,1,1,80.905
