,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-29 18:00:00-04:00,80.655,80.66,80.65,80.655,36,8,2903.51
2021-06-29 18:01:00-04:00,80.65,80.65,80.65,80.65,2,1,161.3
2021-06-29 18:02:00-04:00,80.65,80.65,80.65,80.65,5,2,403.25
2021-06-29 18:03:00-04:00,80.655,80.66,80.65,80.66,11,3,887.21
2021-06-29 18:04:00-04:00,80.66,80.66,80.66,80.66,1,1,80.66
2021-06-29 18:05:00-04:00,80.655,80.655,80.655,80.655,1,1,80.655
2021-06-29 18:09:00-04:00,80.655,80.655,80.655,80.655,2,1,161.31
2021-06-29 18:10:00-04:00,80.655,80.655,80.655,80.655,3,2,241.965
2021-06-29 18:11:00-04:00,80.65,80.65,80.65,80.65,1,1,80.65
2021-06-29 18:12:00-04:00,80.655,80.655,80.655,80.655,1,1,80.655
2021-06-29 18:14:00-04:00,80.65,80.65,80.645,80.645,5,3,403.235
2021-06-29 18:17:00-04:00,80.655,80.655,80.655,80.655,3,3,241.965
2021-06-29 18:18:00-04:00,80.65,80.65,80.65,80.65,1,1,80.65
2021-06-29 18:20:00-04:00,80.65,80.65,80.65,80.65,2,2,161.3
2021-06-29 18:23:00-04:00,80.655,80.665,80.655,80.665,14,4,1129.23
2021-06-29 18:24:00-04:00,80.66,80.66,80.66,80.66,1,1,80.66
2021-06-29 18:28:00-04:00,80.665,80.665,80.665,80.665,1,1,80.665
2021-06-29 18:29:00-04:00,80.66,80.66,80.66,80.66,6,2,483.96
2021-06-29 18:31:00-04:00,80.655,80.655,80.655,80.655,3,2,241.965
2021-06-29 18:32:00-04:00,80.65,80.65,80.65,80.65,7,2,564.55
2021-06-29 18:35:00-04:00,80.65,80.65,80.65,80.65,9,4,725.85
2021-06-29 18:36:00-04:00,80.65,80.65,80.635,80.64,46,13,3709.6
2021-06-29 18:37:00-04:00,80.64,80.64,80.64,80.64,5,4,403.2
2021-06-29 18:40:00-04:00,80.64,80.645,80.635,80.64,4,4,322.56
2021-06-29 18:42:00-04:00,80.645,80.645,80.645,80.645,4,1,322.58
2021-06-29 18:45:00-04:00,80.65,80.65,80.65,80.65,5,3,403.25
2021-06-29 18:47:00-04:00,80.65,80.65,80.65,80.65,1,1,80.65
2021-06-29 18:48:00-04:00,80.65,80.65,80.65,80.65,1,1,80.65
2021-06-29 18:50:00-04:00,80.65,80.65,80.65,80.65,2,2,161.3
2021-06-29 18:55:00-04:00,80.645,80.645,80.645,80.645,1,1,80.645
2021-06-29 18:56:00-04:00,80.645,80.645,80.64,80.64,3,3,241.925
2021-06-29 18:57:00-04:00,80.64,80.64,80.64,80.64,9,4,725.76
2021-06-29 18:58:00-04:00,80.64,80.645,80.64,80.645,13,5,1048.335
2021-06-29 18:59:00-04:00,80.64,80.64,80.635,80.64,9,4,725.755
2021-06-29 19:00:00-04:00,80.64,80.64,80.63,80.635,77,17,6208.839
2021-06-29 19:01:00-04:00,80.635,80.635,80.63,80.63,17,4,1370.72
2021-06-29 19:02:00-04:00,80.63,80.635,80.62,80.62,27,9,2176.975
2021-06-29 19:03:00-04:00,80.62,80.62,80.62,80.62,3,2,241.86
2021-06-29 19:04:00-04:00,80.625,80.625,80.625,80.625,5,1,403.125
2021-06-29 19:05:00-04:00,80.63,80.635,80.63,80.635,8,4,645.055
2021-06-29 19:06:00-04:00,80.63,80.63,80.625,80.625,6,3,483.77
2021-06-29 19:07:00-04:00,80.63,80.63,80.63,80.63,1,1,80.63
2021-06-29 19:08:00-04:00,80.635,80.635,80.635,80.635,34,4,2741.59
2021-06-29 19:09:00-04:00,80.64,80.64,80.64,80.64,7,1,564.48
2021-06-29 19:11:00-04:00,80.645,80.655,80.645,80.65,22,6,1774.275
2021-06-29 19:15:00-04:00,80.65,80.655,80.65,80.655,9,4,725.86
2021-06-29 19:16:00-04:00,80.65,80.65,80.65,80.65,5,2,403.25
2021-06-29 19:17:00-04:00,80.64,80.64,80.64,80.64,5,1,403.2
2021-06-29 19:18:00-04:00,80.64,80.64,80.64,80.64,1,1,80.64
2021-06-29 19:19:00-04:00,80.64,80.64,80.64,80.64,2,1,161.28
2021-06-29 19:22:00-04:00,80.645,80.645,80.645,80.645,10,3,806.45
2021-06-29 19:24:00-04:00,80.65,80.65,80.645,80.645,19,4,1532.265
2021-06-29 19:25:00-04:00,80.645,80.645,80.645,80.645,2,1,161.29
2021-06-29 19:27:00-04:00,80.645,80.645,80.645,80.645,3,1,241.935
2021-06-29 19:28:00-04:00,80.645,80.645,80.645,80.645,1,1,80.645
2021-06-29 19:29:00-04:00,80.645,80.645,80.645,80.645,1,1,80.645
2021-06-29 19:30:00-04:00,80.64,80.64,80.64,80.64,3,1,241.92
2021-06-29 19:31:00-04:00,80.635,80.635,80.635,80.635,2,2,161.27
2021-06-29 19:33:00-04:00,80.635,80.635,80.635,80.635,8,1,645.08
2021-06-29 19:34:00-04:00,80.64,80.64,80.64,80.64,3,2,241.92
2021-06-29 19:36:00-04:00,80.64,80.64,80.64,80.64,1,1,80.64
2021-06-29 19:40:00-04:00,80.645,80.645,80.645,80.645,1,1,80.645
2021-06-29 19:42:00-04:00,80.645,80.645,80.645,80.645,8,1,645.16
2021-06-29 19:44:00-04:00,80.65,80.65,80.65,80.65,4,1,322.6
2021-06-29 19:45:00-04:00,80.655,80.655,80.655,80.655,10,1,806.55
2021-06-29 19:46:00-04:00,80.655,80.655,80.655,80.655,1,1,80.655
2021-06-29 19:47:00-04:00,80.655,80.655,80.655,80.655,2,2,161.31
2021-06-29 19:48:00-04:00,80.655,80.655,80.655,80.655,4,2,322.62
2021-06-29 19:49:00-04:00,80.655,80.655,80.655,80.655,1,1,80.655
2021-06-29 19:51:00-04:00,80.66,80.66,80.66,80.66,16,2,1290.56
2021-06-29 19:52:00-04:00,80.66,80.66,80.66,80.66,1,1,80.66
2021-06-29 19:55:00-04:00,80.66,80.66,80.66,80.66,2,1,161.32
2021-06-29 19:56:00-04:00,80.66,80.66,80.66,80.66,4,3,322.64
2021-06-29 19:59:00-04:00,80.665,80.665,80.665,80.665,1,1,80.665
