,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-23 20:00:00-04:00,1305.0,1305.25,1305.0,1305.0,6,5,7830.25
2021-09-23 20:13:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-23 21:22:00-04:00,1304.75,1304.75,1304.75,1304.75,1,1,1304.75
2021-09-23 21:42:00-04:00,1307.25,1307.25,1307.25,1307.25,1,1,1307.25
2021-09-23 21:49:00-04:00,1306.75,1306.75,1306.75,1306.75,1,1,1306.75
2021-09-23 22:47:00-04:00,1307.0,1307.0,1307.0,1307.0,2,1,2614.0
2021-09-23 22:58:00-04:00,1309.0,1309.0,1308.75,1308.75,4,3,5235.75
2021-09-23 23:04:00-04:00,1309.0,1309.0,1309.0,1309.0,8,4,10472.0
2021-09-24 01:49:00-04:00,1306.75,1306.75,1306.75,1306.75,1,1,1306.75
2021-09-24 01:55:00-04:00,1307.25,1307.25,1307.25,1307.25,2,1,2614.5
2021-09-24 02:02:00-04:00,1307.5,1307.5,1307.5,1307.5,1,1,1307.5
2021-09-24 02:05:00-04:00,1307.5,1307.5,1307.5,1307.5,1,1,1307.5
2021-09-24 02:08:00-04:00,1308.5,1308.5,1308.5,1308.5,1,1,1308.5
2021-09-24 02:11:00-04:00,1308.75,1308.75,1308.75,1308.75,3,2,3926.25
2021-09-24 02:15:00-04:00,1308.25,1308.25,1308.25,1308.25,1,1,1308.25
2021-09-24 02:55:00-04:00,1308.0,1308.0,1308.0,1308.0,1,1,1308.0
2021-09-24 03:03:00-04:00,1306.75,1306.75,1306.25,1306.25,2,2,2613.0
2021-09-24 03:54:00-04:00,1304.5,1304.5,1304.5,1304.5,1,1,1304.5
2021-09-24 04:00:00-04:00,1304.5,1304.5,1304.5,1304.5,1,1,1304.5
2021-09-24 05:13:00-04:00,1303.75,1303.75,1303.75,1303.75,1,1,1303.75
2021-09-24 05:42:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-09-24 06:24:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-24 06:25:00-04:00,1304.0,1304.0,1304.0,1304.0,1,1,1304.0
2021-09-24 06:41:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-24 07:19:00-04:00,1302.5,1302.5,1302.5,1302.5,1,1,1302.5
2021-09-24 07:21:00-04:00,1302.75,1302.75,1302.75,1302.75,1,1,1302.75
2021-09-24 07:22:00-04:00,1303.0,1303.25,1303.0,1303.25,2,2,2606.25
2021-09-24 07:23:00-04:00,1303.25,1303.25,1303.25,1303.25,1,1,1303.25
2021-09-24 07:26:00-04:00,1303.5,1303.5,1303.5,1303.5,4,4,5214.0
2021-09-24 07:35:00-04:00,1304.5,1304.5,1304.5,1304.5,2,1,2609.0
2021-09-24 07:36:00-04:00,1305.0,1305.0,1304.75,1304.75,6,4,7829.0
2021-09-24 07:39:00-04:00,1304.0,1304.0,1304.0,1304.0,4,1,5216.0
2021-09-24 07:50:00-04:00,1304.0,1304.0,1304.0,1304.0,17,6,22168.0
2021-09-24 08:00:00-04:00,1303.75,1303.75,1303.75,1303.75,1,1,1303.75
2021-09-24 08:28:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-09-24 08:39:00-04:00,1303.0,1303.0,1303.0,1303.0,6,1,7818.0
2021-09-24 08:40:00-04:00,1302.25,1302.25,1302.25,1302.25,6,4,7813.5
2021-09-24 09:29:00-04:00,1301.5,1301.75,1301.5,1301.75,4,4,5206.75
2021-09-24 09:30:00-04:00,1302.25,1302.25,1301.25,1301.5,4,4,5206.25
2021-09-24 09:31:00-04:00,1301.25,1301.75,1300.5,1301.25,11,10,14310.75
2021-09-24 09:32:00-04:00,1301.0,1301.75,1301.0,1301.75,3,3,3903.75
2021-09-24 09:33:00-04:00,1302.0,1302.0,1302.0,1302.0,2,2,2604.0
2021-09-24 09:34:00-04:00,1302.75,1302.75,1302.5,1302.5,2,2,2605.25
2021-09-24 09:36:00-04:00,1299.75,1300.0,1299.5,1300.0,10,5,12997.5
2021-09-24 09:38:00-04:00,1301.0,1301.0,1301.0,1301.0,1,1,1301.0
2021-09-24 09:39:00-04:00,1301.75,1302.25,1301.75,1302.0,5,5,6510.0
2021-09-24 09:42:00-04:00,1302.0,1302.5,1302.0,1302.5,3,2,3906.5
2021-09-24 09:43:00-04:00,1302.0,1302.0,1300.75,1300.75,5,4,6506.0
2021-09-24 09:44:00-04:00,1300.75,1300.75,1300.75,1300.75,7,1,9105.25
2021-09-24 09:45:00-04:00,1301.5,1301.5,1301.5,1301.5,1,1,1301.5
2021-09-24 09:46:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-24 09:48:00-04:00,1303.25,1303.25,1303.0,1303.0,4,4,5212.75
2021-09-24 09:49:00-04:00,1303.0,1303.0,1303.0,1303.0,3,3,3909.0
2021-09-24 09:50:00-04:00,1303.0,1303.5,1303.0,1303.5,4,4,5212.75
2021-09-24 09:53:00-04:00,1304.5,1304.5,1304.5,1304.5,3,2,3913.5
2021-09-24 09:54:00-04:00,1303.75,1303.75,1303.75,1303.75,1,1,1303.75
2021-09-24 09:56:00-04:00,1304.25,1304.25,1304.25,1304.25,2,2,2608.5
2021-09-24 09:58:00-04:00,1304.75,1305.0,1304.75,1305.0,3,3,3914.75
2021-09-24 10:00:00-04:00,1304.5,1305.25,1304.5,1305.25,7,3,9135.0
2021-09-24 10:01:00-04:00,1305.25,1306.25,1305.25,1306.25,18,4,23497.0
2021-09-24 10:02:00-04:00,1306.5,1307.0,1306.5,1307.0,3,3,3920.0
2021-09-24 10:03:00-04:00,1306.5,1307.0,1306.5,1307.0,4,3,5227.0
2021-09-24 10:04:00-04:00,1307.25,1307.5,1307.0,1307.25,13,10,16994.0
2021-09-24 10:05:00-04:00,1306.75,1306.75,1306.75,1306.75,1,1,1306.75
2021-09-24 10:06:00-04:00,1306.25,1306.5,1306.25,1306.5,3,3,3919.25
2021-09-24 10:08:00-04:00,1305.5,1305.5,1305.0,1305.0,9,3,11747.0
2021-09-24 10:09:00-04:00,1304.5,1304.75,1304.5,1304.75,3,2,3914.0
2021-09-24 10:10:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-09-24 10:12:00-04:00,1304.75,1304.75,1304.75,1304.75,2,1,2609.5
2021-09-24 10:15:00-04:00,1304.0,1304.0,1304.0,1304.0,1,1,1304.0
2021-09-24 10:16:00-04:00,1303.75,1303.75,1303.75,1303.75,5,4,6518.75
2021-09-24 10:17:00-04:00,1302.75,1302.75,1302.75,1302.75,43,12,56018.25
2021-09-24 10:20:00-04:00,1301.75,1301.75,1301.75,1301.75,1,1,1301.75
2021-09-24 10:21:00-04:00,1302.25,1302.25,1302.0,1302.0,4,2,5208.25
2021-09-24 10:22:00-04:00,1302.25,1302.25,1302.25,1302.25,1,1,1302.25
2021-09-24 10:26:00-04:00,1301.5,1301.5,1300.5,1300.5,5,3,6505.0
2021-09-24 10:28:00-04:00,1302.25,1302.25,1302.25,1302.25,1,1,1302.25
2021-09-24 10:29:00-04:00,1302.25,1302.25,1302.25,1302.25,10,10,13022.5
2021-09-24 10:34:00-04:00,1300.75,1300.75,1300.75,1300.75,1,1,1300.75
2021-09-24 10:41:00-04:00,1301.75,1303.0,1301.75,1303.0,5,5,6510.5
2021-09-24 10:42:00-04:00,1304.0,1304.0,1303.25,1303.25,5,2,6517.0
2021-09-24 10:44:00-04:00,1302.75,1302.75,1302.75,1302.75,1,1,1302.75
2021-09-24 10:49:00-04:00,1301.5,1301.5,1301.5,1301.5,6,4,7809.0
2021-09-24 10:51:00-04:00,1302.75,1302.75,1302.75,1302.75,1,1,1302.75
2021-09-24 10:52:00-04:00,1302.25,1302.25,1302.25,1302.25,5,2,6511.25
2021-09-24 10:54:00-04:00,1301.75,1301.75,1301.75,1301.75,1,1,1301.75
2021-09-24 10:55:00-04:00,1301.5,1301.5,1301.5,1301.5,2,1,2603.0
2021-09-24 10:57:00-04:00,1303.0,1303.0,1303.0,1303.0,4,2,5212.0
2021-09-24 11:00:00-04:00,1303.0,1303.0,1303.0,1303.0,1,1,1303.0
2021-09-24 11:02:00-04:00,1303.75,1303.75,1303.75,1303.75,1,1,1303.75
2021-09-24 11:07:00-04:00,1303.25,1303.5,1303.25,1303.5,2,2,2606.75
2021-09-24 11:08:00-04:00,1302.75,1303.25,1302.75,1303.25,16,2,20844.5
