,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-23 20:00:00-04:00,1302.25,1302.25,1302.25,1302.25,1,1,1302.25
2021-09-23 20:01:00-04:00,1301.0,1301.0,1301.0,1301.0,1,1,1301.0
2021-09-23 20:27:00-04:00,1300.75,1300.75,1300.75,1300.75,1,1,1300.75
2021-09-23 21:24:00-04:00,1302.5,1302.5,1302.5,1302.5,1,1,1302.5
2021-09-23 21:25:00-04:00,1303.0,1303.0,1303.0,1303.0,1,1,1303.0
2021-09-23 21:59:00-04:00,1303.0,1303.0,1303.0,1303.0,1,1,1303.0
2021-09-23 22:38:00-04:00,1305.0,1305.0,1305.0,1305.0,6,2,7830.0
2021-09-23 22:47:00-04:00,1304.75,1304.75,1304.75,1304.75,1,1,1304.75
2021-09-23 22:54:00-04:00,1305.25,1305.5,1305.25,1305.5,3,3,3916.25
2021-09-23 22:55:00-04:00,1305.5,1306.0,1305.5,1306.0,40,4,52221.0
2021-09-23 22:56:00-04:00,1306.0,1306.0,1306.0,1306.0,8,4,10448.0
2021-09-23 22:57:00-04:00,1306.0,1306.25,1306.0,1306.25,17,5,22202.5
2021-09-23 23:04:00-04:00,1306.5,1306.75,1306.5,1306.75,4,4,5226.75
2021-09-23 23:05:00-04:00,1307.0,1307.0,1307.0,1307.0,1,1,1307.0
2021-09-24 00:12:00-04:00,1303.75,1303.75,1303.75,1303.75,1,1,1303.75
2021-09-24 01:59:00-04:00,1305.0,1305.0,1305.0,1305.0,1,1,1305.0
2021-09-24 02:06:00-04:00,1305.75,1305.75,1305.75,1305.75,1,1,1305.75
2021-09-24 02:08:00-04:00,1306.5,1306.5,1306.5,1306.5,1,1,1306.5
2021-09-24 02:20:00-04:00,1307.0,1307.0,1307.0,1307.0,20,2,26140.0
2021-09-24 02:33:00-04:00,1306.0,1306.0,1306.0,1306.0,1,1,1306.0
2021-09-24 02:45:00-04:00,1306.5,1306.5,1306.5,1306.5,1,1,1306.5
2021-09-24 03:15:00-04:00,1302.5,1302.5,1302.25,1302.25,2,2,2604.75
2021-09-24 04:02:00-04:00,1301.25,1301.25,1301.25,1301.25,3,1,3903.75
2021-09-24 04:15:00-04:00,1301.5,1301.5,1301.5,1301.5,1,1,1301.5
2021-09-24 04:24:00-04:00,1301.5,1301.5,1301.5,1301.5,1,1,1301.5
2021-09-24 04:27:00-04:00,1303.0,1303.0,1303.0,1303.0,1,1,1303.0
2021-09-24 04:32:00-04:00,1303.0,1303.25,1303.0,1303.25,2,2,2606.25
2021-09-24 04:45:00-04:00,1302.75,1302.75,1302.75,1302.75,1,1,1302.75
2021-09-24 05:04:00-04:00,1302.0,1302.0,1302.0,1302.0,1,1,1302.0
2021-09-24 05:11:00-04:00,1300.75,1300.75,1300.75,1300.75,1,1,1300.75
2021-09-24 05:16:00-04:00,1300.5,1300.5,1300.5,1300.5,1,1,1300.5
2021-09-24 05:21:00-04:00,1300.75,1300.75,1300.75,1300.75,1,1,1300.75
2021-09-24 05:24:00-04:00,1300.0,1300.0,1300.0,1300.0,1,1,1300.0
2021-09-24 05:46:00-04:00,1300.0,1300.0,1300.0,1300.0,1,1,1300.0
2021-09-24 06:41:00-04:00,1300.5,1300.5,1300.5,1300.5,4,3,5202.0
2021-09-24 07:14:00-04:00,1299.0,1299.0,1299.0,1299.0,2,2,2598.0
2021-09-24 07:22:00-04:00,1300.0,1300.0,1300.0,1300.0,6,6,7800.0
2021-09-24 07:26:00-04:00,1300.5,1300.5,1300.5,1300.5,1,1,1300.5
2021-09-24 07:27:00-04:00,1301.25,1301.25,1301.25,1301.25,1,1,1301.25
2021-09-24 07:35:00-04:00,1301.75,1301.75,1301.75,1301.75,2,2,2603.5
