,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-23 20:00:00-04:00,1292.75,1293.75,1292.75,1293.25,27,23,34915.25
2021-09-23 20:01:00-04:00,1293.0,1293.0,1292.25,1292.25,10,8,12926.25
2021-09-23 20:03:00-04:00,1292.5,1292.5,1292.5,1292.5,1,1,1292.5
2021-09-23 20:04:00-04:00,1292.0,1292.0,1291.75,1291.75,2,2,2583.75
2021-09-23 20:06:00-04:00,1292.0,1292.25,1292.0,1292.0,23,8,29716.5
2021-09-23 20:07:00-04:00,1291.75,1291.75,1291.75,1291.75,4,2,5167.0
2021-09-23 20:08:00-04:00,1291.75,1291.75,1291.75,1291.75,1,1,1291.75
2021-09-23 20:12:00-04:00,1292.5,1292.5,1292.0,1292.0,7,2,9045.0
2021-09-23 20:13:00-04:00,1292.25,1292.25,1292.0,1292.0,2,2,2584.25
2021-09-23 20:14:00-04:00,1292.0,1292.5,1292.0,1292.5,3,3,3877.0
2021-09-23 20:18:00-04:00,1292.75,1292.75,1292.75,1292.75,2,1,2585.5
2021-09-23 20:21:00-04:00,1292.75,1292.75,1292.75,1292.75,1,1,1292.75
2021-09-23 20:25:00-04:00,1292.5,1292.5,1292.5,1292.5,2,1,2585.0
2021-09-23 20:26:00-04:00,1292.5,1292.5,1292.5,1292.5,2,1,2585.0
2021-09-23 20:27:00-04:00,1292.25,1292.25,1292.25,1292.25,5,5,6461.25
2021-09-23 20:31:00-04:00,1292.25,1292.25,1292.25,1292.25,1,1,1292.25
2021-09-23 20:32:00-04:00,1292.25,1292.25,1292.25,1292.25,1,1,1292.25
2021-09-23 20:36:00-04:00,1292.5,1292.5,1292.5,1292.5,1,1,1292.5
2021-09-23 20:42:00-04:00,1292.25,1292.25,1292.25,1292.25,1,1,1292.25
2021-09-23 20:45:00-04:00,1292.75,1292.75,1292.75,1292.75,2,1,2585.5
2021-09-23 20:52:00-04:00,1292.75,1292.75,1292.75,1292.75,3,2,3878.25
2021-09-23 20:54:00-04:00,1292.25,1292.25,1292.25,1292.25,1,1,1292.25
2021-09-23 21:04:00-04:00,1292.5,1292.5,1292.5,1292.5,2,1,2585.0
2021-09-23 21:10:00-04:00,1292.75,1292.75,1292.75,1292.75,2,1,2585.5
2021-09-23 21:11:00-04:00,1292.75,1292.75,1292.75,1292.75,1,1,1292.75
2021-09-23 21:12:00-04:00,1293.0,1293.0,1293.0,1293.0,1,1,1293.0
2021-09-23 21:14:00-04:00,1293.25,1293.25,1293.25,1293.25,4,3,5173.0
2021-09-23 21:19:00-04:00,1293.0,1293.0,1293.0,1293.0,4,2,5172.0
2021-09-23 21:22:00-04:00,1293.5,1293.5,1293.5,1293.5,2,2,2587.0
2021-09-23 21:24:00-04:00,1294.0,1294.0,1294.0,1294.0,3,1,3882.0
2021-09-23 21:25:00-04:00,1294.5,1295.25,1294.5,1295.25,29,16,37552.5
2021-09-23 21:26:00-04:00,1294.75,1294.75,1294.75,1294.75,2,2,2589.5
2021-09-23 21:27:00-04:00,1294.75,1294.75,1294.75,1294.75,2,1,2589.5
2021-09-23 21:35:00-04:00,1294.75,1294.75,1294.75,1294.75,1,1,1294.75
2021-09-23 21:38:00-04:00,1295.5,1296.0,1295.5,1296.0,8,3,10367.5
2021-09-23 21:39:00-04:00,1295.5,1295.5,1295.5,1295.5,5,1,6477.5
2021-09-23 21:40:00-04:00,1296.5,1296.5,1296.5,1296.5,1,1,1296.5
2021-09-23 21:41:00-04:00,1296.5,1296.75,1296.0,1296.25,21,8,27225.25
2021-09-23 21:42:00-04:00,1296.5,1296.5,1296.5,1296.5,1,1,1296.5
2021-09-23 21:44:00-04:00,1296.0,1296.0,1295.75,1295.75,105,4,136079.25
2021-09-23 21:46:00-04:00,1295.5,1295.5,1295.5,1295.5,1,1,1295.5
2021-09-23 21:47:00-04:00,1295.25,1295.5,1295.25,1295.5,27,4,34978.25
2021-09-23 21:48:00-04:00,1295.5,1295.5,1295.25,1295.5,75,3,97144.5
2021-09-23 21:49:00-04:00,1295.25,1295.25,1295.25,1295.25,5,4,6476.25
2021-09-23 21:50:00-04:00,1295.25,1295.25,1295.25,1295.25,19,5,24609.75
2021-09-23 21:51:00-04:00,1295.5,1295.5,1295.5,1295.5,2,2,2591.0
2021-09-23 21:53:00-04:00,1295.0,1295.0,1295.0,1295.0,1,1,1295.0
2021-09-23 21:54:00-04:00,1295.25,1295.75,1295.25,1295.75,25,3,32390.0
2021-09-23 21:57:00-04:00,1294.75,1295.0,1294.75,1295.0,25,2,32373.5
2021-09-23 21:59:00-04:00,1294.25,1294.25,1294.0,1294.0,3,3,3882.5
2021-09-23 22:00:00-04:00,1294.0,1294.0,1294.0,1294.0,2,1,2588.0
2021-09-23 22:04:00-04:00,1294.5,1294.5,1294.5,1294.5,1,1,1294.5
2021-09-23 22:05:00-04:00,1294.5,1295.0,1294.5,1294.5,27,4,34962.75
2021-09-23 22:09:00-04:00,1295.0,1295.5,1295.0,1295.5,6,6,7770.5
2021-09-23 22:10:00-04:00,1295.5,1295.5,1295.5,1295.5,1,1,1295.5
2021-09-23 22:11:00-04:00,1295.25,1295.25,1295.25,1295.25,25,12,32381.25
2021-09-23 22:12:00-04:00,1295.0,1295.0,1294.75,1294.75,3,2,3884.75
2021-09-23 22:14:00-04:00,1294.5,1295.0,1294.5,1294.75,28,6,36254.25
2021-09-23 22:16:00-04:00,1294.75,1295.0,1294.75,1295.0,2,2,2589.75
2021-09-23 22:22:00-04:00,1295.25,1295.25,1295.25,1295.25,1,1,1295.25
2021-09-23 22:23:00-04:00,1295.0,1295.0,1295.0,1295.0,3,1,3885.0
2021-09-23 22:24:00-04:00,1295.0,1295.0,1295.0,1295.0,1,1,1295.0
2021-09-23 22:30:00-04:00,1295.0,1295.0,1295.0,1295.0,1,1,1295.0
2021-09-23 22:31:00-04:00,1295.5,1295.75,1295.5,1295.75,2,2,2591.25
2021-09-23 22:32:00-04:00,1295.75,1295.75,1295.75,1295.75,2,2,2591.5
2021-09-23 22:33:00-04:00,1295.5,1296.0,1295.5,1296.0,3,3,3887.25
2021-09-23 22:35:00-04:00,1296.25,1296.25,1296.25,1296.25,2,1,2592.5
2021-09-23 22:37:00-04:00,1296.0,1296.25,1296.0,1296.25,6,3,7777.0
2021-09-23 22:38:00-04:00,1296.5,1296.5,1296.5,1296.5,1,1,1296.5
2021-09-23 22:42:00-04:00,1296.75,1297.0,1296.75,1296.75,26,3,33720.0
2021-09-23 22:45:00-04:00,1296.5,1296.5,1296.5,1296.5,1,1,1296.5
2021-09-23 22:47:00-04:00,1296.25,1296.5,1296.25,1296.25,25,16,32406.75
2021-09-23 22:48:00-04:00,1296.25,1296.25,1295.0,1295.0,12,7,15550.5
2021-09-23 22:50:00-04:00,1296.75,1296.75,1296.75,1296.75,1,1,1296.75
2021-09-23 22:51:00-04:00,1296.75,1296.75,1296.75,1296.75,2,1,2593.5
2021-09-23 22:52:00-04:00,1297.0,1297.0,1297.0,1297.0,41,2,53177.0
2021-09-23 22:53:00-04:00,1297.0,1297.0,1297.0,1297.0,2,1,2594.0
2021-09-23 22:54:00-04:00,1296.75,1297.25,1296.75,1297.25,97,22,125802.5
2021-09-23 22:55:00-04:00,1297.25,1298.0,1297.25,1297.5,21,9,27248.0
2021-09-23 22:56:00-04:00,1297.75,1297.75,1297.75,1297.75,10,9,12977.5
2021-09-23 22:57:00-04:00,1298.0,1298.0,1297.75,1297.75,39,6,50620.25
2021-09-23 22:58:00-04:00,1298.0,1298.25,1298.0,1298.25,56,17,72699.5
2021-09-23 22:59:00-04:00,1298.25,1298.25,1298.25,1298.25,1,1,1298.25
2021-09-23 23:00:00-04:00,1298.5,1298.5,1298.25,1298.25,11,3,14283.25
2021-09-23 23:01:00-04:00,1298.25,1298.5,1298.0,1298.5,47,6,61027.25
2021-09-23 23:02:00-04:00,1298.5,1298.5,1298.5,1298.5,90,6,116865.0
2021-09-23 23:03:00-04:00,1298.5,1298.5,1298.5,1298.5,15,7,19477.5
2021-09-23 23:04:00-04:00,1298.5,1299.0,1298.5,1299.0,26,23,33767.75
2021-09-23 23:05:00-04:00,1299.0,1299.0,1298.25,1298.25,13,10,16881.75
2021-09-23 23:06:00-04:00,1298.0,1298.25,1297.75,1297.75,73,26,94745.25
2021-09-23 23:07:00-04:00,1297.25,1297.5,1296.75,1296.75,4,4,5188.5
2021-09-23 23:08:00-04:00,1297.5,1297.5,1297.25,1297.5,21,4,27247.25
2021-09-23 23:09:00-04:00,1297.25,1297.25,1296.75,1297.0,25,8,32425.0
2021-09-23 23:10:00-04:00,1297.75,1298.25,1297.5,1298.25,46,5,59708.0
2021-09-23 23:11:00-04:00,1298.25,1298.25,1298.25,1298.25,1,1,1298.25
2021-09-23 23:12:00-04:00,1298.0,1298.0,1297.75,1297.75,6,5,7787.0
2021-09-23 23:13:00-04:00,1297.0,1297.0,1297.0,1297.0,1,1,1297.0
2021-09-23 23:17:00-04:00,1296.25,1296.25,1296.25,1296.25,2,2,2592.5
2021-09-23 23:19:00-04:00,1296.75,1297.0,1296.75,1297.0,25,2,32421.25
2021-09-23 23:20:00-04:00,1297.0,1297.0,1297.0,1297.0,3,2,3891.0
2021-09-23 23:21:00-04:00,1296.75,1296.75,1296.75,1296.75,2,2,2593.5
2021-09-23 23:22:00-04:00,1297.0,1297.0,1297.0,1297.0,1,1,1297.0
2021-09-23 23:25:00-04:00,1296.5,1296.75,1296.5,1296.5,8,3,10373.5
2021-09-23 23:27:00-04:00,1296.5,1296.5,1296.5,1296.5,2,2,2593.0
