,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-03 18:00:00-04:00,79.76,79.77,79.755,79.755,125,25,9970.485
2021-08-03 18:01:00-04:00,79.76,79.76,79.76,79.76,7,3,558.32
2021-08-03 18:02:00-04:00,79.76,79.76,79.755,79.755,31,2,2472.44
2021-08-03 18:03:00-04:00,79.75,79.76,79.75,79.76,24,6,1914.06
2021-08-03 18:04:00-04:00,79.76,79.765,79.76,79.765,14,4,1116.67
2021-08-03 18:05:00-04:00,79.765,79.765,79.765,79.765,6,1,478.59
2021-08-03 18:06:00-04:00,79.76,79.76,79.76,79.76,3,1,239.28
2021-08-03 18:08:00-04:00,79.755,79.755,79.75,79.75,12,3,957.005
2021-08-03 18:10:00-04:00,79.755,79.755,79.755,79.755,6,1,478.53
2021-08-03 18:15:00-04:00,79.76,79.775,79.76,79.775,37,9,2951.37
2021-08-03 18:16:00-04:00,79.78,79.79,79.78,79.79,6,3,478.72
2021-08-03 18:17:00-04:00,79.785,79.785,79.785,79.785,2,1,159.57
2021-08-03 18:18:00-04:00,79.79,79.79,79.79,79.79,13,2,1037.27
2021-08-03 18:19:00-04:00,79.785,79.785,79.785,79.785,1,1,79.785
2021-08-03 18:24:00-04:00,79.78,79.78,79.775,79.78,10,3,797.785
2021-08-03 18:25:00-04:00,79.78,79.78,79.78,79.78,11,3,877.58
2021-08-03 18:26:00-04:00,79.775,79.775,79.775,79.775,1,1,79.775
2021-08-03 18:30:00-04:00,79.77,79.77,79.77,79.77,2,1,159.54
2021-08-03 18:32:00-04:00,79.775,79.775,79.775,79.775,2,1,159.55
2021-08-03 18:33:00-04:00,79.77,79.77,79.77,79.77,5,1,398.85
2021-08-03 18:37:00-04:00,79.78,79.78,79.78,79.78,3,1,239.34
2021-08-03 18:38:00-04:00,79.775,79.775,79.77,79.77,17,3,1356.17
2021-08-03 18:41:00-04:00,79.765,79.765,79.765,79.765,2,1,159.53
2021-08-03 18:43:00-04:00,79.775,79.775,79.775,79.775,2,2,159.55
2021-08-03 18:44:00-04:00,79.78,79.785,79.78,79.78,98,14,7818.553
2021-08-03 18:45:00-04:00,79.78,79.79,79.78,79.78,91,11,7260.075
2021-08-03 18:46:00-04:00,79.785,79.79,79.785,79.79,5,2,398.94
2021-08-03 18:47:00-04:00,79.79,79.79,79.79,79.79,2,1,159.58
