,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-18 20:47:00-04:00,79.155,79.155,79.155,79.155,1,1,79.155
2021-07-18 20:52:00-04:00,79.14,79.14,79.14,79.14,1,1,79.14
2021-07-19 00:46:00-04:00,79.1,79.1,79.1,79.1,2,1,158.2
2021-07-19 02:52:00-04:00,78.965,78.965,78.96,78.96,4,4,315.85
2021-07-19 03:03:00-04:00,78.9,78.9,78.9,78.9,2,1,157.8
2021-07-19 04:38:00-04:00,78.6,78.6,78.6,78.6,1,1,78.6
2021-07-19 05:48:00-04:00,78.355,78.355,78.355,78.355,1,1,78.355
2021-07-19 05:52:00-04:00,78.34,78.34,78.34,78.34,1,1,78.34
2021-07-19 10:32:00-04:00,78.37,78.37,78.37,78.37,5,1,391.85
2021-07-19 10:49:00-04:00,78.47,78.47,78.47,78.47,1,1,78.47
2021-07-19 13:41:00-04:00,78.375,78.375,78.375,78.375,1,1,78.375
2021-07-19 14:02:00-04:00,78.4,78.4,78.4,78.4,1,1,78.4
