,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy,CDU1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-25 19:03:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-05-25 20:54:00-04:00,82.89,82.89,82.89,82.89,1,1,82.89
2021-05-25 21:28:00-04:00,82.905,82.905,82.905,82.905,3,3,248.715
2021-05-25 21:39:00-04:00,82.935,82.935,82.935,82.935,3,1,248.805
2021-05-25 21:43:00-04:00,82.945,82.945,82.945,82.945,4,1,331.78
2021-05-25 22:17:00-04:00,82.975,82.975,82.975,82.975,4,1,331.9
2021-05-25 22:18:00-04:00,82.975,82.975,82.975,82.975,1,1,82.975
2021-05-25 22:32:00-04:00,82.975,82.975,82.975,82.975,3,2,248.925
2021-05-25 22:37:00-04:00,82.975,82.975,82.975,82.975,4,1,331.9
2021-05-25 22:45:00-04:00,82.98,82.98,82.98,82.98,3,1,248.94
2021-05-25 23:32:00-04:00,83.01,83.01,83.01,83.01,4,1,332.04
2021-05-25 23:58:00-04:00,83.0,83.0,83.0,83.0,3,2,249.0
2021-05-26 00:14:00-04:00,83.0,83.0,83.0,83.0,1,1,83.0
2021-05-26 00:30:00-04:00,83.01,83.01,83.01,83.01,1,1,83.01
2021-05-26 00:31:00-04:00,83.005,83.005,83.005,83.005,1,1,83.005
2021-05-26 01:01:00-04:00,83.0,83.0,83.0,83.0,1,1,83.0
2021-05-26 01:02:00-04:00,83.0,83.0,83.0,83.0,1,1,83.0
2021-05-26 01:10:00-04:00,83.015,83.015,83.015,83.015,1,1,83.015
2021-05-26 01:18:00-04:00,83.02,83.02,83.02,83.02,1,1,83.02
2021-05-26 01:27:00-04:00,83.025,83.025,83.025,83.025,1,1,83.025
2021-05-26 03:15:00-04:00,82.93,82.93,82.93,82.93,1,1,82.93
2021-05-26 03:23:00-04:00,82.88,82.88,82.875,82.875,2,2,165.755
2021-05-26 03:24:00-04:00,82.875,82.875,82.875,82.875,1,1,82.875
2021-05-26 03:25:00-04:00,82.88,82.88,82.88,82.88,1,1,82.88
2021-05-26 03:32:00-04:00,82.9,82.9,82.9,82.9,1,1,82.9
2021-05-26 03:53:00-04:00,82.87,82.87,82.87,82.87,4,1,331.48
2021-05-26 04:27:00-04:00,82.81,82.81,82.81,82.81,1,1,82.81
2021-05-26 05:02:00-04:00,82.8,82.8,82.8,82.8,1,1,82.8
2021-05-26 05:34:00-04:00,82.85,82.85,82.85,82.85,2,1,165.7
2021-05-26 06:55:00-04:00,82.82,82.82,82.82,82.82,1,1,82.82
2021-05-26 06:58:00-04:00,82.82,82.82,82.82,82.82,2,2,165.64
2021-05-26 07:02:00-04:00,82.83,82.83,82.83,82.83,1,1,82.83
2021-05-26 07:11:00-04:00,82.785,82.785,82.785,82.785,1,1,82.785
2021-05-26 07:32:00-04:00,82.78,82.78,82.78,82.78,1,1,82.78
2021-05-26 07:35:00-04:00,82.755,82.755,82.745,82.745,2,2,165.5
2021-05-26 07:40:00-04:00,82.735,82.735,82.735,82.735,2,1,165.47
2021-05-26 07:55:00-04:00,82.735,82.735,82.735,82.735,4,1,330.94
2021-05-26 08:05:00-04:00,82.7,82.7,82.7,82.7,1,1,82.7
2021-05-26 08:06:00-04:00,82.69,82.69,82.69,82.69,1,1,82.69
2021-05-26 08:12:00-04:00,82.705,82.705,82.705,82.705,1,1,82.705
2021-05-26 08:15:00-04:00,82.71,82.71,82.71,82.71,1,1,82.71
2021-05-26 08:32:00-04:00,82.695,82.695,82.68,82.68,3,3,248.065
2021-05-26 08:34:00-04:00,82.63,82.63,82.63,82.63,1,1,82.63
2021-05-26 08:36:00-04:00,82.64,82.64,82.64,82.64,1,1,82.64
2021-05-26 08:37:00-04:00,82.6,82.6,82.6,82.6,3,2,247.8
2021-05-26 08:38:00-04:00,82.6,82.6,82.6,82.6,1,1,82.6
2021-05-26 08:40:00-04:00,82.61,82.61,82.61,82.61,1,1,82.61
2021-05-26 08:41:00-04:00,82.61,82.61,82.61,82.61,1,1,82.61
2021-05-26 08:46:00-04:00,82.62,82.62,82.62,82.62,1,1,82.62
2021-05-26 08:48:00-04:00,82.61,82.61,82.605,82.605,2,2,165.215
2021-05-26 08:50:00-04:00,82.565,82.565,82.56,82.56,2,2,165.125
2021-05-26 08:51:00-04:00,82.55,82.55,82.55,82.55,1,1,82.55
2021-05-26 08:57:00-04:00,82.52,82.52,82.52,82.52,1,1,82.52
2021-05-26 09:02:00-04:00,82.545,82.545,82.545,82.545,1,1,82.545
2021-05-26 09:03:00-04:00,82.52,82.52,82.52,82.52,4,1,330.08
2021-05-26 09:05:00-04:00,82.51,82.51,82.51,82.51,1,1,82.51
2021-05-26 09:07:00-04:00,82.53,82.53,82.53,82.53,1,1,82.53
2021-05-26 09:09:00-04:00,82.535,82.535,82.535,82.535,2,1,165.07
2021-05-26 09:15:00-04:00,82.56,82.56,82.56,82.56,1,1,82.56
2021-05-26 09:21:00-04:00,82.55,82.55,82.55,82.55,4,2,330.2
2021-05-26 09:23:00-04:00,82.565,82.565,82.565,82.565,20,7,1651.3
2021-05-26 09:26:00-04:00,82.5,82.5,82.5,82.5,2,1,165.0
2021-05-26 09:27:00-04:00,82.485,82.485,82.485,82.485,1,1,82.485
2021-05-26 09:31:00-04:00,82.54,82.54,82.54,82.54,1,1,82.54
2021-05-26 09:39:00-04:00,82.57,82.57,82.57,82.57,4,2,330.28
2021-05-26 09:42:00-04:00,82.57,82.57,82.57,82.57,4,1,330.28
2021-05-26 09:44:00-04:00,82.585,82.585,82.585,82.585,3,1,247.755
2021-05-26 09:47:00-04:00,82.6,82.6,82.6,82.6,7,2,578.2
2021-05-26 09:51:00-04:00,82.595,82.595,82.585,82.585,14,2,1156.26
2021-05-26 09:53:00-04:00,82.595,82.595,82.595,82.595,8,4,660.76
2021-05-26 09:55:00-04:00,82.6,82.605,82.595,82.6,55,6,4543.05
2021-05-26 09:56:00-04:00,82.6,82.61,82.59,82.595,101,15,8342.845
2021-05-26 10:11:00-04:00,82.615,82.615,82.615,82.615,1,1,82.615
2021-05-26 10:17:00-04:00,82.635,82.635,82.635,82.635,20,3,1652.7
2021-05-26 10:18:00-04:00,82.635,82.635,82.635,82.635,1,1,82.635
2021-05-26 10:19:00-04:00,82.65,82.65,82.65,82.65,2,1,165.3
2021-05-26 10:27:00-04:00,82.675,82.685,82.675,82.685,7,3,578.735
2021-05-26 10:37:00-04:00,82.73,82.73,82.73,82.73,1,1,82.73
2021-05-26 10:42:00-04:00,82.71,82.71,82.705,82.705,2,2,165.415
2021-05-26 10:50:00-04:00,82.72,82.72,82.72,82.72,7,6,579.04
2021-05-26 10:54:00-04:00,82.67,82.67,82.66,82.66,8,2,661.35
2021-05-26 10:55:00-04:00,82.66,82.66,82.66,82.66,3,1,247.98
2021-05-26 10:56:00-04:00,82.6,82.6,82.6,82.6,1,1,82.6
2021-05-26 10:58:00-04:00,82.545,82.545,82.545,82.545,4,1,330.18
