,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-25 18:00:00-04:00,82.875,82.88,82.865,82.88,110,27,9116.059
2021-05-25 18:01:00-04:00,82.88,82.88,82.865,82.87,31,12,2569.03
2021-05-25 18:02:00-04:00,82.875,82.875,82.865,82.865,10,5,828.705
2021-05-25 18:03:00-04:00,82.87,82.875,82.87,82.875,7,5,580.1
2021-05-25 18:04:00-04:00,82.875,82.875,82.875,82.875,14,4,1160.25
2021-05-25 18:05:00-04:00,82.875,82.875,82.875,82.875,18,1,1491.75
2021-05-25 18:06:00-04:00,82.875,82.875,82.875,82.875,1,1,82.875
2021-05-25 18:08:00-04:00,82.88,82.88,82.88,82.88,4,2,331.52
2021-05-25 18:11:00-04:00,82.885,82.89,82.885,82.885,43,11,3564.15
2021-05-25 18:12:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-05-25 18:13:00-04:00,82.885,82.885,82.885,82.885,7,2,580.195
2021-05-25 18:14:00-04:00,82.89,82.89,82.885,82.885,5,5,414.43
2021-05-25 18:15:00-04:00,82.885,82.89,82.88,82.89,10,5,828.845
2021-05-25 18:16:00-04:00,82.89,82.89,82.89,82.89,2,2,165.78
2021-05-25 18:19:00-04:00,82.89,82.89,82.89,82.89,1,1,82.89
2021-05-25 18:20:00-04:00,82.89,82.89,82.885,82.89,8,6,663.11
2021-05-25 18:21:00-04:00,82.885,82.895,82.885,82.895,41,13,3398.365
2021-05-25 18:22:00-04:00,82.895,82.9,82.88,82.885,39,12,3232.65
2021-05-25 18:23:00-04:00,82.89,82.895,82.89,82.895,19,10,1574.93
2021-05-25 18:24:00-04:00,82.885,82.895,82.885,82.895,4,3,331.57
2021-05-25 18:25:00-04:00,82.895,82.895,82.895,82.895,5,4,414.475
2021-05-25 18:29:00-04:00,82.89,82.89,82.89,82.89,3,2,248.67
2021-05-25 18:30:00-04:00,82.89,82.895,82.89,82.895,26,5,2155.255
2021-05-25 18:31:00-04:00,82.895,82.895,82.895,82.895,3,1,248.685
2021-05-25 18:32:00-04:00,82.895,82.895,82.89,82.895,22,8,1823.68
2021-05-25 18:33:00-04:00,82.89,82.89,82.89,82.89,1,1,82.89
2021-05-25 18:39:00-04:00,82.9,82.9,82.9,82.9,1,1,82.9
2021-05-25 18:40:00-04:00,82.895,82.9,82.895,82.9,11,4,911.855
2021-05-25 18:41:00-04:00,82.89,82.89,82.885,82.89,32,7,2652.42
2021-05-25 18:45:00-04:00,82.9,82.905,82.9,82.905,18,2,1492.28
2021-05-25 18:46:00-04:00,82.9,82.9,82.9,82.9,13,5,1077.7
2021-05-25 18:48:00-04:00,82.9,82.9,82.9,82.9,1,1,82.9
2021-05-25 18:49:00-04:00,82.9,82.9,82.9,82.9,5,4,414.5
2021-05-25 18:51:00-04:00,82.905,82.905,82.905,82.905,2,2,165.81
2021-05-25 18:52:00-04:00,82.905,82.905,82.9,82.9,30,6,2487.14
2021-05-25 18:56:00-04:00,82.905,82.905,82.905,82.905,8,3,663.24
2021-05-25 18:58:00-04:00,82.9,82.9,82.9,82.9,14,2,1160.6
2021-05-25 18:59:00-04:00,82.895,82.895,82.895,82.895,19,5,1575.005
2021-05-25 19:00:00-04:00,82.89,82.89,82.89,82.89,11,3,911.79
2021-05-25 19:01:00-04:00,82.885,82.885,82.885,82.885,28,3,2320.78
2021-05-25 19:02:00-04:00,82.885,82.885,82.87,82.88,32,7,2652.11
2021-05-25 19:03:00-04:00,82.885,82.89,82.885,82.89,12,7,994.67
2021-05-25 19:05:00-04:00,82.89,82.89,82.89,82.89,1,1,82.89
2021-05-25 19:06:00-04:00,82.89,82.89,82.89,82.89,1,1,82.89
2021-05-25 19:07:00-04:00,82.885,82.885,82.885,82.885,11,2,911.735
2021-05-25 19:08:00-04:00,82.895,82.895,82.895,82.895,18,6,1492.11
2021-05-25 19:10:00-04:00,82.895,82.895,82.895,82.895,2,2,165.79
2021-05-25 19:11:00-04:00,82.895,82.895,82.895,82.895,1,1,82.895
2021-05-25 19:14:00-04:00,82.895,82.895,82.895,82.895,5,2,414.475
2021-05-25 19:15:00-04:00,82.89,82.89,82.89,82.89,6,5,497.34
2021-05-25 19:16:00-04:00,82.885,82.885,82.885,82.885,1,1,82.885
2021-05-25 19:17:00-04:00,82.885,82.885,82.885,82.885,6,2,497.31
2021-05-25 19:19:00-04:00,82.89,82.89,82.89,82.89,5,1,414.45
2021-05-25 19:20:00-04:00,82.89,82.89,82.89,82.89,1,1,82.89
2021-05-25 19:21:00-04:00,82.89,82.89,82.885,82.885,6,3,497.32
2021-05-25 19:22:00-04:00,82.89,82.89,82.885,82.885,7,3,580.2
2021-05-25 19:23:00-04:00,82.89,82.89,82.89,82.89,9,6,746.01
2021-05-25 19:24:00-04:00,82.89,82.89,82.89,82.89,3,2,248.67
2021-05-25 19:25:00-04:00,82.885,82.885,82.885,82.885,8,3,663.08
2021-05-25 19:26:00-04:00,82.88,82.88,82.88,82.88,1,1,82.88
2021-05-25 19:30:00-04:00,82.885,82.885,82.885,82.885,3,3,248.655
2021-05-25 19:31:00-04:00,82.89,82.89,82.89,82.89,4,1,331.56
2021-05-25 19:33:00-04:00,82.89,82.89,82.885,82.89,4,3,331.555
2021-05-25 19:35:00-04:00,82.89,82.89,82.89,82.89,13,6,1077.57
2021-05-25 19:36:00-04:00,82.885,82.885,82.88,82.88,4,2,331.535
2021-05-25 19:39:00-04:00,82.885,82.885,82.885,82.885,2,1,165.77
2021-05-25 19:44:00-04:00,82.88,82.885,82.88,82.885,14,6,1160.385
2021-05-25 19:45:00-04:00,82.88,82.88,82.88,82.88,3,2,248.64
2021-05-25 19:48:00-04:00,82.875,82.875,82.875,82.875,5,1,414.375
2021-05-25 19:54:00-04:00,82.875,82.875,82.875,82.875,1,1,82.875
2021-05-25 19:56:00-04:00,82.88,82.88,82.88,82.88,3,2,248.64
2021-05-25 19:58:00-04:00,82.875,82.875,82.875,82.875,3,1,248.625
2021-05-25 19:59:00-04:00,82.87,82.88,82.87,82.875,7,3,580.11
2021-05-25 20:00:00-04:00,82.875,82.89,82.87,82.87,116,58,9613.905
2021-05-25 20:01:00-04:00,82.87,82.88,82.86,82.88,33,23,2734.665
2021-05-25 20:02:00-04:00,82.88,82.885,82.88,82.885,41,12,3398.165
2021-05-25 20:03:00-04:00,82.885,82.89,82.885,82.89,70,11,5802.295
2021-05-25 20:04:00-04:00,82.89,82.895,82.89,82.895,13,12,1077.625
2021-05-25 20:05:00-04:00,82.895,82.9,82.895,82.9,13,10,1077.655
2021-05-25 20:06:00-04:00,82.9,82.9,82.895,82.9,32,12,2652.785
2021-05-25 20:07:00-04:00,82.9,82.915,82.895,82.905,147,35,12186.98
2021-05-25 20:08:00-04:00,82.905,82.905,82.9,82.9,14,6,1160.63
2021-05-25 20:09:00-04:00,82.905,82.91,82.905,82.91,12,9,994.905
2021-05-25 20:10:00-04:00,82.91,82.91,82.91,82.91,5,4,414.55
2021-05-25 20:11:00-04:00,82.91,82.915,82.91,82.915,16,9,1326.635
2021-05-25 20:12:00-04:00,82.92,82.925,82.92,82.92,22,8,1824.25
2021-05-25 20:13:00-04:00,82.915,82.92,82.915,82.92,8,5,663.335
2021-05-25 20:14:00-04:00,82.92,82.92,82.92,82.92,2,2,165.84
2021-05-25 20:15:00-04:00,82.915,82.925,82.915,82.925,28,11,2321.775
2021-05-25 20:16:00-04:00,82.925,82.93,82.925,82.925,20,7,1658.505
2021-05-25 20:17:00-04:00,82.925,82.925,82.925,82.925,5,2,414.625
2021-05-25 20:18:00-04:00,82.92,82.92,82.915,82.92,11,6,912.115
2021-05-25 20:19:00-04:00,82.915,82.915,82.915,82.915,7,3,580.405
2021-05-25 20:20:00-04:00,82.92,82.92,82.92,82.92,4,2,331.68
2021-05-25 20:21:00-04:00,82.925,82.93,82.925,82.925,29,16,2404.915
2021-05-25 20:22:00-04:00,82.925,82.925,82.92,82.92,78,21,6468.1
2021-05-25 20:23:00-04:00,82.92,82.92,82.92,82.92,3,3,248.76
2021-05-25 20:24:00-04:00,82.925,82.925,82.925,82.925,15,4,1243.875
2021-05-25 20:25:00-04:00,82.925,82.925,82.92,82.92,8,6,663.375
2021-05-25 20:26:00-04:00,82.92,82.93,82.92,82.93,41,13,3400.01
2021-05-25 20:27:00-04:00,82.935,82.945,82.935,82.935,26,16,2156.395
2021-05-25 20:28:00-04:00,82.935,82.935,82.935,82.935,3,3,248.805
2021-05-25 20:29:00-04:00,82.935,82.935,82.93,82.93,8,3,663.455
2021-05-25 20:30:00-04:00,82.93,82.93,82.92,82.925,23,8,1907.25
2021-05-25 20:31:00-04:00,82.925,82.925,82.92,82.92,10,5,829.225
2021-05-25 20:34:00-04:00,82.92,82.92,82.915,82.92,4,3,331.675
2021-05-25 20:35:00-04:00,82.92,82.92,82.915,82.915,9,3,746.24
2021-05-25 20:36:00-04:00,82.92,82.92,82.92,82.92,2,1,165.84
2021-05-25 20:37:00-04:00,82.92,82.92,82.92,82.92,1,1,82.92
2021-05-25 20:38:00-04:00,82.915,82.915,82.915,82.915,6,4,497.49
2021-05-25 20:39:00-04:00,82.92,82.92,82.92,82.92,6,3,497.52
2021-05-25 20:41:00-04:00,82.92,82.92,82.92,82.92,24,7,1990.08
2021-05-25 20:42:00-04:00,82.92,82.92,82.92,82.92,5,1,414.6
2021-05-25 20:43:00-04:00,82.915,82.92,82.915,82.92,2,2,165.835
2021-05-25 20:44:00-04:00,82.92,82.92,82.915,82.915,8,3,663.345
2021-05-25 20:45:00-04:00,82.915,82.92,82.915,82.92,2,2,165.835
2021-05-25 20:46:00-04:00,82.915,82.915,82.91,82.91,8,5,663.3
2021-05-25 20:47:00-04:00,82.91,82.91,82.91,82.91,26,9,2155.66
2021-05-25 20:48:00-04:00,82.91,82.91,82.905,82.905,7,4,580.36
2021-05-25 20:49:00-04:00,82.91,82.91,82.9,82.9,19,8,1575.21
2021-05-25 20:50:00-04:00,82.9,82.9,82.895,82.9,24,14,1989.55
2021-05-25 20:51:00-04:00,82.9,82.905,82.9,82.905,2,2,165.805
2021-05-25 20:52:00-04:00,82.905,82.905,82.9,82.9,11,4,911.95
2021-05-25 20:53:00-04:00,82.9,82.9,82.9,82.9,18,5,1492.2
2021-05-25 20:54:00-04:00,82.895,82.895,82.89,82.89,64,21,5305.095
2021-05-25 20:55:00-04:00,82.885,82.89,82.88,82.89,11,6,911.73
2021-05-25 20:56:00-04:00,82.895,82.9,82.895,82.9,16,6,1326.375
2021-05-25 20:58:00-04:00,82.9,82.9,82.9,82.9,6,2,497.4
2021-05-25 20:59:00-04:00,82.895,82.895,82.89,82.89,3,3,248.675
2021-05-25 21:00:00-04:00,82.895,82.905,82.895,82.905,12,7,994.81
2021-05-25 21:01:00-04:00,82.905,82.905,82.9,82.905,11,6,911.94
2021-05-25 21:02:00-04:00,82.91,82.915,82.905,82.91,42,12,3482.255
2021-05-25 21:03:00-04:00,82.905,82.905,82.905,82.905,3,1,248.715
2021-05-25 21:04:00-04:00,82.905,82.905,82.905,82.905,1,1,82.905
2021-05-25 21:05:00-04:00,82.9,82.9,82.895,82.895,19,7,1575.055
2021-05-25 21:06:00-04:00,82.9,82.905,82.9,82.905,12,6,994.85
2021-05-25 21:07:00-04:00,82.9,82.9,82.9,82.9,17,11,1409.3
2021-05-25 21:08:00-04:00,82.895,82.895,82.895,82.895,8,5,663.16
2021-05-25 21:09:00-04:00,82.89,82.895,82.89,82.895,7,6,580.26
2021-05-25 21:10:00-04:00,82.895,82.895,82.895,82.895,20,5,1657.9
2021-05-25 21:11:00-04:00,82.9,82.9,82.9,82.9,5,3,414.5
2021-05-25 21:12:00-04:00,82.9,82.9,82.9,82.9,3,1,248.7
2021-05-25 21:13:00-04:00,82.905,82.905,82.9,82.9,9,7,746.115
2021-05-25 21:14:00-04:00,82.905,82.905,82.905,82.905,12,4,994.86
2021-05-25 21:15:00-04:00,82.9,82.9,82.895,82.9,4,3,331.595
2021-05-25 21:17:00-04:00,82.9,82.9,82.895,82.895,15,9,1243.44
2021-05-25 21:18:00-04:00,82.89,82.895,82.885,82.895,16,8,1326.235
2021-05-25 21:20:00-04:00,82.895,82.9,82.895,82.9,10,5,828.99
2021-05-25 21:21:00-04:00,82.9,82.9,82.9,82.9,9,5,746.1
2021-05-25 21:22:00-04:00,82.905,82.905,82.9,82.9,14,7,1160.65
2021-05-25 21:23:00-04:00,82.895,82.895,82.89,82.895,9,5,746.04
2021-05-25 21:24:00-04:00,82.895,82.895,82.89,82.895,14,6,1160.525
2021-05-25 21:25:00-04:00,82.895,82.9,82.895,82.9,7,7,580.29
2021-05-25 21:26:00-04:00,82.9,82.9,82.895,82.9,18,10,1492.195
2021-05-25 21:28:00-04:00,82.905,82.905,82.9,82.9,12,6,994.83
2021-05-25 21:29:00-04:00,82.9,82.905,82.9,82.905,5,4,414.52
2021-05-25 21:30:00-04:00,82.91,82.915,82.91,82.915,34,9,2819.055
2021-05-25 21:31:00-04:00,82.91,82.91,82.91,82.91,8,3,663.28
2021-05-25 21:32:00-04:00,82.91,82.915,82.91,82.91,8,5,663.3
2021-05-25 21:33:00-04:00,82.91,82.91,82.91,82.91,11,5,912.01
2021-05-25 21:34:00-04:00,82.91,82.91,82.91,82.91,3,2,248.73
2021-05-25 21:35:00-04:00,82.91,82.915,82.91,82.915,5,5,414.565
2021-05-25 21:36:00-04:00,82.915,82.915,82.915,82.915,7,3,580.405
2021-05-25 21:37:00-04:00,82.92,82.925,82.92,82.925,12,6,995.065
