,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-08 04:00:00-04:00,78.8,78.8,78.8,78.8,1,1,78.8
2021-09-08 08:14:00-04:00,78.95,78.96,78.95,78.96,3,2,236.86
2021-09-08 09:39:00-04:00,78.87,78.87,78.87,78.87,1,1,78.87
2021-09-08 11:07:00-04:00,78.58,78.58,78.58,78.58,2,1,157.16
2021-09-08 11:24:00-04:00,78.745,78.745,78.74,78.74,24,4,1889.77
2021-09-08 11:42:00-04:00,78.79,78.79,78.79,78.79,4,1,315.16
2021-09-08 12:15:00-04:00,79.005,79.005,79.005,79.005,1,1,79.005
2021-09-08 13:30:00-04:00,78.96,78.96,78.96,78.96,8,2,631.68
2021-09-08 13:58:00-04:00,78.93,78.93,78.93,78.93,8,8,631.44
2021-09-08 14:28:00-04:00,78.935,78.935,78.935,78.935,1,1,78.935
2021-09-08 14:31:00-04:00,78.91,78.91,78.91,78.91,1,1,78.91
