,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-20 18:07:00-04:00,81.145,81.145,81.145,81.145,2,1,162.29
2021-10-20 21:48:00-04:00,81.255,81.255,81.255,81.255,1,1,81.255
2021-10-20 21:59:00-04:00,81.27,81.27,81.27,81.27,5,2,406.35
2021-10-20 22:13:00-04:00,81.36,81.37,81.36,81.37,6,3,488.205
2021-10-20 23:57:00-04:00,81.3,81.3,81.3,81.3,1,1,81.3
2021-10-21 00:44:00-04:00,81.17,81.17,81.165,81.165,4,4,324.665
2021-10-21 00:46:00-04:00,81.15,81.15,81.15,81.15,2,2,162.3
2021-10-21 00:52:00-04:00,81.145,81.145,81.145,81.145,1,1,81.145
2021-10-21 00:59:00-04:00,81.155,81.155,81.155,81.155,1,1,81.155
2021-10-21 01:02:00-04:00,81.15,81.15,81.15,81.15,4,2,324.6
2021-10-21 01:09:00-04:00,81.17,81.17,81.17,81.17,1,1,81.17
2021-10-21 01:28:00-04:00,81.13,81.13,81.13,81.13,1,1,81.13
2021-10-21 01:35:00-04:00,81.125,81.125,81.125,81.125,1,1,81.125
2021-10-21 01:50:00-04:00,81.105,81.105,81.105,81.105,1,1,81.105
2021-10-21 04:10:00-04:00,81.02,81.02,81.015,81.015,5,2,405.095
2021-10-21 04:11:00-04:00,81.025,81.025,81.025,81.025,1,1,81.025
2021-10-21 04:16:00-04:00,81.035,81.035,81.035,81.035,1,1,81.035
2021-10-21 04:34:00-04:00,81.005,81.005,81.005,81.005,1,1,81.005
2021-10-21 04:52:00-04:00,81.055,81.055,81.055,81.055,1,1,81.055
2021-10-21 05:17:00-04:00,81.01,81.01,81.01,81.01,2,2,162.02
2021-10-21 05:18:00-04:00,81.0,81.0,81.0,81.0,12,1,972.0
2021-10-21 05:58:00-04:00,81.07,81.07,81.07,81.07,1,1,81.07
2021-10-21 06:07:00-04:00,81.08,81.08,81.08,81.08,1,1,81.08
2021-10-21 06:25:00-04:00,81.065,81.065,81.065,81.065,1,1,81.065
2021-10-21 06:49:00-04:00,81.065,81.065,81.065,81.065,1,1,81.065
2021-10-21 07:00:00-04:00,81.02,81.02,81.02,81.02,1,1,81.02
2021-10-21 07:30:00-04:00,81.06,81.06,81.06,81.06,1,1,81.06
2021-10-21 07:31:00-04:00,81.065,81.065,81.065,81.065,1,1,81.065
2021-10-21 07:50:00-04:00,81.07,81.07,81.07,81.07,1,1,81.07
2021-10-21 08:01:00-04:00,81.03,81.03,81.03,81.03,1,1,81.03
2021-10-21 09:27:00-04:00,81.13,81.13,81.13,81.13,1,1,81.13
2021-10-21 09:54:00-04:00,81.185,81.185,81.185,81.185,1,1,81.185
2021-10-21 10:03:00-04:00,81.13,81.13,81.13,81.13,1,1,81.13
2021-10-21 10:09:00-04:00,81.135,81.135,81.135,81.135,1,1,81.135
2021-10-21 10:22:00-04:00,81.085,81.085,81.085,81.085,1,1,81.085
2021-10-21 11:39:00-04:00,80.985,80.985,80.985,80.985,1,1,80.985
2021-10-21 11:50:00-04:00,80.985,80.995,80.985,80.995,2,2,161.98
2021-10-21 12:17:00-04:00,80.96,80.96,80.96,80.96,1,1,80.96
2021-10-21 12:48:00-04:00,80.92,80.92,80.92,80.92,1,1,80.92
2021-10-21 13:42:00-04:00,80.8,80.8,80.8,80.8,1,1,80.8
2021-10-21 13:56:00-04:00,80.76,80.76,80.76,80.76,10,1,807.6
2021-10-21 14:01:00-04:00,80.755,80.755,80.755,80.755,1,1,80.755
2021-10-21 14:14:00-04:00,80.79,80.79,80.79,80.79,1,1,80.79
2021-10-21 14:31:00-04:00,80.79,80.79,80.775,80.775,2,2,161.565
2021-10-21 14:59:00-04:00,80.77,80.77,80.77,80.77,1,1,80.77
2021-10-21 15:20:00-04:00,80.79,80.79,80.79,80.79,1,1,80.79
