,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-07-28 19:36:00-04:00,79.875,79.875,79.875,79.875,1,1,79.875
2021-07-29 00:59:00-04:00,80.065,80.065,80.065,80.065,2,1,160.13
2021-07-29 08:03:00-04:00,80.195,80.195,80.195,80.195,1,1,80.195
2021-07-29 10:35:00-04:00,80.2,80.2,80.2,80.2,2,2,160.4
2021-07-29 10:49:00-04:00,80.18,80.18,80.18,80.18,1,1,80.18
