,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-31 20:51:00-04:00,1311.75,1311.75,1311.75,1311.75,1,1,1311.75
2021-08-31 21:55:00-04:00,1307.0,1307.0,1307.0,1307.0,1,1,1307.0
2021-08-31 21:58:00-04:00,1306.75,1306.75,1306.75,1306.75,1,1,1306.75
2021-08-31 22:09:00-04:00,1307.0,1307.0,1307.0,1307.0,2,2,2614.0
2021-08-31 22:11:00-04:00,1307.25,1307.25,1307.25,1307.25,1,1,1307.25
2021-08-31 22:12:00-04:00,1306.75,1306.75,1306.75,1306.75,1,1,1306.75
2021-08-31 22:18:00-04:00,1306.25,1306.25,1306.25,1306.25,1,1,1306.25
2021-08-31 22:54:00-04:00,1307.0,1307.0,1307.0,1307.0,1,1,1307.0
2021-08-31 22:56:00-04:00,1307.25,1307.25,1307.25,1307.25,1,1,1307.25
2021-08-31 23:03:00-04:00,1309.25,1309.25,1309.25,1309.25,1,1,1309.25
2021-08-31 23:50:00-04:00,1309.5,1309.5,1309.5,1309.5,1,1,1309.5
2021-09-01 00:30:00-04:00,1309.5,1309.5,1309.5,1309.5,2,1,2619.0
2021-09-01 00:32:00-04:00,1309.25,1309.25,1309.25,1309.25,1,1,1309.25
2021-09-01 00:36:00-04:00,1308.75,1308.75,1308.75,1308.75,2,1,2617.5
2021-09-01 02:20:00-04:00,1306.5,1306.5,1306.5,1306.5,2,2,2613.0
2021-09-01 02:26:00-04:00,1306.0,1306.0,1306.0,1306.0,1,1,1306.0
2021-09-01 02:29:00-04:00,1306.75,1306.75,1306.75,1306.75,3,2,3920.25
2021-09-01 02:50:00-04:00,1306.0,1306.0,1306.0,1306.0,1,1,1306.0
2021-09-01 03:06:00-04:00,1307.25,1307.25,1307.25,1307.25,2,1,2614.5
2021-09-01 03:19:00-04:00,1305.75,1305.75,1305.75,1305.75,1,1,1305.75
2021-09-01 03:31:00-04:00,1307.25,1307.25,1307.25,1307.25,1,1,1307.25
2021-09-01 03:37:00-04:00,1307.75,1307.75,1307.75,1307.75,2,1,2615.5
2021-09-01 03:46:00-04:00,1310.0,1310.0,1310.0,1310.0,2,2,2620.0
2021-09-01 03:52:00-04:00,1311.5,1312.0,1311.5,1311.75,7,6,9182.25
2021-09-01 03:54:00-04:00,1312.75,1313.5,1312.75,1313.25,5,4,6566.25
2021-09-01 03:55:00-04:00,1313.0,1313.0,1313.0,1313.0,1,1,1313.0
2021-09-01 04:00:00-04:00,1311.25,1311.25,1311.25,1311.25,3,2,3933.75
2021-09-01 04:03:00-04:00,1311.0,1311.0,1311.0,1311.0,1,1,1311.0
2021-09-01 04:05:00-04:00,1309.75,1309.75,1309.5,1309.5,5,2,6548.5
2021-09-01 04:14:00-04:00,1309.0,1309.0,1309.0,1309.0,1,1,1309.0
2021-09-01 04:20:00-04:00,1308.25,1308.25,1308.25,1308.25,4,1,5233.0
2021-09-01 04:21:00-04:00,1308.5,1308.5,1308.5,1308.5,1,1,1308.5
2021-09-01 04:24:00-04:00,1307.0,1307.0,1307.0,1307.0,22,8,28754.0
2021-09-01 04:26:00-04:00,1307.0,1307.0,1307.0,1307.0,1,1,1307.0
2021-09-01 04:30:00-04:00,1307.0,1307.0,1306.5,1306.5,3,2,3920.5
2021-09-01 04:37:00-04:00,1308.0,1308.0,1308.0,1308.0,1,1,1308.0
2021-09-01 04:46:00-04:00,1308.5,1308.5,1308.5,1308.5,1,1,1308.5
2021-09-01 05:11:00-04:00,1305.0,1305.0,1305.0,1305.0,2,1,2610.0
2021-09-01 05:27:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-09-01 05:31:00-04:00,1303.75,1303.75,1303.75,1303.75,1,1,1303.75
2021-09-01 05:37:00-04:00,1304.0,1304.0,1304.0,1304.0,1,1,1304.0
2021-09-01 05:56:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-09-01 05:57:00-04:00,1304.0,1304.0,1304.0,1304.0,1,1,1304.0
2021-09-01 06:35:00-04:00,1303.75,1303.75,1303.75,1303.75,1,1,1303.75
2021-09-01 06:40:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-09-01 07:20:00-04:00,1305.0,1305.0,1304.75,1304.75,3,2,3914.5
2021-09-01 07:21:00-04:00,1305.0,1305.25,1305.0,1305.25,13,4,16965.25
2021-09-01 07:26:00-04:00,1305.0,1305.0,1305.0,1305.0,1,1,1305.0
2021-09-01 07:36:00-04:00,1302.5,1302.5,1302.5,1302.5,1,1,1302.5
2021-09-01 07:37:00-04:00,1302.25,1302.25,1302.25,1302.25,1,1,1302.25
2021-09-01 07:40:00-04:00,1301.0,1301.0,1301.0,1301.0,1,1,1301.0
2021-09-01 08:01:00-04:00,1303.25,1303.25,1303.25,1303.25,1,1,1303.25
2021-09-01 08:09:00-04:00,1304.0,1304.5,1304.0,1304.25,90,31,117382.25
2021-09-01 08:15:00-04:00,1304.0,1304.0,1304.0,1304.0,2,1,2608.0
2021-09-01 08:21:00-04:00,1302.75,1302.75,1302.75,1302.75,1,1,1302.75
2021-09-01 08:28:00-04:00,1303.0,1303.0,1302.75,1302.75,24,2,31268.25
2021-09-01 08:31:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-09-01 08:32:00-04:00,1303.5,1303.5,1303.5,1303.5,3,1,3910.5
2021-09-01 08:33:00-04:00,1303.25,1303.25,1303.25,1303.25,1,1,1303.25
