,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-06 20:00:00-04:00,1409.0,1409.75,1406.5,1407.0,457,138,643498.75
2021-05-06 20:01:00-04:00,1407.5,1412.0,1407.5,1411.25,232,94,327112.5
2021-05-06 20:02:00-04:00,1411.5,1412.75,1411.0,1412.5,158,64,223087.0
2021-05-06 20:03:00-04:00,1412.5,1412.75,1411.5,1411.5,58,24,81913.75
2021-05-06 20:04:00-04:00,1411.5,1412.0,1411.0,1412.0,102,41,143936.0
2021-05-06 20:05:00-04:00,1412.0,1412.75,1411.25,1412.0,82,25,115782.75
2021-05-06 20:06:00-04:00,1412.25,1414.25,1412.25,1414.0,83,19,117293.75
2021-05-06 20:07:00-04:00,1414.25,1414.25,1413.0,1413.25,12,9,16963.0
2021-05-06 20:08:00-04:00,1413.25,1413.75,1413.25,1413.5,19,10,26857.5
2021-05-06 20:09:00-04:00,1413.75,1413.75,1413.25,1413.5,24,11,33924.5
2021-05-06 20:10:00-04:00,1413.5,1415.25,1413.5,1415.25,49,15,69326.75
2021-05-06 20:11:00-04:00,1415.25,1415.5,1415.25,1415.5,27,14,38218.0
2021-05-06 20:12:00-04:00,1415.5,1415.5,1414.5,1415.25,89,28,125935.5
2021-05-06 20:13:00-04:00,1415.0,1416.25,1415.0,1416.25,61,16,86364.0
2021-05-06 20:14:00-04:00,1416.0,1416.5,1416.0,1416.25,27,16,38235.0
2021-05-06 20:15:00-04:00,1416.0,1416.25,1416.0,1416.25,12,9,16994.0
2021-05-06 20:16:00-04:00,1416.25,1417.5,1416.25,1417.5,75,27,106275.25
2021-05-06 20:17:00-04:00,1417.25,1417.75,1417.0,1417.5,49,20,69445.5
2021-05-06 20:18:00-04:00,1417.5,1418.0,1417.5,1417.75,30,9,42530.75
2021-05-06 20:19:00-04:00,1417.75,1418.0,1417.5,1417.5,22,13,31191.5
2021-05-06 20:20:00-04:00,1417.0,1417.0,1416.5,1416.5,8,4,11334.0
2021-05-06 20:21:00-04:00,1416.25,1416.5,1415.75,1416.0,24,10,33986.0
2021-05-06 20:22:00-04:00,1416.0,1416.5,1416.0,1416.5,24,12,33989.25
2021-05-06 20:23:00-04:00,1416.5,1417.5,1416.25,1417.5,19,14,26919.0
2021-05-06 20:24:00-04:00,1417.5,1417.75,1416.5,1416.5,31,18,43933.75
2021-05-06 20:25:00-04:00,1416.75,1417.0,1416.75,1417.0,8,4,11334.25
2021-05-06 20:26:00-04:00,1417.25,1417.5,1416.75,1416.75,16,5,22675.25
2021-05-06 20:27:00-04:00,1417.0,1417.25,1417.0,1417.25,2,2,2834.25
2021-05-06 20:28:00-04:00,1417.0,1417.75,1417.0,1417.25,23,7,32603.5
2021-05-06 20:29:00-04:00,1417.25,1417.5,1417.0,1417.0,6,5,8503.0
2021-05-06 20:30:00-04:00,1417.75,1418.0,1417.75,1418.0,43,6,60973.25
2021-05-06 20:32:00-04:00,1417.75,1417.75,1417.75,1417.75,5,5,7088.75
2021-05-06 20:33:00-04:00,1417.5,1417.5,1417.25,1417.25,5,4,7086.75
