,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-06 20:00:00-04:00,1512.5,1513.75,1509.5,1509.5,32,30,48395.5
2021-05-06 20:01:00-04:00,1511.5,1514.5,1511.5,1514.5,18,13,27231.75
2021-05-06 20:02:00-04:00,1513.75,1515.0,1513.75,1514.75,13,10,19688.5
2021-05-06 20:03:00-04:00,1515.0,1515.0,1513.75,1514.0,19,12,28773.75
2021-05-06 20:04:00-04:00,1513.0,1513.25,1513.0,1513.25,7,7,10592.25
2021-05-06 20:05:00-04:00,1514.25,1514.25,1514.0,1514.0,5,2,7570.75
2021-05-06 20:06:00-04:00,1514.75,1514.75,1514.75,1514.75,2,1,3029.5
2021-05-06 20:09:00-04:00,1515.0,1515.0,1515.0,1515.0,2,1,3030.0
2021-05-06 20:10:00-04:00,1516.5,1516.5,1516.5,1516.5,4,1,6066.0
2021-05-06 20:11:00-04:00,1517.25,1517.25,1517.0,1517.0,2,2,3034.25
2021-05-06 20:12:00-04:00,1516.75,1517.25,1516.5,1517.25,11,6,16684.75
2021-05-06 20:13:00-04:00,1517.5,1517.5,1517.5,1517.5,2,1,3035.0
2021-05-06 20:14:00-04:00,1517.5,1517.5,1517.25,1517.25,3,2,4552.0
2021-05-06 20:16:00-04:00,1518.0,1518.5,1518.0,1518.5,14,7,21253.25
2021-05-06 20:17:00-04:00,1518.25,1518.75,1517.75,1518.75,10,7,15183.25
2021-05-06 20:19:00-04:00,1519.0,1519.0,1519.0,1519.0,1,1,1519.0
2021-05-06 20:20:00-04:00,1518.0,1518.0,1517.75,1517.75,2,2,3035.75
2021-05-06 20:21:00-04:00,1517.0,1517.0,1516.5,1516.5,2,2,3033.5
2021-05-06 20:22:00-04:00,1517.25,1517.5,1517.25,1517.5,2,2,3034.75
2021-05-06 20:23:00-04:00,1517.25,1517.75,1517.0,1517.75,5,4,7586.75
2021-05-06 20:24:00-04:00,1517.75,1517.75,1517.75,1517.75,1,1,1517.75
2021-05-06 20:25:00-04:00,1517.25,1517.25,1517.25,1517.25,2,1,3034.5
2021-05-06 20:26:00-04:00,1518.0,1518.0,1518.0,1518.0,1,1,1518.0
2021-05-06 20:28:00-04:00,1518.25,1518.25,1518.25,1518.25,2,1,3036.5
