,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-06 20:00:00-04:00,1374.5,1375.25,1373.75,1373.75,106,20,145671.0
2021-05-06 20:01:00-04:00,1373.75,1376.75,1373.75,1376.75,63,10,86634.75
2021-05-06 20:02:00-04:00,1377.5,1378.25,1377.25,1378.0,11,11,15157.0
2021-05-06 20:03:00-04:00,1378.0,1378.0,1378.0,1378.0,5,5,6890.0
2021-05-06 20:04:00-04:00,1376.5,1377.5,1376.5,1377.5,2,2,2754.0
2021-05-06 20:05:00-04:00,1378.0,1378.0,1377.25,1377.25,6,5,8266.75
2021-05-06 20:06:00-04:00,1378.0,1379.25,1378.0,1379.25,32,9,44118.5
2021-05-06 20:12:00-04:00,1380.0,1380.25,1380.0,1380.25,6,2,8281.25
2021-05-06 20:17:00-04:00,1383.0,1383.0,1383.0,1383.0,1,1,1383.0
2021-05-06 20:19:00-04:00,1382.75,1382.75,1382.75,1382.75,1,1,1382.75
2021-05-06 20:40:00-04:00,1383.0,1383.0,1383.0,1383.0,1,1,1383.0
2021-05-06 20:43:00-04:00,1382.75,1382.75,1382.75,1382.75,1,1,1382.75
2021-05-06 20:44:00-04:00,1383.0,1383.0,1383.0,1383.0,1,1,1383.0
2021-05-06 20:56:00-04:00,1384.0,1384.0,1384.0,1384.0,2,1,2768.0
2021-05-06 21:01:00-04:00,1382.25,1382.25,1382.25,1382.25,1,1,1382.25
2021-05-06 21:16:00-04:00,1385.0,1385.0,1385.0,1385.0,20,10,27700.0
2021-05-06 21:18:00-04:00,1385.0,1385.0,1384.75,1384.75,5,3,6924.25
2021-05-06 21:19:00-04:00,1385.0,1385.0,1385.0,1385.0,16,2,22160.0
2021-05-06 22:11:00-04:00,1387.0,1387.0,1386.0,1387.0,8,6,11093.0
2021-05-06 22:12:00-04:00,1387.5,1387.5,1387.5,1387.5,1,1,1387.5
2021-05-06 22:14:00-04:00,1387.25,1387.25,1387.25,1387.25,1,1,1387.25
2021-05-06 22:21:00-04:00,1387.0,1387.0,1386.5,1386.5,3,3,4160.25
2021-05-06 22:24:00-04:00,1386.5,1386.5,1386.5,1386.5,1,1,1386.5
2021-05-06 22:27:00-04:00,1386.75,1386.75,1386.75,1386.75,1,1,1386.75
2021-05-06 22:36:00-04:00,1388.25,1388.25,1388.25,1388.25,1,1,1388.25
2021-05-06 22:39:00-04:00,1389.0,1389.0,1389.0,1389.0,1,1,1389.0
2021-05-06 22:42:00-04:00,1388.75,1389.5,1388.75,1389.5,2,2,2778.25
2021-05-06 23:02:00-04:00,1390.0,1390.0,1390.0,1390.0,2,2,2780.0
2021-05-06 23:06:00-04:00,1389.75,1389.75,1389.75,1389.75,1,1,1389.75
2021-05-06 23:07:00-04:00,1389.75,1389.75,1389.75,1389.75,2,2,2779.5
2021-05-06 23:10:00-04:00,1389.5,1389.5,1389.5,1389.5,1,1,1389.5
2021-05-06 23:29:00-04:00,1391.75,1391.75,1391.75,1391.75,1,1,1391.75
2021-05-06 23:34:00-04:00,1390.75,1391.25,1390.75,1391.25,2,2,2782.0
2021-05-06 23:42:00-04:00,1392.0,1392.0,1392.0,1392.0,1,1,1392.0
2021-05-06 23:54:00-04:00,1390.25,1390.25,1390.25,1390.25,1,1,1390.25
