,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-18 20:00:00-04:00,1522.0,1522.75,1521.0,1521.0,51,23,77594.25
2021-05-18 20:01:00-04:00,1520.25,1520.25,1519.0,1519.5,6,6,9116.25
2021-05-18 20:02:00-04:00,1519.25,1519.25,1515.5,1515.5,11,7,16680.5
2021-05-18 20:03:00-04:00,1515.5,1515.75,1515.5,1515.75,2,2,3031.25
2021-05-18 20:04:00-04:00,1515.75,1515.75,1515.75,1515.75,1,1,1515.75
2021-05-18 20:05:00-04:00,1515.75,1515.75,1513.5,1513.5,21,13,31795.25
2021-05-18 20:06:00-04:00,1514.5,1515.5,1514.0,1515.25,19,12,28776.0
2021-05-18 20:07:00-04:00,1514.75,1514.75,1513.25,1513.75,23,6,34812.0
2021-05-18 20:08:00-04:00,1513.75,1515.25,1513.0,1515.25,53,38,80231.75
2021-05-18 20:09:00-04:00,1514.5,1514.75,1514.0,1514.0,14,11,21201.75
2021-05-18 20:10:00-04:00,1514.0,1514.0,1514.0,1514.0,2,2,3028.0
2021-05-18 20:11:00-04:00,1514.75,1514.75,1514.25,1514.25,2,2,3029.0
2021-05-18 20:12:00-04:00,1513.75,1513.75,1513.25,1513.25,3,2,4540.25
2021-05-18 20:13:00-04:00,1513.25,1513.75,1513.0,1513.75,27,13,40861.75
2021-05-18 20:14:00-04:00,1513.75,1514.75,1513.75,1514.75,10,8,15142.75
2021-05-18 20:15:00-04:00,1515.0,1515.0,1515.0,1515.0,1,1,1515.0
2021-05-18 20:16:00-04:00,1515.75,1515.75,1515.5,1515.5,5,2,7578.25
2021-05-18 20:17:00-04:00,1515.25,1515.25,1515.25,1515.25,5,3,7576.25
2021-05-18 20:18:00-04:00,1514.75,1514.75,1514.0,1514.0,8,4,12116.0
