,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-08-29 20:09:00-04:00,79.235,79.235,79.235,79.235,1,1,79.235
2021-08-30 02:07:00-04:00,79.19,79.19,79.19,79.19,1,1,79.19
2021-08-30 10:21:00-04:00,79.3,79.3,79.3,79.3,1,1,79.3
2021-08-30 12:56:00-04:00,79.3,79.305,79.3,79.305,2,2,158.605
2021-08-30 14:29:00-04:00,79.29,79.29,79.285,79.285,3,2,237.86
2021-08-30 15:10:00-04:00,79.295,79.295,79.295,79.295,3,1,237.885
2021-08-30 15:17:00-04:00,79.285,79.285,79.285,79.285,5,5,396.425
2021-08-30 15:33:00-04:00,79.31,79.31,79.31,79.31,3,3,237.93
