,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty,S Q22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-04 20:48:00-04:00,1263.0,1263.0,1263.0,1263.0,2,1,2526.0
2021-10-04 21:12:00-04:00,1263.5,1263.5,1263.5,1263.5,1,1,1263.5
2021-10-05 03:22:00-04:00,1266.0,1266.0,1266.0,1266.0,5,2,6330.0
2021-10-05 03:23:00-04:00,1266.0,1266.0,1266.0,1266.0,1,1,1266.0
2021-10-05 04:38:00-04:00,1266.0,1266.0,1266.0,1266.0,3,2,3798.0
2021-10-05 07:29:00-04:00,1264.75,1264.75,1264.75,1264.75,1,1,1264.75
2021-10-05 08:16:00-04:00,1266.0,1266.0,1266.0,1266.0,1,1,1266.0
2021-10-05 09:34:00-04:00,1270.5,1270.5,1270.0,1270.25,7,7,8891.5
2021-10-05 09:40:00-04:00,1269.25,1269.25,1269.25,1269.25,1,1,1269.25
2021-10-05 09:43:00-04:00,1273.0,1273.25,1272.75,1272.75,4,4,5092.0
2021-10-05 09:49:00-04:00,1274.25,1275.25,1274.25,1275.25,39,4,49719.25
2021-10-05 10:13:00-04:00,1270.75,1272.0,1270.75,1271.0,82,23,104281.5
2021-10-05 10:15:00-04:00,1271.0,1271.0,1271.0,1271.0,6,4,7626.0
2021-10-05 10:16:00-04:00,1273.5,1273.5,1273.5,1273.5,1,1,1273.5
2021-10-05 10:19:00-04:00,1274.25,1274.25,1274.25,1274.25,1,1,1274.25
2021-10-05 10:45:00-04:00,1278.25,1278.25,1278.25,1278.25,1,1,1278.25
2021-10-05 10:56:00-04:00,1282.0,1282.0,1282.0,1282.0,1,1,1282.0
2021-10-05 11:08:00-04:00,1281.25,1281.25,1281.25,1281.25,1,1,1281.25
2021-10-05 11:26:00-04:00,1285.25,1285.25,1285.25,1285.25,2,2,2570.5
2021-10-05 11:44:00-04:00,1282.0,1282.0,1282.0,1282.0,3,3,3846.0
2021-10-05 12:02:00-04:00,1281.25,1281.25,1281.25,1281.25,1,1,1281.25
2021-10-05 12:04:00-04:00,1280.5,1280.5,1280.5,1280.5,2,2,2561.0
2021-10-05 12:05:00-04:00,1281.25,1281.5,1281.25,1281.5,2,2,2562.75
