,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty,S K22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-04 20:00:00-04:00,1263.0,1263.0,1262.25,1262.25,28,10,35362.0
2021-10-04 20:10:00-04:00,1263.5,1263.5,1263.25,1263.25,10,2,12634.5
2021-10-04 20:17:00-04:00,1263.75,1263.75,1263.75,1263.75,2,2,2527.5
2021-10-04 20:18:00-04:00,1263.75,1263.75,1263.75,1263.75,1,1,1263.75
2021-10-04 20:22:00-04:00,1263.0,1263.0,1263.0,1263.0,2,1,2526.0
2021-10-04 20:23:00-04:00,1263.0,1263.0,1262.75,1262.75,2,2,2525.75
2021-10-04 20:34:00-04:00,1261.5,1261.5,1261.5,1261.5,2,1,2523.0
2021-10-04 20:45:00-04:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-10-04 21:33:00-04:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-10-04 21:55:00-04:00,1261.25,1261.25,1261.25,1261.25,3,3,3783.75
2021-10-04 21:57:00-04:00,1261.25,1261.25,1261.25,1261.25,2,2,2522.5
2021-10-04 22:01:00-04:00,1260.75,1260.75,1260.5,1260.5,2,2,2521.25
2021-10-04 22:15:00-04:00,1261.0,1261.0,1261.0,1261.0,2,2,2522.0
2021-10-04 22:31:00-04:00,1260.5,1260.75,1260.5,1260.75,2,2,2521.25
2021-10-04 22:38:00-04:00,1261.25,1261.25,1261.0,1261.25,4,4,5044.5
2021-10-04 22:41:00-04:00,1261.0,1261.25,1261.0,1261.25,2,2,2522.25
2021-10-04 22:43:00-04:00,1261.25,1261.25,1261.25,1261.25,2,1,2522.5
2021-10-04 22:51:00-04:00,1261.5,1261.5,1261.5,1261.5,1,1,1261.5
2021-10-04 23:12:00-04:00,1261.25,1261.25,1261.25,1261.25,1,1,1261.25
2021-10-04 23:13:00-04:00,1261.5,1261.5,1261.5,1261.5,1,1,1261.5
2021-10-04 23:29:00-04:00,1261.5,1261.5,1261.5,1261.5,2,2,2523.0
2021-10-04 23:30:00-04:00,1261.75,1262.5,1261.75,1262.5,2,2,2524.25
2021-10-04 23:41:00-04:00,1262.5,1262.5,1262.5,1262.5,1,1,1262.5
2021-10-04 23:43:00-04:00,1262.75,1262.75,1262.75,1262.75,10,2,12627.5
2021-10-05 00:54:00-04:00,1262.0,1262.0,1262.0,1262.0,1,1,1262.0
2021-10-05 03:07:00-04:00,1262.5,1262.5,1262.5,1262.5,1,1,1262.5
2021-10-05 03:10:00-04:00,1262.75,1262.75,1262.75,1262.75,1,1,1262.75
2021-10-05 03:11:00-04:00,1263.0,1263.25,1263.0,1263.25,3,3,3789.25
2021-10-05 03:43:00-04:00,1262.5,1262.5,1262.5,1262.5,1,1,1262.5
