,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-05 04:44:00-04:00,1244.5,1244.5,1244.5,1244.5,3,2,3733.5
2021-10-05 05:46:00-04:00,1247.0,1247.25,1247.0,1247.25,3,2,3741.25
2021-10-05 05:48:00-04:00,1247.25,1247.25,1247.25,1247.25,1,1,1247.25
2021-10-05 08:15:00-04:00,1246.25,1246.25,1246.25,1246.25,1,1,1246.25
2021-10-05 08:16:00-04:00,1246.0,1246.0,1246.0,1246.0,2,1,2492.0
2021-10-05 09:45:00-04:00,1252.0,1252.0,1252.0,1252.0,1,1,1252.0
2021-10-05 09:49:00-04:00,1253.75,1254.0,1253.75,1254.0,2,2,2507.75
2021-10-05 10:11:00-04:00,1250.0,1250.0,1250.0,1250.0,2,2,2500.0
2021-10-05 10:12:00-04:00,1249.5,1249.5,1249.5,1249.5,1,1,1249.5
2021-10-05 10:13:00-04:00,1249.75,1250.5,1249.75,1249.75,8,6,10001.0
2021-10-05 10:16:00-04:00,1251.25,1251.25,1251.25,1251.25,6,3,7507.5
2021-10-05 10:17:00-04:00,1253.75,1254.5,1253.75,1253.75,77,36,96588.0
2021-10-05 10:18:00-04:00,1254.0,1254.0,1253.5,1253.5,3,2,3761.5
2021-10-05 10:19:00-04:00,1253.5,1253.5,1253.5,1253.5,1,1,1253.5
2021-10-05 10:32:00-04:00,1253.75,1253.75,1253.75,1253.75,2,2,2507.5
2021-10-05 10:45:00-04:00,1257.25,1257.5,1257.25,1257.5,2,2,2514.75
2021-10-05 11:05:00-04:00,1261.0,1261.0,1261.0,1261.0,1,1,1261.0
2021-10-05 11:08:00-04:00,1259.75,1259.75,1259.75,1259.75,1,1,1259.75
2021-10-05 11:17:00-04:00,1261.25,1261.75,1261.25,1261.75,3,3,3784.75
2021-10-05 11:18:00-04:00,1261.75,1261.75,1261.75,1261.75,1,1,1261.75
2021-10-05 11:19:00-04:00,1262.25,1262.25,1262.25,1262.25,1,1,1262.25
2021-10-05 11:21:00-04:00,1263.0,1263.0,1263.0,1263.0,1,1,1263.0
2021-10-05 11:26:00-04:00,1264.0,1264.0,1264.0,1264.0,1,1,1264.0
2021-10-05 11:27:00-04:00,1263.5,1263.5,1263.5,1263.5,1,1,1263.5
2021-10-05 11:37:00-04:00,1262.5,1262.5,1262.5,1262.5,2,1,2525.0
