,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-11-25 18:49:00-05:00,4678.0,4678.0,4678.0,4678.0,1,1,4678.0
2021-11-25 19:03:00-05:00,4670.5,4670.5,4670.5,4670.5,1,1,4670.5
2021-11-25 19:22:00-05:00,4668.0,4668.0,4668.0,4668.0,1,1,4668.0
2021-11-25 20:39:00-05:00,4658.0,4658.0,4658.0,4658.0,1,1,4658.0
2021-11-25 21:15:00-05:00,4651.0,4651.0,4649.0,4649.0,2,2,9300.0
2021-11-25 22:37:00-05:00,4644.0,4644.0,4644.0,4644.0,1,1,4644.0
2021-11-25 22:44:00-05:00,4641.75,4641.75,4641.75,4641.75,1,1,4641.75
2021-11-26 00:21:00-05:00,4638.0,4638.0,4638.0,4638.0,2,1,9276.0
2021-11-26 01:29:00-05:00,4630.0,4630.0,4629.0,4629.0,2,2,9259.0
2021-11-26 01:31:00-05:00,4628.0,4628.0,4622.0,4622.0,7,7,32375.0
2021-11-26 02:03:00-05:00,4621.0,4621.0,4621.0,4621.0,1,1,4621.0
2021-11-26 02:05:00-05:00,4620.0,4620.0,4618.0,4618.0,3,3,13857.0
2021-11-26 02:06:00-05:00,4617.0,4617.0,4610.0,4610.0,8,8,36908.0
2021-11-26 02:35:00-05:00,4616.75,4616.75,4616.75,4616.75,3,3,13850.25
2021-11-26 02:53:00-05:00,4607.75,4607.75,4607.75,4607.75,1,1,4607.75
2021-11-26 02:56:00-05:00,4604.25,4604.25,4604.25,4604.25,1,1,4604.25
2021-11-26 03:00:00-05:00,4605.25,4605.25,4605.25,4605.25,1,1,4605.25
2021-11-26 03:04:00-05:00,4603.5,4603.5,4600.5,4600.5,3,3,13806.0
2021-11-26 03:21:00-05:00,4595.5,4595.75,4595.5,4595.75,2,2,9191.25
2021-11-26 03:23:00-05:00,4587.0,4587.0,4585.5,4585.5,2,2,9172.5
2021-11-26 03:31:00-05:00,4598.5,4598.5,4598.5,4598.5,1,1,4598.5
2021-11-26 03:41:00-05:00,4593.75,4593.75,4593.75,4593.75,1,1,4593.75
2021-11-26 04:29:00-05:00,4592.25,4592.25,4592.25,4592.25,1,1,4592.25
2021-11-26 04:32:00-05:00,4591.0,4591.0,4590.75,4590.75,2,2,9181.75
2021-11-26 05:52:00-05:00,4590.75,4590.75,4590.75,4590.75,1,1,4590.75
2021-11-26 07:44:00-05:00,4605.0,4605.0,4605.0,4605.0,1,1,4605.0
2021-11-26 07:57:00-05:00,4608.25,4608.25,4608.25,4608.25,1,1,4608.25
2021-11-26 08:43:00-05:00,4604.0,4604.0,4604.0,4604.0,1,1,4604.0
2021-11-26 08:59:00-05:00,4604.0,4604.0,4604.0,4604.0,2,1,9208.0
2021-11-26 09:12:00-05:00,4609.25,4609.25,4609.0,4609.0,2,2,9218.25
2021-11-26 09:21:00-05:00,4609.0,4609.0,4609.0,4609.0,4,2,18436.0
2021-11-26 09:31:00-05:00,4616.75,4616.75,4616.75,4616.75,1,1,4616.75
2021-11-26 09:32:00-05:00,4619.0,4619.0,4619.0,4619.0,1,1,4619.0
2021-11-26 09:37:00-05:00,4622.0,4622.0,4621.75,4621.75,2,2,9243.75
2021-11-26 09:39:00-05:00,4617.25,4617.25,4617.25,4617.25,1,1,4617.25
2021-11-26 09:47:00-05:00,4598.0,4598.0,4598.0,4598.0,1,1,4598.0
2021-11-26 09:51:00-05:00,4601.0,4601.0,4601.0,4601.0,2,1,9202.0
2021-11-26 09:58:00-05:00,4597.75,4597.75,4597.0,4597.0,8,4,36779.0
2021-11-26 10:06:00-05:00,4597.5,4597.5,4597.5,4597.5,1,1,4597.5
2021-11-26 10:13:00-05:00,4588.0,4588.0,4587.0,4587.0,2,2,9175.0
2021-11-26 10:16:00-05:00,4586.0,4586.0,4585.0,4585.0,3,2,13756.0
2021-11-26 10:18:00-05:00,4584.0,4584.0,4580.0,4580.0,6,5,27490.0
2021-11-26 10:29:00-05:00,4598.0,4598.0,4598.0,4598.0,1,1,4598.0
2021-11-26 10:32:00-05:00,4594.25,4594.25,4594.25,4594.25,2,1,9188.5
2021-11-26 10:41:00-05:00,4593.75,4593.75,4593.75,4593.75,1,1,4593.75
2021-11-26 10:42:00-05:00,4597.25,4597.25,4597.25,4597.25,1,1,4597.25
2021-11-26 10:53:00-05:00,4593.75,4593.75,4592.5,4592.5,21,10,96449.75
2021-11-26 11:15:00-05:00,4579.0,4579.0,4579.0,4579.0,2,2,9158.0
2021-11-26 11:16:00-05:00,4578.0,4578.0,4577.0,4577.0,2,2,9155.0
2021-11-26 11:17:00-05:00,4576.0,4576.25,4575.0,4575.0,4,3,18302.25
2021-11-26 11:18:00-05:00,4574.0,4574.0,4574.0,4574.0,1,1,4574.0
2021-11-26 11:19:00-05:00,4573.0,4573.0,4573.0,4573.0,1,1,4573.0
2021-11-26 11:21:00-05:00,4572.0,4572.0,4572.0,4572.0,2,1,9144.0
2021-11-26 11:22:00-05:00,4571.0,4571.0,4571.0,4571.0,1,1,4571.0
2021-11-26 11:32:00-05:00,4577.0,4577.0,4577.0,4577.0,1,1,4577.0
2021-11-26 11:39:00-05:00,4581.0,4581.0,4581.0,4581.0,1,1,4581.0
2021-11-26 11:48:00-05:00,4583.5,4583.5,4583.5,4583.5,1,1,4583.5
2021-11-26 12:10:00-05:00,4589.0,4589.0,4589.0,4589.0,1,1,4589.0
2021-11-26 12:17:00-05:00,4584.25,4584.25,4583.5,4583.5,5,4,22919.0
2021-11-26 12:18:00-05:00,4585.25,4585.25,4584.5,4584.5,14,4,64185.0
2021-11-26 12:39:00-05:00,4603.0,4603.0,4603.0,4603.0,1,1,4603.0
2021-11-26 12:51:00-05:00,4577.0,4577.0,4575.25,4575.25,2,2,9152.25
2021-11-26 12:54:00-05:00,4571.25,4571.25,4567.0,4567.0,10,5,45690.5
2021-11-26 12:57:00-05:00,4582.75,4582.75,4582.75,4582.75,2,1,9165.5
2021-11-26 12:58:00-05:00,4588.0,4588.0,4587.5,4587.5,3,2,13763.5
2021-11-26 13:13:00-05:00,4566.0,4566.0,4565.0,4565.0,3,2,13697.0
2021-11-26 13:14:00-05:00,4564.0,4564.0,4562.5,4562.5,4,3,18252.0
