,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index,ESZ1 Index
,open,high,low,close,volume,num_trds,value
2021-06-24 18:48:00-04:00,4249.75,4249.75,4249.75,4249.75,2,1,8499.5
2021-06-24 18:51:00-04:00,4250.25,4250.25,4250.25,4250.25,2,1,8500.5
2021-06-24 18:53:00-04:00,4250.25,4250.25,4250.25,4250.25,2,1,8500.5
2021-06-24 20:57:00-04:00,4248.5,4248.5,4248.5,4248.5,2,1,8497.0
2021-06-24 21:24:00-04:00,4248.0,4248.0,4248.0,4248.0,1,1,4248.0
2021-06-24 21:28:00-04:00,4248.0,4248.0,4248.0,4248.0,1,1,4248.0
2021-06-24 22:35:00-04:00,4251.25,4251.25,4251.25,4251.25,1,1,4251.25
2021-06-24 22:59:00-04:00,4251.0,4251.0,4251.0,4251.0,2,1,8502.0
2021-06-24 23:37:00-04:00,4252.0,4252.0,4252.0,4252.0,1,1,4252.0
2021-06-25 00:29:00-04:00,4252.25,4252.25,4252.25,4252.25,2,1,8504.5
2021-06-25 00:30:00-04:00,4251.5,4251.5,4251.5,4251.5,1,1,4251.5
2021-06-25 00:31:00-04:00,4251.25,4251.25,4251.25,4251.25,1,1,4251.25
2021-06-25 00:32:00-04:00,4251.25,4251.25,4251.25,4251.25,1,1,4251.25
2021-06-25 00:51:00-04:00,4250.25,4250.25,4250.25,4250.25,1,1,4250.25
2021-06-25 02:25:00-04:00,4248.0,4248.0,4248.0,4248.0,1,1,4248.0
2021-06-25 02:58:00-04:00,4248.0,4248.0,4248.0,4248.0,2,2,8496.0
2021-06-25 02:59:00-04:00,4248.5,4248.5,4248.5,4248.5,1,1,4248.5
2021-06-25 03:01:00-04:00,4247.75,4247.75,4247.75,4247.75,1,1,4247.75
2021-06-25 03:21:00-04:00,4245.0,4245.0,4244.0,4244.0,4,3,16979.0
2021-06-25 04:54:00-04:00,4249.0,4249.0,4249.0,4249.0,5,2,21245.0
2021-06-25 04:55:00-04:00,4249.75,4249.75,4249.75,4249.75,1,1,4249.75
2021-06-25 04:56:00-04:00,4249.25,4249.25,4249.25,4249.25,1,1,4249.25
2021-06-25 04:57:00-04:00,4249.25,4249.25,4249.25,4249.25,1,1,4249.25
2021-06-25 07:24:00-04:00,4251.0,4251.0,4251.0,4251.0,1,1,4251.0
2021-06-25 07:27:00-04:00,4251.5,4252.0,4251.5,4252.0,2,2,8503.5
2021-06-25 07:31:00-04:00,4250.75,4250.75,4250.75,4250.75,1,1,4250.75
2021-06-25 07:35:00-04:00,4250.0,4250.0,4250.0,4250.0,1,1,4250.0
2021-06-25 07:51:00-04:00,4249.5,4249.5,4249.5,4249.5,1,1,4249.5
2021-06-25 07:55:00-04:00,4248.0,4248.0,4248.0,4248.0,1,1,4248.0
2021-06-25 08:01:00-04:00,4249.5,4249.5,4249.5,4249.5,1,1,4249.5
2021-06-25 08:02:00-04:00,4250.0,4250.25,4250.0,4250.25,2,2,8500.25
2021-06-25 08:31:00-04:00,4252.25,4252.5,4252.25,4252.5,4,4,17009.75
2021-06-25 08:32:00-04:00,4254.0,4255.0,4254.0,4255.0,4,2,17018.0
2021-06-25 08:33:00-04:00,4253.75,4253.75,4253.75,4253.75,1,1,4253.75
2021-06-25 08:35:00-04:00,4254.5,4254.75,4254.5,4254.75,5,5,21273.5
2021-06-25 08:36:00-04:00,4255.0,4255.0,4254.25,4254.25,12,8,51059.25
