,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-21 07:14:00-04:00,83.085,83.085,83.085,83.085,1,1,83.085
2021-05-21 10:57:00-04:00,82.97,82.97,82.97,82.97,1,1,82.97
2021-05-21 14:14:00-04:00,82.825,82.825,82.825,82.825,1,1,82.825
