,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy,CDN1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-21 10:15:00-04:00,82.875,82.875,82.875,82.875,5,1,414.375
2021-05-21 13:32:00-04:00,82.725,82.725,82.725,82.725,1,1,82.725
