,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-05-20 18:00:00-04:00,82.925,82.93,82.915,82.93,58,23,4809.52
2021-05-20 18:01:00-04:00,82.93,82.93,82.93,82.93,2,2,165.86
2021-05-20 18:02:00-04:00,82.93,82.93,82.93,82.93,14,3,1161.02
2021-05-20 18:03:00-04:00,82.935,82.94,82.935,82.94,11,3,912.32
2021-05-20 18:04:00-04:00,82.94,82.94,82.94,82.94,2,2,165.88
2021-05-20 18:06:00-04:00,82.94,82.94,82.94,82.94,4,3,331.76
2021-05-20 18:09:00-04:00,82.94,82.94,82.94,82.94,2,1,165.88
2021-05-20 18:10:00-04:00,82.945,82.945,82.94,82.94,2,2,165.885
2021-05-20 18:12:00-04:00,82.94,82.94,82.94,82.94,1,1,82.94
2021-05-20 18:15:00-04:00,82.94,82.94,82.94,82.94,3,3,248.82
2021-05-20 18:17:00-04:00,82.94,82.94,82.935,82.935,12,2,995.225
2021-05-20 18:20:00-04:00,82.935,82.935,82.935,82.935,5,3,414.675
2021-05-20 18:21:00-04:00,82.935,82.935,82.935,82.935,1,1,82.935
2021-05-20 18:22:00-04:00,82.935,82.935,82.935,82.935,2,1,165.87
2021-05-20 18:23:00-04:00,82.93,82.93,82.93,82.93,1,1,82.93
2021-05-20 18:25:00-04:00,82.93,82.93,82.93,82.93,1,1,82.93
2021-05-20 18:27:00-04:00,82.93,82.93,82.93,82.93,1,1,82.93
2021-05-20 18:28:00-04:00,82.925,82.925,82.925,82.925,5,1,414.625
2021-05-20 18:30:00-04:00,82.93,82.93,82.93,82.93,1,1,82.93
2021-05-20 18:31:00-04:00,82.93,82.93,82.93,82.93,1,1,82.93
2021-05-20 18:32:00-04:00,82.94,82.94,82.94,82.94,2,2,165.88
2021-05-20 18:33:00-04:00,82.935,82.935,82.935,82.935,2,1,165.87
2021-05-20 18:36:00-04:00,82.935,82.935,82.935,82.935,2,1,165.87
2021-05-20 18:40:00-04:00,82.935,82.935,82.93,82.935,21,5,1741.6
2021-05-20 18:41:00-04:00,82.93,82.93,82.93,82.93,14,2,1161.02
2021-05-20 18:42:00-04:00,82.925,82.925,82.925,82.925,13,1,1078.025
2021-05-20 18:43:00-04:00,82.92,82.92,82.92,82.92,5,4,414.6
2021-05-20 18:44:00-04:00,82.92,82.92,82.92,82.92,27,5,2238.84
2021-05-20 18:45:00-04:00,82.92,82.92,82.92,82.92,7,3,580.44
2021-05-20 18:46:00-04:00,82.92,82.92,82.92,82.92,1,1,82.92
2021-05-20 18:47:00-04:00,82.92,82.92,82.92,82.92,14,2,1160.88
