,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-16 20:00:00-04:00,1339.5,1339.5,1339.25,1339.25,4,2,5357.5
2021-06-16 20:01:00-04:00,1342.5,1343.5,1341.25,1343.5,4,4,5369.75
2021-06-16 20:02:00-04:00,1343.5,1343.5,1343.5,1343.5,1,1,1343.5
2021-06-16 20:03:00-04:00,1342.5,1342.5,1342.5,1342.5,1,1,1342.5
2021-06-16 20:05:00-04:00,1340.75,1340.75,1340.0,1340.25,4,3,5361.0
2021-06-16 20:06:00-04:00,1341.0,1341.0,1341.0,1341.0,1,1,1341.0
2021-06-16 20:07:00-04:00,1340.0,1340.0,1340.0,1340.0,10,1,13400.0
2021-06-16 20:08:00-04:00,1337.5,1337.5,1336.75,1337.5,10,5,13372.25
2021-06-16 20:09:00-04:00,1336.0,1336.0,1336.0,1336.0,1,1,1336.0
2021-06-16 20:10:00-04:00,1335.5,1335.5,1333.75,1333.75,7,5,9341.0
2021-06-16 20:11:00-04:00,1334.0,1334.0,1334.0,1334.0,1,1,1334.0
2021-06-16 20:12:00-04:00,1332.75,1332.75,1332.0,1332.25,7,6,9326.0
2021-06-16 20:13:00-04:00,1334.0,1335.0,1334.0,1335.0,12,7,16018.0
2021-06-16 20:14:00-04:00,1335.0,1336.0,1335.0,1336.0,17,2,22700.0
2021-06-16 20:15:00-04:00,1335.75,1335.75,1335.75,1335.75,1,1,1335.75
2021-06-16 20:17:00-04:00,1334.0,1334.0,1334.0,1334.0,2,1,2668.0
2021-06-16 20:21:00-04:00,1332.5,1333.25,1332.5,1332.75,3,3,3998.5
2021-06-16 20:23:00-04:00,1333.25,1333.25,1332.25,1332.25,4,2,5332.0
2021-06-16 20:25:00-04:00,1333.25,1333.25,1333.25,1333.25,1,1,1333.25
2021-06-16 20:28:00-04:00,1333.5,1333.5,1333.5,1333.5,1,1,1333.5
2021-06-16 20:35:00-04:00,1333.5,1333.5,1333.5,1333.5,6,1,8001.0
2021-06-16 20:40:00-04:00,1332.25,1332.25,1332.25,1332.25,1,1,1332.25
2021-06-16 20:42:00-04:00,1334.5,1334.5,1334.5,1334.5,1,1,1334.5
2021-06-16 20:46:00-04:00,1334.25,1334.25,1334.25,1334.25,2,1,2668.5
2021-06-16 20:47:00-04:00,1334.75,1334.75,1334.75,1334.75,2,1,2669.5
2021-06-16 20:53:00-04:00,1334.5,1334.5,1334.5,1334.5,2,1,2669.0
2021-06-16 20:54:00-04:00,1335.75,1335.75,1335.75,1335.75,2,2,2671.5
2021-06-16 20:59:00-04:00,1336.0,1336.0,1336.0,1336.0,1,1,1336.0
2021-06-16 21:01:00-04:00,1335.75,1335.75,1335.75,1335.75,1,1,1335.75
2021-06-16 21:07:00-04:00,1334.0,1334.0,1334.0,1334.0,2,2,2668.0
2021-06-16 21:11:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
2021-06-16 21:13:00-04:00,1337.25,1337.25,1337.25,1337.25,1,1,1337.25
2021-06-16 21:16:00-04:00,1337.5,1338.0,1337.5,1338.0,3,3,4013.25
2021-06-16 21:17:00-04:00,1337.25,1337.25,1337.25,1337.25,1,1,1337.25
2021-06-16 21:22:00-04:00,1339.5,1339.5,1339.5,1339.5,2,2,2679.0
2021-06-16 21:24:00-04:00,1339.25,1339.25,1339.25,1339.25,1,1,1339.25
2021-06-16 21:26:00-04:00,1338.75,1338.75,1338.75,1338.75,3,3,4016.25
2021-06-16 21:33:00-04:00,1340.25,1340.25,1340.25,1340.25,1,1,1340.25
2021-06-16 21:35:00-04:00,1341.0,1341.0,1341.0,1341.0,5,1,6705.0
2021-06-16 21:42:00-04:00,1340.0,1340.0,1339.75,1339.75,3,3,4019.75
2021-06-16 21:57:00-04:00,1339.0,1339.0,1339.0,1339.0,7,1,9373.0
2021-06-16 22:08:00-04:00,1341.0,1341.0,1341.0,1341.0,1,1,1341.0
2021-06-16 22:32:00-04:00,1340.5,1340.5,1340.5,1340.5,1,1,1340.5
2021-06-16 22:33:00-04:00,1340.0,1340.0,1339.75,1339.75,10,3,13398.25
2021-06-16 22:37:00-04:00,1339.25,1339.25,1339.25,1339.25,1,1,1339.25
2021-06-16 22:54:00-04:00,1342.0,1342.0,1342.0,1342.0,2,1,2684.0
2021-06-16 22:56:00-04:00,1341.75,1341.75,1341.75,1341.75,1,1,1341.75
2021-06-16 23:02:00-04:00,1341.75,1341.75,1341.75,1341.75,1,1,1341.75
2021-06-16 23:07:00-04:00,1341.25,1341.25,1341.25,1341.25,1,1,1341.25
2021-06-16 23:08:00-04:00,1341.0,1341.0,1341.0,1341.0,10,2,13410.0
2021-06-16 23:10:00-04:00,1341.0,1341.0,1341.0,1341.0,1,1,1341.0
2021-06-16 23:13:00-04:00,1340.0,1340.0,1340.0,1340.0,1,1,1340.0
2021-06-16 23:16:00-04:00,1339.5,1339.5,1339.5,1339.5,2,2,2679.0
2021-06-16 23:42:00-04:00,1339.0,1339.0,1339.0,1339.0,1,1,1339.0
2021-06-17 00:09:00-04:00,1340.5,1340.5,1340.5,1340.5,1,1,1340.5
2021-06-17 00:30:00-04:00,1340.5,1340.5,1340.5,1340.5,3,2,4021.5
2021-06-17 00:33:00-04:00,1340.5,1340.5,1340.5,1340.5,2,1,2681.0
2021-06-17 00:49:00-04:00,1341.5,1341.5,1341.5,1341.5,1,1,1341.5
2021-06-17 01:06:00-04:00,1341.0,1341.0,1341.0,1341.0,1,1,1341.0
2021-06-17 01:17:00-04:00,1342.0,1342.0,1342.0,1342.0,1,1,1342.0
2021-06-17 01:18:00-04:00,1342.5,1343.0,1342.5,1343.0,4,3,5371.0
2021-06-17 01:20:00-04:00,1342.5,1342.5,1342.5,1342.5,1,1,1342.5
2021-06-17 01:25:00-04:00,1341.75,1341.75,1341.75,1341.75,1,1,1341.75
2021-06-17 01:29:00-04:00,1340.5,1340.5,1340.25,1340.25,5,2,6702.0
2021-06-17 01:37:00-04:00,1342.0,1342.0,1342.0,1342.0,1,1,1342.0
