,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-16 20:00:00-04:00,1443.0,1445.0,1441.0,1444.5,463,172,668269.0
2021-06-16 20:01:00-04:00,1444.5,1447.0,1444.25,1447.0,115,61,166258.5
2021-06-16 20:02:00-04:00,1447.25,1448.0,1445.75,1446.25,74,35,107084.25
2021-06-16 20:03:00-04:00,1446.0,1447.0,1445.75,1447.0,21,7,30366.25
2021-06-16 20:04:00-04:00,1446.5,1446.5,1445.5,1445.5,16,10,23137.0
2021-06-16 20:05:00-04:00,1445.5,1445.5,1443.5,1443.75,52,28,75111.75
2021-06-16 20:06:00-04:00,1444.25,1444.25,1443.75,1443.75,72,23,103955.5
2021-06-16 20:07:00-04:00,1443.5,1443.5,1442.25,1442.25,82,34,118316.5
2021-06-16 20:08:00-04:00,1442.5,1442.5,1440.5,1441.25,271,96,390576.0
2021-06-16 20:09:00-04:00,1441.25,1441.5,1440.0,1440.5,73,31,105169.75
2021-06-16 20:10:00-04:00,1440.75,1440.75,1437.75,1438.5,169,77,243226.75
2021-06-16 20:11:00-04:00,1438.25,1439.0,1438.0,1438.0,60,28,86309.25
2021-06-16 20:12:00-04:00,1437.75,1437.75,1436.5,1437.0,55,28,79030.75
2021-06-16 20:13:00-04:00,1437.25,1440.5,1437.25,1440.25,92,50,132383.75
2021-06-16 20:14:00-04:00,1439.75,1440.75,1439.0,1439.0,41,22,59052.5
2021-06-16 20:15:00-04:00,1439.25,1440.0,1439.0,1439.0,15,11,21595.25
2021-06-16 20:16:00-04:00,1439.0,1439.5,1438.75,1438.75,18,11,25905.5
2021-06-16 20:17:00-04:00,1439.0,1439.5,1438.75,1438.75,11,9,15829.5
2021-06-16 20:18:00-04:00,1438.5,1439.25,1438.0,1438.0,37,19,53224.5
2021-06-16 20:19:00-04:00,1438.0,1438.75,1437.25,1437.5,33,19,47454.0
2021-06-16 20:20:00-04:00,1437.75,1438.0,1437.25,1437.75,23,17,33065.0
2021-06-16 20:21:00-04:00,1437.5,1438.0,1437.0,1437.0,35,23,50314.75
2021-06-16 20:22:00-04:00,1436.75,1437.5,1436.5,1436.75,23,15,33048.75
2021-06-16 20:23:00-04:00,1437.0,1437.75,1436.25,1436.75,31,15,44538.75
2021-06-16 20:24:00-04:00,1436.25,1436.75,1435.75,1436.0,34,15,48832.0
2021-06-16 20:25:00-04:00,1436.25,1438.0,1436.0,1438.0,77,37,110662.0
2021-06-16 20:26:00-04:00,1438.0,1439.25,1437.75,1438.0,124,23,178315.5
2021-06-16 20:27:00-04:00,1437.5,1438.25,1437.25,1438.25,28,8,40252.75
2021-06-16 20:28:00-04:00,1438.25,1438.25,1437.0,1437.0,2,2,2875.25
