,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty,S N1 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-06 20:00:00-04:00,1599.75,1613.0,1599.5,1612.0,2305,635,3700758.75
2021-06-06 20:01:00-04:00,1612.25,1614.0,1610.5,1611.25,509,243,820598.25
2021-06-06 20:02:00-04:00,1611.25,1616.0,1610.5,1616.0,293,102,472586.0
2021-06-06 20:03:00-04:00,1615.5,1619.5,1615.25,1617.75,464,188,750816.0
2021-06-06 20:04:00-04:00,1617.75,1618.75,1616.75,1618.25,278,102,449647.25
2021-06-06 20:05:00-04:00,1618.0,1619.25,1617.75,1619.25,223,86,360934.5
2021-06-06 20:06:00-04:00,1619.5,1623.5,1619.0,1622.5,339,150,549620.5
2021-06-06 20:07:00-04:00,1622.75,1623.0,1619.75,1621.25,393,111,637277.25
2021-06-06 20:08:00-04:00,1621.25,1621.5,1618.75,1620.0,204,82,330508.5
2021-06-06 20:09:00-04:00,1619.75,1620.25,1619.0,1619.0,101,74,163579.25
2021-06-06 20:10:00-04:00,1619.0,1619.0,1618.0,1618.25,245,128,396512.25
2021-06-06 20:11:00-04:00,1618.5,1618.5,1615.75,1616.75,203,108,328313.25
2021-06-06 20:12:00-04:00,1616.75,1616.75,1613.25,1613.5,343,90,553764.25
2021-06-06 20:13:00-04:00,1613.5,1614.5,1613.25,1613.5,108,49,174288.75
2021-06-06 20:14:00-04:00,1614.25,1614.5,1612.75,1612.75,181,39,292015.0
2021-06-06 20:15:00-04:00,1612.5,1613.25,1610.5,1612.5,260,57,418981.75
2021-06-06 20:16:00-04:00,1612.25,1612.25,1611.25,1611.5,40,24,64473.5
2021-06-06 20:17:00-04:00,1611.0,1612.0,1611.0,1612.0,35,25,56402.5
2021-06-06 20:18:00-04:00,1611.5,1613.5,1611.5,1612.0,118,48,190271.25
2021-06-06 20:19:00-04:00,1611.75,1612.25,1611.25,1611.5,103,40,166001.0
2021-06-06 20:20:00-04:00,1611.25,1611.25,1608.75,1609.75,304,70,489352.0
2021-06-06 20:21:00-04:00,1609.75,1610.25,1609.5,1610.25,42,23,67616.0
2021-06-06 20:22:00-04:00,1609.5,1609.75,1608.75,1608.75,68,28,109438.5
2021-06-06 20:23:00-04:00,1609.0,1609.75,1608.75,1609.5,81,34,130360.75
2021-06-06 20:24:00-04:00,1609.25,1610.25,1609.25,1610.0,141,51,226999.5
2021-06-06 20:25:00-04:00,1609.75,1610.75,1609.25,1610.25,61,30,98221.5
