,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty,S H22 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-06 20:00:00-04:00,1418.75,1433.75,1418.5,1432.75,132,94,188285.5
2021-06-06 20:01:00-04:00,1432.75,1435.25,1432.25,1433.25,87,78,124726.25
2021-06-06 20:02:00-04:00,1433.25,1437.5,1432.25,1437.5,16,16,22947.75
2021-06-06 20:03:00-04:00,1437.0,1441.5,1437.0,1440.0,32,30,46074.5
2021-06-06 20:04:00-04:00,1440.0,1440.25,1439.25,1440.25,21,21,30236.5
2021-06-06 20:05:00-04:00,1441.0,1442.25,1441.0,1442.25,23,22,33155.75
2021-06-06 20:06:00-04:00,1443.25,1445.25,1443.25,1445.0,18,18,25999.75
2021-06-06 20:07:00-04:00,1445.5,1445.5,1442.5,1443.25,6,6,8664.25
2021-06-06 20:08:00-04:00,1443.25,1443.25,1441.25,1441.25,2,2,2884.5
2021-06-06 20:09:00-04:00,1441.75,1442.0,1441.5,1441.5,5,5,7208.75
2021-06-06 20:10:00-04:00,1440.0,1440.0,1438.75,1438.75,4,4,5757.75
2021-06-06 20:11:00-04:00,1439.5,1439.5,1437.25,1437.25,9,9,12944.75
2021-06-06 20:12:00-04:00,1437.5,1437.5,1434.75,1435.5,18,17,25847.5
2021-06-06 20:13:00-04:00,1435.75,1435.75,1435.0,1435.0,10,10,14353.0
2021-06-06 20:14:00-04:00,1436.25,1436.25,1434.75,1434.75,2,2,2871.0
2021-06-06 20:15:00-04:00,1434.5,1434.75,1433.0,1433.5,8,8,11468.5
2021-06-06 20:17:00-04:00,1433.0,1433.25,1433.0,1433.0,6,6,8598.25
2021-06-06 20:18:00-04:00,1433.25,1434.25,1433.0,1434.25,8,8,11468.75
2021-06-06 20:20:00-04:00,1432.75,1432.75,1432.0,1432.5,8,5,11459.75
2021-06-06 20:21:00-04:00,1432.75,1432.75,1432.25,1432.5,52,24,74477.75
2021-06-06 20:24:00-04:00,1433.0,1433.0,1433.0,1433.0,1,1,1433.0
2021-06-06 20:25:00-04:00,1434.5,1434.5,1434.5,1434.5,1,1,1434.5
2021-06-06 20:26:00-04:00,1433.75,1433.75,1433.75,1433.75,1,1,1433.75
2021-06-06 20:29:00-04:00,1436.5,1436.5,1436.25,1436.25,7,3,10054.5
2021-06-06 20:37:00-04:00,1435.5,1435.5,1435.5,1435.5,1,1,1435.5
2021-06-06 20:38:00-04:00,1435.5,1435.75,1435.5,1435.75,3,3,4307.0
2021-06-06 20:47:00-04:00,1437.0,1437.0,1437.0,1437.0,2,2,2874.0
