,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-19 20:00:00-04:00,1258.0,1258.0,1256.75,1256.75,13,5,16342.5
2021-10-19 21:19:00-04:00,1260.0,1260.0,1260.0,1260.0,3,2,3780.0
2021-10-19 21:49:00-04:00,1259.75,1259.75,1259.75,1259.75,2,1,2519.5
2021-10-19 22:01:00-04:00,1259.25,1259.25,1259.25,1259.25,1,1,1259.25
2021-10-19 22:07:00-04:00,1259.5,1259.5,1259.5,1259.5,1,1,1259.5
2021-10-19 23:07:00-04:00,1261.5,1261.5,1261.5,1261.5,1,1,1261.5
2021-10-20 00:16:00-04:00,1262.25,1262.25,1262.25,1262.25,2,1,2524.5
2021-10-20 00:37:00-04:00,1262.25,1262.25,1262.25,1262.25,1,1,1262.25
2021-10-20 01:33:00-04:00,1261.5,1261.5,1261.5,1261.5,2,1,2523.0
2021-10-20 01:38:00-04:00,1262.75,1262.75,1262.75,1262.75,4,2,5051.0
2021-10-20 01:42:00-04:00,1263.0,1263.0,1263.0,1263.0,44,3,55572.0
2021-10-20 01:50:00-04:00,1263.25,1263.25,1263.25,1263.25,2,1,2526.5
2021-10-20 01:58:00-04:00,1264.0,1264.0,1264.0,1264.0,2,1,2528.0
2021-10-20 02:05:00-04:00,1264.25,1264.25,1264.25,1264.25,1,1,1264.25
2021-10-20 02:07:00-04:00,1264.5,1264.5,1264.5,1264.5,2,1,2529.0
2021-10-20 02:12:00-04:00,1264.25,1264.25,1264.25,1264.25,2,2,2528.5
2021-10-20 02:34:00-04:00,1265.0,1265.0,1265.0,1265.0,5,1,6325.0
2021-10-20 02:47:00-04:00,1265.75,1265.75,1265.75,1265.75,1,1,1265.75
2021-10-20 02:50:00-04:00,1266.25,1266.25,1266.25,1266.25,1,1,1266.25
2021-10-20 03:15:00-04:00,1265.75,1265.75,1265.75,1265.75,1,1,1265.75
2021-10-20 03:28:00-04:00,1267.0,1267.0,1267.0,1267.0,1,1,1267.0
2021-10-20 03:37:00-04:00,1267.5,1267.5,1267.5,1267.5,3,2,3802.5
2021-10-20 04:03:00-04:00,1267.5,1267.5,1267.5,1267.5,9,4,11407.5
2021-10-20 04:04:00-04:00,1267.75,1267.75,1267.75,1267.75,1,1,1267.75
2021-10-20 04:08:00-04:00,1268.0,1268.0,1268.0,1268.0,1,1,1268.0
2021-10-20 04:29:00-04:00,1268.5,1268.5,1268.5,1268.5,1,1,1268.5
2021-10-20 04:33:00-04:00,1268.5,1268.5,1268.5,1268.5,1,1,1268.5
2021-10-20 05:11:00-04:00,1269.0,1269.0,1269.0,1269.0,2,1,2538.0
2021-10-20 05:14:00-04:00,1269.25,1269.25,1269.25,1269.25,1,1,1269.25
2021-10-20 05:18:00-04:00,1268.75,1268.75,1268.75,1268.75,2,1,2537.5
2021-10-20 05:19:00-04:00,1268.25,1268.25,1268.25,1268.25,1,1,1268.25
2021-10-20 05:23:00-04:00,1268.75,1268.75,1268.75,1268.75,3,2,3806.25
2021-10-20 05:45:00-04:00,1269.0,1269.0,1269.0,1269.0,2,1,2538.0
2021-10-20 05:58:00-04:00,1270.0,1270.0,1270.0,1270.0,10,8,12700.0
2021-10-20 06:15:00-04:00,1268.5,1268.5,1268.25,1268.25,4,2,5073.75
2021-10-20 06:22:00-04:00,1268.75,1268.75,1268.75,1268.75,1,1,1268.75
2021-10-20 06:52:00-04:00,1269.0,1269.0,1269.0,1269.0,2,1,2538.0
2021-10-20 06:57:00-04:00,1269.25,1269.25,1269.25,1269.25,1,1,1269.25
2021-10-20 06:59:00-04:00,1269.25,1269.5,1269.25,1269.5,3,2,3808.0
2021-10-20 07:00:00-04:00,1269.25,1269.25,1269.25,1269.25,2,1,2538.5
2021-10-20 07:03:00-04:00,1269.25,1269.25,1269.25,1269.25,2,2,2538.5
2021-10-20 07:24:00-04:00,1269.75,1269.75,1269.75,1269.75,1,1,1269.75
2021-10-20 07:48:00-04:00,1270.0,1270.0,1270.0,1270.0,1,1,1270.0
2021-10-20 07:52:00-04:00,1270.25,1270.25,1270.25,1270.25,1,1,1270.25
2021-10-20 07:53:00-04:00,1270.25,1270.25,1270.25,1270.25,1,1,1270.25
2021-10-20 07:59:00-04:00,1270.25,1270.25,1270.25,1270.25,1,1,1270.25
2021-10-20 08:05:00-04:00,1271.0,1271.0,1271.0,1271.0,4,3,5084.0
2021-10-20 08:07:00-04:00,1270.25,1270.25,1270.25,1270.25,2,1,2540.5
2021-10-20 08:08:00-04:00,1270.75,1270.75,1270.75,1270.75,1,1,1270.75
2021-10-20 08:09:00-04:00,1270.5,1270.5,1270.5,1270.5,2,2,2541.0
2021-10-20 08:12:00-04:00,1269.75,1269.75,1269.75,1269.75,2,1,2539.5
