,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-19 20:00:00-04:00,1237.0,1237.0,1234.0,1235.75,151,67,186530.75
2021-10-19 20:01:00-04:00,1235.75,1235.75,1235.25,1235.75,5,3,6177.75
2021-10-19 20:02:00-04:00,1235.5,1235.5,1235.5,1235.5,2,1,2471.0
2021-10-19 20:03:00-04:00,1235.5,1235.5,1235.5,1235.5,1,1,1235.5
2021-10-19 20:04:00-04:00,1235.75,1235.75,1235.75,1235.75,1,1,1235.75
2021-10-19 20:05:00-04:00,1235.25,1235.75,1235.25,1235.25,5,4,6177.0
2021-10-19 20:06:00-04:00,1235.0,1235.0,1234.5,1234.75,14,6,17287.25
2021-10-19 20:07:00-04:00,1235.0,1235.5,1235.0,1235.5,6,5,7411.75
2021-10-19 20:08:00-04:00,1235.75,1235.75,1235.5,1235.75,28,9,34600.5
2021-10-19 20:09:00-04:00,1235.75,1235.75,1235.75,1235.75,2,2,2471.5
2021-10-19 20:10:00-04:00,1235.5,1235.75,1235.5,1235.5,12,5,14827.25
2021-10-19 20:11:00-04:00,1235.5,1236.0,1235.25,1236.0,22,10,27184.75
2021-10-19 20:12:00-04:00,1235.75,1235.75,1235.5,1235.5,6,3,7414.25
2021-10-19 20:13:00-04:00,1235.75,1235.75,1235.75,1235.75,3,3,3707.25
2021-10-19 20:14:00-04:00,1235.75,1235.75,1235.75,1235.75,3,3,3707.25
2021-10-19 20:15:00-04:00,1236.0,1236.0,1236.0,1236.0,1,1,1236.0
2021-10-19 20:17:00-04:00,1236.0,1236.0,1235.75,1235.75,7,3,8651.5
2021-10-19 20:18:00-04:00,1235.75,1235.75,1235.75,1235.75,1,1,1235.75
2021-10-19 20:20:00-04:00,1235.75,1235.75,1235.5,1235.5,6,4,7413.5
2021-10-19 20:21:00-04:00,1235.25,1235.75,1235.25,1235.5,14,3,17298.75
2021-10-19 20:22:00-04:00,1235.5,1235.5,1235.5,1235.5,2,1,2471.0
2021-10-19 20:24:00-04:00,1235.5,1235.75,1235.5,1235.75,2,2,2471.25
2021-10-19 20:26:00-04:00,1236.0,1236.25,1236.0,1236.25,34,5,42024.5
2021-10-19 20:27:00-04:00,1236.5,1236.75,1236.5,1236.75,6,5,7419.75
2021-10-19 20:28:00-04:00,1236.75,1237.0,1236.75,1237.0,3,2,3710.5
2021-10-19 20:29:00-04:00,1237.0,1237.0,1236.75,1236.75,19,8,23499.5
2021-10-19 20:30:00-04:00,1236.75,1236.75,1236.5,1236.5,4,3,4946.75
2021-10-19 20:32:00-04:00,1236.5,1236.5,1236.5,1236.5,1,1,1236.5
2021-10-19 20:33:00-04:00,1236.25,1236.5,1236.25,1236.5,2,2,2472.75
2021-10-19 20:34:00-04:00,1236.25,1236.25,1236.0,1236.0,13,6,16068.75
2021-10-19 20:35:00-04:00,1236.25,1236.25,1236.25,1236.25,1,1,1236.25
2021-10-19 20:38:00-04:00,1236.5,1236.5,1236.5,1236.5,1,1,1236.5
2021-10-19 20:39:00-04:00,1236.5,1236.75,1236.5,1236.5,15,6,18550.25
2021-10-19 20:44:00-04:00,1236.75,1236.75,1236.75,1236.75,5,2,6183.75
2021-10-19 20:45:00-04:00,1236.5,1236.5,1236.5,1236.5,2,1,2473.0
2021-10-19 20:46:00-04:00,1236.25,1236.5,1236.25,1236.5,7,4,8654.25
2021-10-19 20:47:00-04:00,1236.5,1236.5,1236.5,1236.5,10,3,12365.0
2021-10-19 20:51:00-04:00,1236.5,1236.5,1236.5,1236.5,5,3,6182.5
2021-10-19 20:53:00-04:00,1236.25,1236.25,1235.75,1235.75,11,6,13595.75
2021-10-19 20:54:00-04:00,1236.25,1236.5,1236.25,1236.5,3,3,3709.0
2021-10-19 20:56:00-04:00,1236.5,1236.5,1236.5,1236.5,1,1,1236.5
2021-10-19 21:00:00-04:00,1236.25,1236.25,1235.25,1235.5,42,20,51901.75
2021-10-19 21:01:00-04:00,1235.25,1235.25,1235.25,1235.25,14,3,17293.5
2021-10-19 21:02:00-04:00,1235.5,1235.5,1235.5,1235.5,3,2,3706.5
2021-10-19 21:03:00-04:00,1235.25,1235.75,1235.25,1235.5,7,5,8648.5
2021-10-19 21:04:00-04:00,1235.75,1235.75,1235.75,1235.75,2,2,2471.5
2021-10-19 21:05:00-04:00,1236.0,1236.0,1236.0,1236.0,4,4,4944.0
2021-10-19 21:06:00-04:00,1236.0,1236.5,1236.0,1236.5,2,2,2472.5
