,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty,S Q1 Comdty
,open,high,low,close,volume,num_trds,value
2021-05-10 20:00:00-04:00,1526.5,1526.5,1524.0,1525.0,11,10,16778.25
2021-05-10 20:01:00-04:00,1525.0,1526.5,1524.5,1526.5,36,22,54916.75
2021-05-10 20:02:00-04:00,1526.75,1527.75,1526.25,1526.25,38,22,58020.25
2021-05-10 20:03:00-04:00,1523.75,1523.75,1523.75,1523.75,1,1,1523.75
2021-05-10 20:04:00-04:00,1525.25,1525.5,1525.25,1525.5,2,2,3050.75
2021-05-10 20:05:00-04:00,1525.25,1525.25,1525.25,1525.25,2,1,3050.5
2021-05-10 20:06:00-04:00,1525.5,1525.75,1524.5,1524.5,6,4,9152.25
2021-05-10 20:07:00-04:00,1526.75,1526.75,1526.75,1526.75,1,1,1526.75
2021-05-10 20:08:00-04:00,1526.25,1526.25,1526.25,1526.25,1,1,1526.25
2021-05-10 20:10:00-04:00,1528.75,1529.25,1528.75,1529.25,3,2,4587.25
2021-05-10 20:11:00-04:00,1529.0,1529.0,1529.0,1529.0,2,2,3058.0
2021-05-10 20:18:00-04:00,1529.0,1529.0,1529.0,1529.0,1,1,1529.0
2021-05-10 20:26:00-04:00,1525.5,1525.5,1525.5,1525.5,2,1,3051.0
2021-05-10 20:35:00-04:00,1525.25,1525.25,1525.25,1525.25,1,1,1525.25
2021-05-10 20:37:00-04:00,1525.5,1525.5,1524.25,1524.25,5,4,7625.5
2021-05-10 20:39:00-04:00,1524.5,1524.5,1524.5,1524.5,1,1,1524.5
2021-05-10 20:41:00-04:00,1524.25,1524.25,1524.25,1524.25,1,1,1524.25
2021-05-10 20:46:00-04:00,1523.0,1523.0,1522.75,1522.75,5,3,7614.75
2021-05-10 20:50:00-04:00,1523.25,1523.25,1523.25,1523.25,1,1,1523.25
2021-05-10 20:52:00-04:00,1522.25,1522.5,1521.75,1521.75,8,7,12177.25
2021-05-10 20:53:00-04:00,1521.25,1521.75,1521.25,1521.75,3,3,4564.75
2021-05-10 20:54:00-04:00,1521.0,1521.0,1519.75,1520.0,7,5,10641.0
2021-05-10 20:56:00-04:00,1520.25,1520.25,1519.75,1519.75,3,3,4559.75
2021-05-10 20:58:00-04:00,1519.0,1519.0,1518.75,1518.75,6,3,9112.75
2021-05-10 20:59:00-04:00,1519.0,1519.0,1518.75,1518.75,2,2,3037.75
2021-05-10 21:00:00-04:00,1518.5,1518.5,1513.75,1515.0,32,28,48503.5
2021-05-10 21:01:00-04:00,1513.5,1515.25,1512.0,1514.5,47,30,71126.0
2021-05-10 21:02:00-04:00,1515.0,1516.75,1515.0,1516.0,5,4,7581.25
2021-05-10 21:03:00-04:00,1515.5,1515.5,1514.75,1515.25,9,6,13634.0
2021-05-10 21:05:00-04:00,1514.75,1514.75,1514.75,1514.75,1,1,1514.75
2021-05-10 21:06:00-04:00,1516.25,1516.25,1515.75,1516.0,5,4,7580.0
2021-05-10 21:07:00-04:00,1517.0,1517.75,1517.0,1517.75,5,3,7587.25
2021-05-10 21:08:00-04:00,1516.75,1516.75,1515.75,1515.75,10,5,15160.0
2021-05-10 21:09:00-04:00,1515.25,1516.0,1515.25,1515.25,10,9,15153.25
2021-05-10 21:10:00-04:00,1515.75,1515.75,1515.75,1515.75,1,1,1515.75
2021-05-10 21:15:00-04:00,1517.75,1518.25,1517.75,1518.25,3,2,4554.25
2021-05-10 21:17:00-04:00,1518.75,1519.5,1518.75,1519.5,3,2,4557.75
2021-05-10 21:18:00-04:00,1520.5,1520.5,1520.5,1520.5,2,2,3041.0
2021-05-10 21:21:00-04:00,1521.25,1521.25,1521.25,1521.25,1,1,1521.25
2021-05-10 21:22:00-04:00,1522.5,1522.5,1522.5,1522.5,1,1,1522.5
2021-05-10 21:24:00-04:00,1522.25,1522.25,1522.25,1522.25,1,1,1522.25
2021-05-10 21:26:00-04:00,1521.5,1521.75,1521.5,1521.75,2,2,3043.25
2021-05-10 21:27:00-04:00,1520.5,1520.5,1520.25,1520.25,2,2,3040.75
2021-05-10 21:32:00-04:00,1521.0,1521.0,1521.0,1521.0,1,1,1521.0
2021-05-10 21:37:00-04:00,1520.25,1520.25,1520.25,1520.25,1,1,1520.25
2021-05-10 21:43:00-04:00,1520.25,1520.25,1520.0,1520.0,2,2,3040.25
2021-05-10 22:02:00-04:00,1518.5,1518.5,1518.5,1518.5,1,1,1518.5
2021-05-10 22:03:00-04:00,1518.25,1519.25,1518.0,1519.25,6,6,9111.75
2021-05-10 22:04:00-04:00,1518.5,1518.75,1518.25,1518.75,3,3,4555.5
2021-05-10 22:08:00-04:00,1518.5,1518.5,1518.5,1518.5,1,1,1518.5
2021-05-10 22:12:00-04:00,1519.0,1520.5,1519.0,1520.5,4,4,6079.5
2021-05-10 22:13:00-04:00,1520.5,1520.5,1520.5,1520.5,2,2,3041.0
2021-05-10 22:17:00-04:00,1519.75,1519.75,1519.75,1519.75,1,1,1519.75
2021-05-10 22:18:00-04:00,1519.25,1519.25,1519.25,1519.25,1,1,1519.25
2021-05-10 22:19:00-04:00,1519.5,1519.5,1519.5,1519.5,1,1,1519.5
2021-05-10 22:23:00-04:00,1519.75,1519.75,1519.25,1519.25,7,4,10636.25
2021-05-10 22:24:00-04:00,1519.5,1519.5,1519.5,1519.5,2,2,3039.0
2021-05-10 22:25:00-04:00,1519.5,1519.5,1519.5,1519.5,2,1,3039.0
2021-05-10 22:29:00-04:00,1519.5,1519.5,1519.5,1519.5,2,2,3039.0
2021-05-10 22:31:00-04:00,1519.25,1519.25,1518.75,1519.0,12,8,18227.75
2021-05-10 22:32:00-04:00,1518.75,1519.0,1518.75,1519.0,2,2,3037.75
2021-05-10 22:34:00-04:00,1519.0,1519.0,1519.0,1519.0,3,2,4557.0
2021-05-10 22:39:00-04:00,1519.0,1519.25,1519.0,1519.25,5,4,7595.75
2021-05-10 22:42:00-04:00,1519.25,1519.25,1519.0,1519.25,3,3,4557.5
2021-05-10 22:43:00-04:00,1518.25,1518.25,1518.25,1518.25,1,1,1518.25
2021-05-10 22:46:00-04:00,1520.5,1520.5,1520.5,1520.5,1,1,1520.5
2021-05-10 22:59:00-04:00,1519.75,1519.75,1519.75,1519.75,1,1,1519.75
2021-05-10 23:04:00-04:00,1521.0,1521.0,1521.0,1521.0,2,2,3042.0
2021-05-10 23:06:00-04:00,1522.0,1522.0,1522.0,1522.0,2,2,3044.0
2021-05-10 23:09:00-04:00,1522.0,1522.0,1522.0,1522.0,1,1,1522.0
2021-05-10 23:11:00-04:00,1521.5,1521.5,1521.5,1521.5,1,1,1521.5
2021-05-10 23:12:00-04:00,1521.25,1521.25,1521.25,1521.25,1,1,1521.25
2021-05-10 23:14:00-04:00,1522.25,1522.25,1522.25,1522.25,2,2,3044.5
2021-05-10 23:17:00-04:00,1523.0,1523.25,1523.0,1523.25,2,2,3046.25
2021-05-10 23:18:00-04:00,1523.75,1523.75,1523.75,1523.75,2,1,3047.5
2021-05-10 23:23:00-04:00,1523.75,1523.75,1523.25,1523.25,3,2,4570.75
2021-05-10 23:25:00-04:00,1524.0,1524.0,1524.0,1524.0,2,2,3048.0
2021-05-10 23:29:00-04:00,1524.25,1524.25,1524.25,1524.25,1,1,1524.25
2021-05-10 23:46:00-04:00,1521.5,1521.5,1521.25,1521.25,3,3,4564.25
2021-05-10 23:47:00-04:00,1521.75,1521.75,1521.75,1521.75,1,1,1521.75
2021-05-10 23:50:00-04:00,1521.5,1521.5,1521.5,1521.5,1,1,1521.5
2021-05-11 00:06:00-04:00,1520.0,1520.0,1520.0,1520.0,1,1,1520.0
2021-05-11 00:28:00-04:00,1520.0,1520.0,1520.0,1520.0,2,1,3040.0
2021-05-11 00:33:00-04:00,1519.5,1519.5,1519.5,1519.5,1,1,1519.5
2021-05-11 00:35:00-04:00,1519.5,1519.5,1519.5,1519.5,2,2,3039.0
2021-05-11 00:40:00-04:00,1520.5,1520.5,1520.5,1520.5,1,1,1520.5
2021-05-11 00:44:00-04:00,1520.5,1520.75,1520.5,1520.75,2,2,3041.25
2021-05-11 00:46:00-04:00,1520.25,1520.25,1520.25,1520.25,1,1,1520.25
2021-05-11 00:49:00-04:00,1520.0,1520.0,1520.0,1520.0,1,1,1520.0
2021-05-11 00:50:00-04:00,1519.75,1519.75,1519.75,1519.75,1,1,1519.75
2021-05-11 00:56:00-04:00,1519.25,1519.25,1519.25,1519.25,3,2,4557.75
2021-05-11 00:57:00-04:00,1519.0,1519.25,1519.0,1519.25,3,3,4557.25
2021-05-11 01:06:00-04:00,1520.25,1520.25,1520.25,1520.25,1,1,1520.25
2021-05-11 01:30:00-04:00,1521.0,1522.25,1520.75,1522.25,16,14,24343.5
2021-05-11 01:53:00-04:00,1524.25,1524.25,1524.25,1524.25,3,1,4572.75
2021-05-11 01:56:00-04:00,1524.75,1524.75,1524.75,1524.75,1,1,1524.75
2021-05-11 01:57:00-04:00,1525.5,1525.5,1525.5,1525.5,1,1,1525.5
2021-05-11 01:59:00-04:00,1524.75,1525.0,1524.5,1525.0,5,5,7623.5
