,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-30 18:00:00-04:00,78.85,78.85,78.84,78.85,13,6,1025.02
2021-09-30 18:01:00-04:00,78.85,78.85,78.85,78.85,1,1,78.85
2021-09-30 18:02:00-04:00,78.86,78.86,78.86,78.86,2,1,157.72
2021-09-30 18:05:00-04:00,78.86,78.86,78.86,78.86,5,1,394.3
2021-09-30 20:51:00-04:00,78.76,78.76,78.75,78.75,3,3,236.27
2021-09-30 21:02:00-04:00,78.7,78.7,78.7,78.7,1,1,78.7
2021-09-30 23:25:00-04:00,78.68,78.68,78.68,78.68,3,1,236.04
2021-10-01 00:12:00-04:00,78.64,78.65,78.64,78.65,7,3,550.505
2021-10-01 00:19:00-04:00,78.655,78.655,78.655,78.655,1,1,78.655
2021-10-01 01:59:00-04:00,78.64,78.64,78.64,78.64,1,1,78.64
2021-10-01 02:00:00-04:00,78.64,78.67,78.64,78.665,9,5,707.93
2021-10-01 02:04:00-04:00,78.67,78.67,78.67,78.67,2,2,157.34
2021-10-01 02:05:00-04:00,78.665,78.665,78.665,78.665,1,1,78.665
2021-10-01 02:06:00-04:00,78.665,78.67,78.66,78.67,3,3,235.995
2021-10-01 02:09:00-04:00,78.65,78.65,78.65,78.65,1,1,78.65
2021-10-01 02:12:00-04:00,78.625,78.625,78.62,78.62,2,2,157.245
2021-10-01 02:13:00-04:00,78.615,78.615,78.615,78.615,1,1,78.615
2021-10-01 02:49:00-04:00,78.54,78.545,78.54,78.545,4,2,314.17
2021-10-01 02:50:00-04:00,78.545,78.545,78.545,78.545,2,1,157.09
2021-10-01 02:51:00-04:00,78.535,78.535,78.535,78.535,1,1,78.535
2021-10-01 02:52:00-04:00,78.545,78.545,78.545,78.545,2,1,157.09
2021-10-01 02:53:00-04:00,78.54,78.54,78.53,78.53,4,2,314.14
2021-10-01 02:55:00-04:00,78.495,78.5,78.495,78.5,4,2,313.99
2021-10-01 02:56:00-04:00,78.515,78.515,78.515,78.515,2,1,157.03
2021-10-01 03:27:00-04:00,78.585,78.585,78.585,78.585,1,1,78.585
2021-10-01 03:28:00-04:00,78.585,78.585,78.585,78.585,1,1,78.585
2021-10-01 03:59:00-04:00,78.58,78.58,78.575,78.575,2,2,157.155
2021-10-01 04:45:00-04:00,78.715,78.715,78.71,78.71,2,2,157.425
2021-10-01 04:54:00-04:00,78.725,78.725,78.72,78.72,2,2,157.445
2021-10-01 05:02:00-04:00,78.75,78.75,78.75,78.75,1,1,78.75
2021-10-01 05:05:00-04:00,78.765,78.765,78.755,78.755,8,3,630.085
2021-10-01 05:17:00-04:00,78.78,78.78,78.765,78.765,2,2,157.545
2021-10-01 06:40:00-04:00,78.74,78.74,78.74,78.74,1,1,78.74
2021-10-01 06:41:00-04:00,78.725,78.725,78.725,78.725,1,1,78.725
2021-10-01 06:58:00-04:00,78.68,78.68,78.68,78.68,2,2,157.36
2021-10-01 07:12:00-04:00,78.815,78.815,78.81,78.81,2,2,157.625
2021-10-01 07:13:00-04:00,78.85,78.85,78.85,78.85,1,1,78.85
2021-10-01 07:17:00-04:00,78.85,78.85,78.85,78.85,1,1,78.85
2021-10-01 07:37:00-04:00,78.965,78.965,78.965,78.965,3,1,236.895
2021-10-01 07:42:00-04:00,79.0,79.0,79.0,79.0,1,1,79.0
2021-10-01 07:51:00-04:00,78.97,78.975,78.97,78.975,2,2,157.945
2021-10-01 07:57:00-04:00,78.955,78.955,78.955,78.955,1,1,78.955
2021-10-01 07:58:00-04:00,78.955,78.965,78.955,78.965,3,3,236.88
2021-10-01 08:03:00-04:00,78.955,78.955,78.955,78.955,2,1,157.91
2021-10-01 08:07:00-04:00,78.935,78.94,78.935,78.94,2,2,157.875
2021-10-01 08:37:00-04:00,78.8,78.8,78.8,78.8,1,1,78.8
2021-10-01 09:21:00-04:00,78.955,78.955,78.955,78.955,2,2,157.91
2021-10-01 09:45:00-04:00,78.905,78.91,78.905,78.91,3,2,236.72
2021-10-01 10:03:00-04:00,78.92,78.92,78.92,78.92,2,2,157.84
2021-10-01 10:18:00-04:00,79.005,79.025,79.005,79.025,2,2,158.03
2021-10-01 10:23:00-04:00,79.0,79.0,79.0,79.0,1,1,79.0
2021-10-01 12:12:00-04:00,78.995,78.995,78.995,78.995,33,10,2606.835
2021-10-01 13:01:00-04:00,79.08,79.08,79.08,79.08,1,1,79.08
2021-10-01 13:20:00-04:00,79.105,79.105,79.105,79.105,1,1,79.105
2021-10-01 13:44:00-04:00,79.11,79.11,79.11,79.11,2,2,158.22
2021-10-01 13:45:00-04:00,79.13,79.135,79.13,79.135,4,2,316.53
2021-10-01 13:47:00-04:00,79.14,79.14,79.14,79.14,5,1,395.7
2021-10-01 14:30:00-04:00,79.185,79.185,79.185,79.185,1,1,79.185
2021-10-01 14:38:00-04:00,79.19,79.19,79.185,79.185,3,3,237.565
2021-10-01 14:57:00-04:00,79.135,79.135,79.135,79.135,3,3,237.405
2021-10-01 14:58:00-04:00,79.125,79.125,79.125,79.125,1,1,79.125
2021-10-01 14:59:00-04:00,79.125,79.125,79.125,79.125,1,1,79.125
2021-10-01 15:16:00-04:00,79.17,79.17,79.17,79.17,3,2,237.51
2021-10-01 15:17:00-04:00,79.145,79.145,79.145,79.145,2,2,158.29
2021-10-01 15:50:00-04:00,79.12,79.12,79.12,79.12,4,2,316.48
