,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index,ESM22 Index
,open,high,low,close,volume,num_trds,value
2021-09-27 18:48:00-04:00,4409.5,4409.5,4409.5,4409.5,3,1,13228.5
2021-09-27 19:08:00-04:00,4409.75,4409.75,4409.75,4409.75,3,1,13229.25
2021-09-27 20:38:00-04:00,4405.0,4405.0,4405.0,4405.0,1,1,4405.0
2021-09-28 02:57:00-04:00,4402.0,4402.0,4402.0,4402.0,1,1,4402.0
2021-09-28 03:18:00-04:00,4398.0,4398.0,4398.0,4398.0,1,1,4398.0
2021-09-28 03:20:00-04:00,4394.0,4394.0,4394.0,4394.0,1,1,4394.0
2021-09-28 03:26:00-04:00,4390.0,4390.0,4390.0,4390.0,1,1,4390.0
2021-09-28 03:47:00-04:00,4386.0,4386.0,4386.0,4386.0,1,1,4386.0
2021-09-28 04:10:00-04:00,4382.0,4382.0,4382.0,4382.0,1,1,4382.0
2021-09-28 05:55:00-04:00,4378.0,4378.0,4378.0,4378.0,1,1,4378.0
2021-09-28 07:12:00-04:00,4374.75,4374.75,4374.75,4374.75,3,1,13124.25
2021-09-28 07:35:00-04:00,4375.5,4375.5,4375.5,4375.5,15,2,65632.5
2021-09-28 09:46:00-04:00,4367.75,4367.75,4367.75,4367.75,1,1,4367.75
2021-09-28 09:50:00-04:00,4365.75,4365.75,4365.75,4365.75,15,1,65486.25
2021-09-28 10:20:00-04:00,4340.0,4340.0,4340.0,4340.0,2,1,8680.0
2021-09-28 10:21:00-04:00,4339.0,4339.0,4339.0,4339.0,2,1,8678.0
2021-09-28 10:35:00-04:00,4338.0,4338.0,4338.0,4338.0,2,1,8676.0
2021-09-28 10:37:00-04:00,4350.0,4350.0,4350.0,4350.0,1,1,4350.0
2021-09-28 10:50:00-04:00,4345.0,4345.0,4345.0,4345.0,1,1,4345.0
2021-09-28 11:05:00-04:00,4337.0,4337.0,4337.0,4337.0,2,1,8674.0
2021-09-28 11:08:00-04:00,4336.0,4336.0,4335.0,4335.0,4,2,17342.0
2021-09-28 11:09:00-04:00,4334.0,4334.0,4334.0,4334.0,2,1,8668.0
2021-09-28 11:13:00-04:00,4333.0,4333.0,4333.0,4333.0,2,1,8666.0
2021-09-28 11:14:00-04:00,4332.0,4332.0,4332.0,4332.0,2,1,8664.0
2021-09-28 11:15:00-04:00,4331.0,4331.0,4331.0,4331.0,2,1,8662.0
2021-09-28 11:16:00-04:00,4330.0,4330.0,4329.0,4329.0,4,2,17318.0
2021-09-28 11:17:00-04:00,4328.0,4328.0,4327.0,4327.25,5,3,21637.25
2021-09-28 12:05:00-04:00,4326.0,4326.0,4325.0,4325.0,4,2,17302.0
2021-09-28 12:42:00-04:00,4324.0,4324.0,4324.0,4324.0,2,2,8648.0
2021-09-28 12:44:00-04:00,4323.0,4323.0,4323.0,4323.0,2,1,8646.0
2021-09-28 12:45:00-04:00,4322.0,4322.0,4322.0,4322.0,2,1,8644.0
2021-09-28 12:49:00-04:00,4321.0,4321.0,4321.0,4321.0,2,1,8642.0
2021-09-28 12:50:00-04:00,4320.0,4320.0,4320.0,4320.0,2,2,8640.0
2021-09-28 13:02:00-04:00,4319.0,4319.0,4318.0,4318.0,4,2,17274.0
2021-09-28 13:05:00-04:00,4320.5,4320.5,4320.5,4320.5,2,1,8641.0
2021-09-28 14:38:00-04:00,4334.25,4334.25,4334.25,4334.25,1,1,4334.25
2021-09-28 15:08:00-04:00,4352.0,4352.0,4352.0,4352.0,1,1,4352.0
2021-09-28 15:29:00-04:00,4337.0,4337.0,4337.0,4337.0,1,1,4337.0
2021-09-28 15:46:00-04:00,4331.0,4331.0,4331.0,4331.0,2,1,8662.0
2021-09-28 15:51:00-04:00,4328.0,4328.0,4328.0,4328.0,2,1,8656.0
