,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-20 20:01:00-04:00,78.07,78.07,78.07,78.07,2,2,156.14
2021-09-21 02:37:00-04:00,78.45,78.45,78.45,78.45,1,1,78.45
2021-09-21 02:42:00-04:00,78.445,78.445,78.445,78.445,1,1,78.445
2021-09-21 04:15:00-04:00,78.435,78.435,78.435,78.435,1,1,78.435
2021-09-21 06:41:00-04:00,78.365,78.37,78.365,78.37,4,2,313.475
2021-09-21 07:06:00-04:00,78.32,78.32,78.32,78.32,1,1,78.32
2021-09-21 08:14:00-04:00,78.3,78.3,78.3,78.3,1,1,78.3
2021-09-21 09:10:00-04:00,78.17,78.17,78.17,78.17,1,1,78.17
2021-09-21 09:30:00-04:00,78.17,78.17,78.17,78.17,1,1,78.17
2021-09-21 09:45:00-04:00,78.17,78.17,78.17,78.17,10,1,781.7
2021-09-21 10:00:00-04:00,78.115,78.115,78.115,78.115,1,1,78.115
2021-09-21 10:02:00-04:00,78.12,78.12,78.12,78.12,1,1,78.12
2021-09-21 10:04:00-04:00,78.1,78.1,78.1,78.1,1,1,78.1
2021-09-21 10:09:00-04:00,77.95,77.95,77.95,77.95,1,1,77.95
2021-09-21 10:18:00-04:00,77.92,77.92,77.92,77.92,1,1,77.92
2021-09-21 10:21:00-04:00,77.89,77.89,77.89,77.89,1,1,77.89
2021-09-21 11:29:00-04:00,78.04,78.04,78.04,78.04,20,5,1560.8
2021-09-21 11:30:00-04:00,78.035,78.035,78.035,78.035,2,1,156.07
2021-09-21 11:42:00-04:00,78.095,78.095,78.095,78.095,1,1,78.095
2021-09-21 11:43:00-04:00,78.1,78.1,78.095,78.095,2,2,156.195
2021-09-21 12:01:00-04:00,78.19,78.19,78.19,78.19,40,4,3127.6
2021-09-21 12:07:00-04:00,78.19,78.19,78.19,78.19,1,1,78.19
2021-09-21 12:39:00-04:00,78.18,78.18,78.18,78.18,3,2,234.54
2021-09-21 12:41:00-04:00,78.18,78.18,78.18,78.18,1,1,78.18
2021-09-21 13:49:00-04:00,78.045,78.045,78.045,78.045,15,3,1170.675
