,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy,CDV1 Curncy
,open,high,low,close,volume,num_trds,value
2021-09-20 18:18:00-04:00,78.045,78.05,78.045,78.05,3,2,234.145
2021-09-20 20:27:00-04:00,78.11,78.11,78.11,78.11,1,1,78.11
2021-09-20 21:33:00-04:00,78.105,78.105,78.105,78.105,1,1,78.105
2021-09-20 23:22:00-04:00,78.165,78.17,78.165,78.17,2,2,156.335
2021-09-20 23:30:00-04:00,78.19,78.19,78.19,78.19,1,1,78.19
2021-09-21 09:23:00-04:00,78.155,78.155,78.155,78.155,1,1,78.155
2021-09-21 10:00:00-04:00,78.11,78.11,78.11,78.11,1,1,78.11
2021-09-21 10:30:00-04:00,77.875,77.875,77.875,77.875,2,1,155.75
2021-09-21 10:36:00-04:00,77.915,77.915,77.915,77.915,2,1,155.83
2021-09-21 11:01:00-04:00,77.89,77.89,77.89,77.89,1,1,77.89
2021-09-21 12:03:00-04:00,78.225,78.225,78.225,78.225,1,1,78.225
2021-09-21 13:45:00-04:00,78.06,78.06,78.06,78.06,2,1,156.12
2021-09-21 14:29:00-04:00,78.02,78.02,78.02,78.02,1,1,78.02
2021-09-21 14:30:00-04:00,78.02,78.02,78.02,78.02,1,1,78.02
