,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty,S U22 Comdty
,open,high,low,close,volume,num_trds,value
2021-10-21 20:01:00-04:00,1236.75,1236.75,1236.75,1236.75,1,1,1236.75
2021-10-22 03:36:00-04:00,1240.0,1240.0,1240.0,1240.0,1,1,1240.0
2021-10-22 03:40:00-04:00,1238.5,1238.5,1238.5,1238.5,1,1,1238.5
2021-10-22 08:07:00-04:00,1238.5,1238.5,1238.5,1238.5,1,1,1238.5
2021-10-22 09:35:00-04:00,1239.0,1239.0,1239.0,1239.0,3,2,3717.0
2021-10-22 09:56:00-04:00,1236.75,1236.75,1236.75,1236.75,4,1,4947.0
2021-10-22 10:12:00-04:00,1235.0,1235.0,1235.0,1235.0,1,1,1235.0
2021-10-22 10:53:00-04:00,1232.75,1232.75,1232.75,1232.75,1,1,1232.75
2021-10-22 10:56:00-04:00,1232.75,1232.75,1232.75,1232.75,1,1,1232.75
2021-10-22 11:08:00-04:00,1232.75,1232.75,1232.75,1232.75,1,1,1232.75
2021-10-22 11:12:00-04:00,1232.25,1232.25,1232.25,1232.25,1,1,1232.25
2021-10-22 11:23:00-04:00,1230.25,1230.25,1230.25,1230.25,1,1,1230.25
2021-10-22 11:36:00-04:00,1229.5,1229.5,1229.5,1229.5,2,2,2459.0
2021-10-22 11:37:00-04:00,1229.25,1229.5,1229.25,1229.5,3,2,3688.25
2021-10-22 11:39:00-04:00,1229.75,1229.75,1229.75,1229.75,1,1,1229.75
2021-10-22 11:40:00-04:00,1230.0,1230.25,1230.0,1230.25,2,2,2460.25
2021-10-22 11:41:00-04:00,1230.0,1230.0,1229.75,1229.75,3,3,3689.75
2021-10-22 12:16:00-04:00,1231.75,1231.75,1231.75,1231.75,2,1,2463.5
2021-10-22 12:17:00-04:00,1231.25,1231.25,1231.25,1231.25,1,1,1231.25
2021-10-22 13:09:00-04:00,1230.75,1230.75,1230.75,1230.75,1,1,1230.75
2021-10-22 13:18:00-04:00,1232.0,1232.0,1232.0,1232.0,1,1,1232.0
