,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty,S F22 Comdty
,open,high,low,close,volume,num_trds,value
2021-06-09 20:00:00-04:00,1448.5,1451.25,1448.5,1451.25,12,8,17408.25
2021-06-09 20:01:00-04:00,1454.75,1455.0,1454.75,1455.0,3,2,4364.75
2021-06-09 20:05:00-04:00,1451.0,1451.0,1451.0,1451.0,1,1,1451.0
2021-06-09 20:06:00-04:00,1450.5,1450.5,1450.5,1450.5,1,1,1450.5
2021-06-09 20:10:00-04:00,1451.25,1451.25,1451.25,1451.25,1,1,1451.25
2021-06-09 20:16:00-04:00,1450.5,1450.5,1450.5,1450.5,1,1,1450.5
2021-06-09 20:44:00-04:00,1450.0,1450.0,1450.0,1450.0,1,1,1450.0
2021-06-09 21:23:00-04:00,1448.5,1448.5,1448.5,1448.5,1,1,1448.5
2021-06-09 21:34:00-04:00,1450.0,1450.0,1450.0,1450.0,3,2,4350.0
2021-06-09 22:57:00-04:00,1454.5,1454.5,1454.5,1454.5,1,1,1454.5
2021-06-10 00:36:00-04:00,1453.0,1453.0,1453.0,1453.0,1,1,1453.0
2021-06-10 00:37:00-04:00,1452.75,1452.75,1452.75,1452.75,1,1,1452.75
2021-06-10 00:38:00-04:00,1453.25,1453.25,1453.25,1453.25,1,1,1453.25
2021-06-10 00:39:00-04:00,1453.25,1453.25,1453.25,1453.25,1,1,1453.25
2021-06-10 00:40:00-04:00,1453.75,1453.75,1453.75,1453.75,1,1,1453.75
2021-06-10 00:41:00-04:00,1454.25,1454.25,1454.25,1454.25,1,1,1454.25
2021-06-10 01:03:00-04:00,1453.5,1453.5,1453.5,1453.5,2,1,2907.0
2021-06-10 01:05:00-04:00,1453.75,1453.75,1453.75,1453.75,1,1,1453.75
2021-06-10 02:12:00-04:00,1456.5,1456.5,1456.5,1456.5,1,1,1456.5
2021-06-10 02:28:00-04:00,1458.0,1458.0,1458.0,1458.0,6,2,8748.0
2021-06-10 02:36:00-04:00,1457.5,1457.5,1457.5,1457.5,1,1,1457.5
2021-06-10 02:37:00-04:00,1457.25,1457.25,1457.25,1457.25,2,1,2914.5
2021-06-10 02:38:00-04:00,1456.75,1456.75,1456.75,1456.75,3,2,4370.25
2021-06-10 02:47:00-04:00,1459.5,1459.5,1459.5,1459.5,1,1,1459.5
2021-06-10 03:26:00-04:00,1460.0,1460.0,1460.0,1460.0,1,1,1460.0
2021-06-10 03:28:00-04:00,1460.75,1460.75,1460.75,1460.75,1,1,1460.75
2021-06-10 03:30:00-04:00,1460.5,1460.5,1460.5,1460.5,1,1,1460.5
2021-06-10 03:33:00-04:00,1460.25,1460.25,1460.25,1460.25,2,2,2920.5
2021-06-10 03:57:00-04:00,1458.0,1458.0,1458.0,1458.0,1,1,1458.0
2021-06-10 03:58:00-04:00,1458.0,1458.0,1458.0,1458.0,1,1,1458.0
2021-06-10 04:03:00-04:00,1458.5,1458.5,1458.5,1458.5,1,1,1458.5
2021-06-10 04:54:00-04:00,1460.5,1460.5,1460.5,1460.5,1,1,1460.5
2021-06-10 05:41:00-04:00,1458.0,1458.0,1458.0,1458.0,2,1,2916.0
2021-06-10 05:45:00-04:00,1455.5,1455.5,1455.5,1455.5,1,1,1455.5
2021-06-10 05:51:00-04:00,1457.25,1457.25,1457.25,1457.25,2,1,2914.5
2021-06-10 05:55:00-04:00,1458.5,1458.5,1458.5,1458.5,1,1,1458.5
2021-06-10 05:59:00-04:00,1459.5,1459.5,1459.5,1459.5,1,1,1459.5
2021-06-10 06:00:00-04:00,1459.5,1459.5,1459.5,1459.5,1,1,1459.5
2021-06-10 06:26:00-04:00,1458.5,1458.5,1458.25,1458.25,9,9,13125.25
2021-06-10 06:30:00-04:00,1457.5,1457.5,1457.5,1457.5,1,1,1457.5
2021-06-10 06:47:00-04:00,1455.0,1455.0,1455.0,1455.0,1,1,1455.0
2021-06-10 07:00:00-04:00,1453.5,1453.5,1453.5,1453.5,2,2,2907.0
2021-06-10 07:34:00-04:00,1455.75,1455.75,1455.75,1455.75,1,1,1455.75
2021-06-10 07:41:00-04:00,1454.5,1454.5,1454.5,1454.5,1,1,1454.5
2021-06-10 07:42:00-04:00,1454.25,1454.25,1454.25,1454.25,1,1,1454.25
2021-06-10 08:02:00-04:00,1455.25,1455.5,1455.25,1455.5,4,2,5821.5
2021-06-10 08:11:00-04:00,1458.25,1459.25,1458.25,1459.25,16,4,23340.25
2021-06-10 08:15:00-04:00,1458.75,1458.75,1458.75,1458.75,1,1,1458.75
2021-06-10 08:18:00-04:00,1457.75,1457.75,1457.75,1457.75,1,1,1457.75
2021-06-10 08:25:00-04:00,1458.5,1458.5,1458.5,1458.5,1,1,1458.5
2021-06-10 08:29:00-04:00,1458.25,1458.25,1458.25,1458.25,1,1,1458.25
2021-06-10 08:34:00-04:00,1458.5,1458.5,1458.5,1458.5,1,1,1458.5
2021-06-10 08:37:00-04:00,1459.25,1459.25,1459.25,1459.25,1,1,1459.25
2021-06-10 08:39:00-04:00,1461.0,1461.0,1461.0,1461.0,1,1,1461.0
2021-06-10 08:40:00-04:00,1461.25,1461.25,1461.25,1461.25,2,2,2922.5
2021-06-10 08:41:00-04:00,1461.5,1461.5,1461.5,1461.5,1,1,1461.5
2021-06-10 08:43:00-04:00,1461.5,1461.5,1461.5,1461.5,1,1,1461.5
2021-06-10 08:44:00-04:00,1461.75,1462.25,1461.75,1462.25,4,3,5847.75
2021-06-10 09:29:00-04:00,1460.0,1460.0,1460.0,1460.0,6,1,8760.0
2021-06-10 09:30:00-04:00,1460.5,1462.5,1457.5,1461.0,41,31,59850.25
2021-06-10 09:31:00-04:00,1459.25,1459.75,1457.25,1459.75,18,16,26248.0
2021-06-10 09:32:00-04:00,1458.75,1458.75,1457.5,1458.25,16,8,23325.5
2021-06-10 09:33:00-04:00,1459.25,1460.75,1458.0,1458.0,14,13,20436.75
2021-06-10 09:34:00-04:00,1457.5,1460.5,1457.5,1460.5,7,7,10210.5
2021-06-10 09:35:00-04:00,1460.75,1460.75,1459.25,1459.25,2,2,2920.0
2021-06-10 09:36:00-04:00,1459.25,1460.75,1459.25,1460.75,5,4,7299.0
2021-06-10 09:37:00-04:00,1461.25,1462.75,1461.25,1462.75,3,3,4386.5
2021-06-10 09:38:00-04:00,1461.75,1462.25,1461.75,1462.25,2,2,2924.0
2021-06-10 09:39:00-04:00,1461.5,1461.5,1459.25,1459.25,6,5,8762.25
2021-06-10 09:40:00-04:00,1460.75,1460.75,1458.75,1458.75,16,11,23355.5
2021-06-10 09:41:00-04:00,1459.0,1459.0,1458.0,1458.5,8,6,11669.25
2021-06-10 09:42:00-04:00,1460.0,1460.25,1458.5,1458.5,6,4,8757.75
2021-06-10 09:43:00-04:00,1458.0,1458.0,1458.0,1458.0,2,1,2916.0
2021-06-10 09:44:00-04:00,1457.75,1460.0,1457.75,1460.0,8,5,11673.0
2021-06-10 09:45:00-04:00,1459.25,1459.25,1459.25,1459.25,6,3,8755.5
2021-06-10 09:46:00-04:00,1460.0,1460.5,1459.25,1459.25,10,8,14597.75
2021-06-10 09:47:00-04:00,1459.75,1459.75,1459.0,1459.0,3,3,4377.75
2021-06-10 09:48:00-04:00,1461.25,1461.25,1461.25,1461.25,3,2,4383.75
2021-06-10 09:49:00-04:00,1462.75,1462.75,1461.5,1462.0,46,13,67256.25
2021-06-10 09:50:00-04:00,1462.0,1463.0,1461.25,1461.25,19,15,27783.25
2021-06-10 09:51:00-04:00,1463.0,1463.0,1463.0,1463.0,1,1,1463.0
2021-06-10 09:52:00-04:00,1463.75,1463.75,1463.25,1463.25,4,3,5853.5
2021-06-10 09:53:00-04:00,1463.75,1463.75,1463.75,1463.75,1,1,1463.75
2021-06-10 09:54:00-04:00,1465.0,1465.25,1465.0,1465.0,8,3,11720.25
