,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-09-12 20:00:00-04:00,1312.25,1314.5,1312.25,1314.5,2,2,2626.75
2021-09-12 20:01:00-04:00,1313.75,1313.75,1313.75,1313.75,1,1,1313.75
2021-09-12 20:04:00-04:00,1312.75,1312.75,1312.75,1312.75,1,1,1312.75
2021-09-12 20:05:00-04:00,1310.75,1310.75,1310.75,1310.75,3,1,3932.25
2021-09-12 20:09:00-04:00,1312.25,1312.25,1312.25,1312.25,2,2,2624.5
2021-09-12 20:12:00-04:00,1312.75,1312.75,1312.75,1312.75,2,2,2625.5
2021-09-12 20:14:00-04:00,1313.25,1313.25,1313.25,1313.25,1,1,1313.25
2021-09-12 20:15:00-04:00,1313.5,1314.25,1313.5,1314.25,5,5,6568.75
2021-09-12 20:22:00-04:00,1313.25,1313.25,1313.25,1313.25,1,1,1313.25
2021-09-12 21:00:00-04:00,1311.25,1311.25,1311.25,1311.25,1,1,1311.25
2021-09-12 21:03:00-04:00,1315.0,1315.0,1315.0,1315.0,8,2,10520.0
2021-09-12 21:05:00-04:00,1315.0,1315.0,1315.0,1315.0,7,4,9205.0
2021-09-12 21:30:00-04:00,1313.5,1314.0,1313.5,1314.0,10,3,13138.75
2021-09-13 00:31:00-04:00,1308.75,1308.75,1308.75,1308.75,6,6,7852.5
2021-09-13 00:32:00-04:00,1309.0,1309.0,1309.0,1309.0,1,1,1309.0
2021-09-13 00:34:00-04:00,1309.0,1309.0,1309.0,1309.0,1,1,1309.0
2021-09-13 00:37:00-04:00,1309.0,1309.0,1309.0,1309.0,1,1,1309.0
2021-09-13 00:42:00-04:00,1309.0,1309.0,1309.0,1309.0,1,1,1309.0
2021-09-13 01:31:00-04:00,1307.75,1307.75,1307.75,1307.75,2,1,2615.5
2021-09-13 02:15:00-04:00,1309.25,1309.25,1309.25,1309.25,2,1,2618.5
2021-09-13 06:59:00-04:00,1306.25,1306.25,1306.25,1306.25,1,1,1306.25
2021-09-13 07:11:00-04:00,1305.0,1305.0,1305.0,1305.0,1,1,1305.0
2021-09-13 07:14:00-04:00,1304.0,1304.0,1304.0,1304.0,1,1,1304.0
2021-09-13 07:17:00-04:00,1304.75,1304.75,1304.75,1304.75,1,1,1304.75
2021-09-13 07:29:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-13 07:44:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-09-13 08:01:00-04:00,1304.5,1304.5,1304.5,1304.5,2,2,2609.0
2021-09-13 08:28:00-04:00,1303.25,1303.25,1303.0,1303.0,8,3,10424.5
2021-09-13 09:30:00-04:00,1305.25,1305.5,1301.25,1303.25,9,5,11740.5
2021-09-13 09:31:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-13 09:32:00-04:00,1305.75,1306.5,1305.75,1306.5,4,4,5224.25
2021-09-13 09:33:00-04:00,1305.75,1305.75,1305.5,1305.5,10,3,13057.0
2021-09-13 09:35:00-04:00,1306.25,1306.25,1306.25,1306.25,1,1,1306.25
2021-09-13 09:36:00-04:00,1307.5,1307.5,1306.25,1306.25,3,2,3920.0
2021-09-13 09:41:00-04:00,1304.75,1304.75,1304.5,1304.5,2,2,2609.25
2021-09-13 09:47:00-04:00,1305.5,1305.5,1305.5,1305.5,1,1,1305.5
2021-09-13 09:49:00-04:00,1304.25,1304.25,1304.0,1304.0,3,3,3912.25
2021-09-13 09:50:00-04:00,1305.25,1305.25,1305.25,1305.25,1,1,1305.25
2021-09-13 09:51:00-04:00,1304.5,1304.5,1304.25,1304.25,2,2,2608.75
2021-09-13 09:53:00-04:00,1303.75,1303.75,1303.75,1303.75,1,1,1303.75
2021-09-13 09:55:00-04:00,1304.25,1304.25,1304.25,1304.25,3,1,3912.75
2021-09-13 09:57:00-04:00,1304.25,1304.25,1304.25,1304.25,15,13,19563.75
2021-09-13 10:00:00-04:00,1306.0,1306.0,1305.25,1305.25,2,2,2611.25
2021-09-13 10:01:00-04:00,1305.0,1305.0,1305.0,1305.0,2,1,2610.0
2021-09-13 10:07:00-04:00,1304.25,1304.25,1304.25,1304.25,1,1,1304.25
2021-09-13 10:08:00-04:00,1304.0,1304.0,1304.0,1304.0,2,1,2608.0
2021-09-13 10:11:00-04:00,1306.0,1306.0,1306.0,1306.0,1,1,1306.0
2021-09-13 10:14:00-04:00,1304.75,1304.75,1304.75,1304.75,1,1,1304.75
2021-09-13 10:15:00-04:00,1304.75,1305.0,1304.75,1305.0,2,2,2609.75
2021-09-13 10:21:00-04:00,1303.5,1303.5,1303.5,1303.5,1,1,1303.5
2021-09-13 10:30:00-04:00,1303.75,1303.75,1302.25,1302.5,4,4,5211.5
2021-09-13 10:31:00-04:00,1303.0,1303.0,1303.0,1303.0,1,1,1303.0
2021-09-13 10:34:00-04:00,1305.75,1305.75,1305.75,1305.75,1,1,1305.75
2021-09-13 10:36:00-04:00,1305.5,1305.5,1305.25,1305.25,2,2,2610.75
2021-09-13 10:37:00-04:00,1305.0,1305.25,1305.0,1305.0,3,3,3915.25
2021-09-13 10:39:00-04:00,1307.25,1307.25,1307.25,1307.25,2,1,2614.5
2021-09-13 10:40:00-04:00,1305.75,1306.75,1305.75,1306.75,4,3,5225.0
2021-09-13 10:45:00-04:00,1307.5,1308.0,1307.5,1307.5,5,4,6538.75
2021-09-13 10:47:00-04:00,1306.25,1306.25,1306.25,1306.25,3,1,3918.75
2021-09-13 10:50:00-04:00,1307.0,1307.0,1307.0,1307.0,2,1,2614.0
2021-09-13 10:55:00-04:00,1306.75,1306.75,1306.5,1306.5,2,2,2613.25
2021-09-13 10:57:00-04:00,1308.0,1308.0,1308.0,1308.0,2,1,2616.0
2021-09-13 10:58:00-04:00,1307.75,1307.75,1307.75,1307.75,2,2,2615.5
2021-09-13 11:03:00-04:00,1305.5,1305.5,1305.5,1305.5,1,1,1305.5
2021-09-13 11:05:00-04:00,1305.75,1305.75,1305.5,1305.5,2,2,2611.25
2021-09-13 11:08:00-04:00,1307.5,1307.5,1307.5,1307.5,1,1,1307.5
2021-09-13 11:10:00-04:00,1306.75,1306.75,1306.5,1306.5,2,2,2613.25
2021-09-13 11:15:00-04:00,1305.5,1305.5,1305.25,1305.25,2,2,2610.75
2021-09-13 11:17:00-04:00,1306.0,1306.0,1305.75,1305.75,4,2,5223.25
2021-09-13 11:24:00-04:00,1306.5,1306.5,1306.5,1306.5,1,1,1306.5
2021-09-13 11:25:00-04:00,1307.5,1307.5,1307.5,1307.5,1,1,1307.5
2021-09-13 11:29:00-04:00,1309.75,1309.75,1309.75,1309.75,3,2,3929.25
2021-09-13 11:30:00-04:00,1309.25,1309.25,1308.75,1308.75,4,4,5236.0
2021-09-13 11:35:00-04:00,1309.25,1309.25,1309.25,1309.25,2,2,2618.5
2021-09-13 11:40:00-04:00,1311.0,1311.0,1310.75,1310.75,2,2,2621.75
2021-09-13 11:43:00-04:00,1309.75,1309.75,1309.75,1309.75,1,1,1309.75
2021-09-13 11:50:00-04:00,1307.5,1307.5,1307.25,1307.25,2,2,2614.75
2021-09-13 11:52:00-04:00,1307.0,1307.0,1307.0,1307.0,1,1,1307.0
2021-09-13 11:54:00-04:00,1307.0,1307.0,1306.5,1306.5,11,3,14374.0
2021-09-13 11:57:00-04:00,1306.5,1306.5,1306.5,1306.5,22,1,28743.0
2021-09-13 11:59:00-04:00,1306.25,1306.25,1306.25,1306.25,2,2,2612.5
2021-09-13 12:00:00-04:00,1306.25,1306.25,1306.25,1306.25,1,1,1306.25
2021-09-13 12:01:00-04:00,1306.0,1306.0,1306.0,1306.0,1,1,1306.0
2021-09-13 12:04:00-04:00,1306.75,1306.75,1306.75,1306.75,1,1,1306.75
2021-09-13 12:08:00-04:00,1306.5,1306.5,1306.5,1306.5,1,1,1306.5
2021-09-13 12:10:00-04:00,1306.25,1306.25,1306.25,1306.25,5,1,6531.25
2021-09-13 12:15:00-04:00,1308.75,1308.75,1308.75,1308.75,1,1,1308.75
2021-09-13 12:16:00-04:00,1308.5,1308.5,1308.25,1308.25,2,2,2616.75
2021-09-13 12:22:00-04:00,1308.25,1308.25,1308.25,1308.25,1,1,1308.25
2021-09-13 12:26:00-04:00,1308.75,1308.75,1308.5,1308.5,2,2,2617.25
2021-09-13 12:31:00-04:00,1308.75,1308.75,1308.75,1308.75,4,3,5235.0
2021-09-13 12:37:00-04:00,1308.5,1308.5,1308.5,1308.5,1,1,1308.5
2021-09-13 12:42:00-04:00,1309.5,1309.5,1309.5,1309.5,1,1,1309.5
2021-09-13 12:44:00-04:00,1309.25,1309.25,1309.25,1309.25,1,1,1309.25
2021-09-13 12:51:00-04:00,1308.75,1308.75,1308.75,1308.75,1,1,1308.75
2021-09-13 12:53:00-04:00,1309.5,1309.5,1309.25,1309.25,6,5,7856.75
2021-09-13 12:55:00-04:00,1308.75,1308.75,1308.75,1308.75,1,1,1308.75
