,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index,ESU1 Index
,open,high,low,close,volume,num_trds,value
2021-08-15 18:00:00-04:00,4456.25,4457.75,4456.0,4457.25,759,260,3382808.5
2021-08-15 18:01:00-04:00,4457.25,4457.25,4456.25,4456.75,265,84,1181056.75
2021-08-15 18:02:00-04:00,4456.75,4456.75,4455.5,4455.75,356,119,1586352.0
2021-08-15 18:03:00-04:00,4455.75,4456.25,4455.0,4456.25,311,100,1385695.0
2021-08-15 18:04:00-04:00,4456.0,4457.5,4455.5,4457.25,353,120,1573064.75
2021-08-15 18:05:00-04:00,4457.25,4457.75,4457.0,4457.0,106,47,472472.0
2021-08-15 18:06:00-04:00,4457.0,4457.0,4455.25,4456.25,243,58,1082780.5
2021-08-15 18:07:00-04:00,4456.25,4456.5,4455.75,4455.75,84,35,374297.5
2021-08-15 18:08:00-04:00,4455.75,4456.75,4455.75,4456.5,165,46,735258.0
2021-08-15 18:09:00-04:00,4456.25,4456.25,4456.0,4456.25,82,31,365408.5
2021-08-15 18:10:00-04:00,4456.5,4456.5,4456.25,4456.25,17,10,75757.5
2021-08-15 18:11:00-04:00,4456.5,4457.25,4456.5,4457.25,172,66,766586.0
2021-08-15 18:12:00-04:00,4457.25,4457.25,4456.75,4457.25,122,39,543766.25
2021-08-15 18:13:00-04:00,4457.25,4457.5,4457.0,4457.0,82,30,365495.75
2021-08-15 18:14:00-04:00,4457.0,4457.5,4457.0,4457.5,80,35,356594.5
2021-08-15 18:15:00-04:00,4457.5,4458.0,4457.5,4457.75,235,77,1047595.75
2021-08-15 18:16:00-04:00,4457.75,4458.0,4457.75,4458.0,59,24,263008.75
2021-08-15 18:17:00-04:00,4457.75,4458.0,4457.5,4457.5,110,34,490355.25
2021-08-15 18:18:00-04:00,4457.5,4457.5,4456.5,4457.25,246,64,1096437.75
2021-08-15 18:19:00-04:00,4457.0,4457.0,4457.0,4457.0,34,11,151538.0
2021-08-15 18:20:00-04:00,4457.0,4457.5,4457.0,4457.25,42,22,187204.0
2021-08-15 18:21:00-04:00,4457.25,4457.5,4456.5,4457.25,151,31,673000.25
2021-08-15 18:22:00-04:00,4457.25,4457.25,4457.0,4457.25,42,22,187201.75
2021-08-15 18:23:00-04:00,4457.25,4457.25,4457.0,4457.25,22,14,98059.25
2021-08-15 18:24:00-04:00,4457.25,4457.5,4457.25,4457.5,25,8,111436.75
2021-08-15 18:25:00-04:00,4457.5,4457.5,4457.0,4457.25,63,25,280807.5
2021-08-15 18:26:00-04:00,4457.25,4457.25,4457.25,4457.25,5,3,22286.25
2021-08-15 18:27:00-04:00,4457.25,4457.5,4457.25,4457.5,27,9,120351.75
2021-08-15 18:28:00-04:00,4457.5,4457.5,4457.25,4457.25,8,5,35659.5
2021-08-15 18:29:00-04:00,4457.5,4457.5,4457.0,4457.5,192,51,855800.75
2021-08-15 18:30:00-04:00,4457.5,4457.75,4457.25,4457.75,38,24,169383.75
2021-08-15 18:31:00-04:00,4457.75,4457.75,4457.25,4457.75,28,17,124810.0
2021-08-15 18:32:00-04:00,4457.5,4457.75,4457.5,4457.5,55,25,245174.0
2021-08-15 18:33:00-04:00,4457.5,4457.75,4457.5,4457.75,4,4,17830.25
2021-08-15 18:34:00-04:00,4457.5,4458.25,4457.5,4458.0,117,42,521587.5
2021-08-15 18:35:00-04:00,4458.0,4458.0,4457.75,4458.0,44,24,196147.0
2021-08-15 18:36:00-04:00,4458.0,4458.25,4458.0,4458.25,22,15,98077.25
2021-08-15 18:37:00-04:00,4458.0,4458.5,4458.0,4458.5,129,49,575131.75
2021-08-15 18:38:00-04:00,4458.25,4458.5,4458.25,4458.25,47,25,209538.0
2021-08-15 18:39:00-04:00,4458.25,4458.25,4458.25,4458.25,43,25,191704.75
2021-08-15 18:40:00-04:00,4458.25,4458.25,4458.0,4458.0,152,24,677618.25
2021-08-15 18:41:00-04:00,4458.0,4458.0,4458.0,4458.0,103,28,459174.0
2021-08-15 18:42:00-04:00,4458.0,4458.75,4458.0,4458.75,154,23,686608.25
2021-08-15 18:43:00-04:00,4458.75,4458.75,4458.5,4458.75,32,17,142679.25
2021-08-15 18:44:00-04:00,4458.75,4458.75,4458.5,4458.5,209,40,931827.25
2021-08-15 18:45:00-04:00,4458.5,4458.75,4458.5,4458.5,42,14,187263.5
2021-08-15 18:46:00-04:00,4458.5,4458.5,4458.5,4458.5,209,8,931826.5
2021-08-15 18:47:00-04:00,4458.5,4458.75,4458.5,4458.75,9,8,40127.0
2021-08-15 18:48:00-04:00,4458.5,4458.75,4458.5,4458.5,27,9,120380.0
2021-08-15 18:49:00-04:00,4458.5,4458.5,4458.5,4458.5,2,2,8917.0
2021-08-15 18:50:00-04:00,4458.75,4458.75,4458.5,4458.5,54,13,240772.25
2021-08-15 18:51:00-04:00,4458.5,4458.75,4458.5,4458.75,72,24,321027.5
2021-08-15 18:52:00-04:00,4458.75,4459.0,4458.75,4458.75,54,23,240775.5
2021-08-15 18:53:00-04:00,4458.75,4458.75,4458.75,4458.75,8,5,35670.0
2021-08-15 18:54:00-04:00,4458.5,4458.75,4458.5,4458.75,9,6,40127.5
2021-08-15 18:55:00-04:00,4458.75,4458.75,4458.5,4458.5,40,12,178349.0
2021-08-15 18:56:00-04:00,4458.5,4458.75,4458.5,4458.75,3,2,13375.75
2021-08-15 18:57:00-04:00,4458.75,4458.75,4458.5,4458.5,12,6,53502.25
2021-08-15 18:58:00-04:00,4458.5,4458.5,4458.25,4458.25,154,42,686588.25
2021-08-15 18:59:00-04:00,4458.25,4458.25,4458.25,4458.25,59,17,263036.75
2021-08-15 19:00:00-04:00,4458.25,4458.5,4458.25,4458.5,41,17,182790.0
2021-08-15 19:01:00-04:00,4458.5,4458.5,4458.25,4458.5,10,5,44583.25
2021-08-15 19:02:00-04:00,4458.5,4458.5,4458.0,4458.25,100,28,445825.5
2021-08-15 19:03:00-04:00,4458.25,4458.5,4458.25,4458.25,7,3,31208.0
2021-08-15 19:04:00-04:00,4458.0,4458.25,4458.0,4458.0,13,8,57955.0
2021-08-15 19:05:00-04:00,4458.25,4458.5,4458.25,4458.5,146,48,650933.0
2021-08-15 19:06:00-04:00,4458.75,4458.75,4458.5,4458.5,41,9,182798.75
2021-08-15 19:07:00-04:00,4458.75,4458.75,4458.5,4458.75,121,29,539480.5
2021-08-15 19:08:00-04:00,4458.5,4458.75,4458.5,4458.75,6,5,26751.25
2021-08-15 19:09:00-04:00,4458.5,4458.75,4458.5,4458.75,17,8,75794.75
2021-08-15 19:10:00-04:00,4458.5,4458.75,4458.5,4458.5,88,31,392349.75
2021-08-15 19:11:00-04:00,4458.5,4458.75,4458.5,4458.75,146,54,650942.0
2021-08-15 19:12:00-04:00,4458.5,4458.75,4458.5,4458.5,116,52,517187.25
2021-08-15 19:13:00-04:00,4458.5,4458.5,4458.5,4458.5,28,22,124838.0
2021-08-15 19:14:00-04:00,4458.5,4458.75,4458.5,4458.75,34,14,151591.25
2021-08-15 19:15:00-04:00,4458.5,4458.75,4458.5,4458.75,48,22,214009.75
2021-08-15 19:16:00-04:00,4458.5,4458.5,4457.5,4457.5,307,76,1368593.5
2021-08-15 19:17:00-04:00,4457.5,4457.75,4457.5,4457.5,42,24,187219.75
2021-08-15 19:18:00-04:00,4457.5,4457.75,4457.5,4457.75,17,6,75780.0
2021-08-15 19:19:00-04:00,4457.5,4458.0,4457.5,4457.75,105,21,468061.5
2021-08-15 19:20:00-04:00,4457.75,4458.0,4457.75,4458.0,14,6,62410.25
2021-08-15 19:21:00-04:00,4457.75,4457.75,4457.75,4457.75,37,12,164936.75
2021-08-15 19:22:00-04:00,4457.75,4458.0,4457.75,4458.0,6,5,26746.75
2021-08-15 19:23:00-04:00,4458.0,4458.0,4457.75,4458.0,23,7,102532.75
