,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty,S U1 Comdty
,open,high,low,close,volume,num_trds,value
2021-07-06 20:00:00-04:00,1322.75,1323.0,1318.75,1318.75,39,31,51526.0
2021-07-06 20:01:00-04:00,1318.5,1321.5,1317.25,1321.0,34,19,44848.5
2021-07-06 20:02:00-04:00,1322.75,1322.75,1321.75,1322.5,16,7,21154.0
2021-07-06 20:03:00-04:00,1322.75,1323.0,1322.5,1323.0,22,16,29101.0
2021-07-06 20:04:00-04:00,1322.75,1322.75,1320.5,1321.25,15,10,19821.0
2021-07-06 20:05:00-04:00,1320.75,1321.0,1320.5,1321.0,15,9,19812.0
2021-07-06 20:06:00-04:00,1320.0,1321.75,1320.0,1321.75,7,7,9243.5
2021-07-06 20:07:00-04:00,1323.5,1325.0,1323.5,1325.0,13,6,17217.25
2021-07-06 20:08:00-04:00,1324.75,1325.25,1324.75,1325.25,13,4,17226.25
2021-07-06 20:09:00-04:00,1323.25,1323.25,1323.25,1323.25,1,1,1323.25
2021-07-06 20:11:00-04:00,1323.5,1323.5,1323.5,1323.5,1,1,1323.5
2021-07-06 20:12:00-04:00,1322.75,1322.75,1320.75,1320.75,3,2,3964.25
2021-07-06 20:13:00-04:00,1320.0,1320.25,1320.0,1320.25,4,3,5280.5
2021-07-06 20:14:00-04:00,1320.0,1320.0,1318.75,1318.75,7,2,9238.75
2021-07-06 20:15:00-04:00,1319.75,1319.75,1319.75,1319.75,1,1,1319.75
2021-07-06 20:16:00-04:00,1321.0,1321.25,1320.25,1320.25,12,3,15847.5
2021-07-06 20:18:00-04:00,1321.25,1321.25,1321.25,1321.25,1,1,1321.25
2021-07-06 20:20:00-04:00,1322.25,1322.25,1322.25,1322.25,3,2,3966.75
2021-07-06 20:23:00-04:00,1320.0,1320.0,1320.0,1320.0,2,2,2640.0
2021-07-06 20:25:00-04:00,1319.5,1321.25,1319.5,1321.25,19,5,25079.25
2021-07-06 20:26:00-04:00,1323.0,1323.0,1323.0,1323.0,10,5,13230.0
2021-07-06 20:27:00-04:00,1323.25,1323.25,1322.5,1322.75,14,3,18519.0
2021-07-06 20:35:00-04:00,1322.75,1322.75,1322.75,1322.75,1,1,1322.75
2021-07-06 20:38:00-04:00,1323.0,1323.0,1323.0,1323.0,2,1,2646.0
2021-07-06 20:42:00-04:00,1323.5,1324.0,1323.5,1324.0,2,2,2647.5
2021-07-06 20:43:00-04:00,1323.0,1323.25,1323.0,1323.25,5,2,6615.25
2021-07-06 20:46:00-04:00,1322.25,1322.25,1322.25,1322.25,1,1,1322.25
2021-07-06 20:48:00-04:00,1324.25,1324.25,1324.25,1324.25,1,1,1324.25
2021-07-06 20:50:00-04:00,1327.5,1327.75,1327.5,1327.75,4,3,5310.5
2021-07-06 20:52:00-04:00,1327.25,1327.75,1327.25,1327.75,3,3,3982.75
2021-07-06 20:53:00-04:00,1327.5,1327.5,1327.5,1327.5,5,4,6637.5
2021-07-06 20:55:00-04:00,1328.0,1328.0,1328.0,1328.0,1,1,1328.0
2021-07-06 20:57:00-04:00,1327.75,1328.5,1327.75,1328.5,4,3,5312.75
2021-07-06 20:59:00-04:00,1328.75,1328.75,1328.75,1328.75,1,1,1328.75
2021-07-06 21:00:00-04:00,1329.5,1330.75,1329.5,1330.5,9,9,11972.25
2021-07-06 21:01:00-04:00,1330.5,1330.5,1330.25,1330.5,9,6,11973.75
2021-07-06 21:02:00-04:00,1329.25,1330.5,1329.25,1330.25,4,4,5320.5
2021-07-06 21:03:00-04:00,1330.0,1330.0,1330.0,1330.0,2,1,2660.0
2021-07-06 21:04:00-04:00,1329.5,1329.5,1329.5,1329.5,2,1,2659.0
2021-07-06 21:05:00-04:00,1329.25,1329.75,1329.25,1329.25,11,5,14625.5
2021-07-06 21:06:00-04:00,1329.5,1329.5,1329.5,1329.5,1,1,1329.5
2021-07-06 21:08:00-04:00,1329.5,1329.75,1329.5,1329.75,2,2,2659.25
2021-07-06 21:12:00-04:00,1330.25,1330.25,1330.25,1330.25,1,1,1330.25
2021-07-06 21:13:00-04:00,1330.5,1330.5,1330.5,1330.5,1,1,1330.5
2021-07-06 21:14:00-04:00,1330.75,1330.75,1330.75,1330.75,2,2,2661.5
2021-07-06 21:16:00-04:00,1331.5,1332.25,1331.0,1332.0,25,14,33290.5
2021-07-06 21:18:00-04:00,1331.25,1331.25,1331.25,1331.25,1,1,1331.25
2021-07-06 21:20:00-04:00,1332.5,1332.75,1332.5,1332.75,4,3,5330.5
2021-07-06 21:21:00-04:00,1333.75,1333.75,1333.5,1333.5,5,4,6668.5
2021-07-06 21:22:00-04:00,1333.5,1333.5,1333.5,1333.5,1,1,1333.5
2021-07-06 21:23:00-04:00,1334.75,1334.75,1334.75,1334.75,1,1,1334.75
2021-07-06 21:24:00-04:00,1335.0,1335.0,1335.0,1335.0,1,1,1335.0
2021-07-06 21:25:00-04:00,1335.0,1335.25,1335.0,1335.25,9,4,12015.75
2021-07-06 21:27:00-04:00,1335.25,1336.0,1335.25,1336.0,4,3,5341.75
2021-07-06 21:29:00-04:00,1335.75,1335.75,1335.75,1335.75,3,1,4007.25
2021-07-06 21:31:00-04:00,1336.25,1336.25,1334.25,1334.25,2,2,2670.5
2021-07-06 21:34:00-04:00,1333.75,1333.75,1333.5,1333.5,5,3,6667.75
2021-07-06 21:35:00-04:00,1335.0,1335.0,1335.0,1335.0,3,1,4005.0
2021-07-06 21:36:00-04:00,1335.5,1336.5,1335.5,1336.5,5,4,6680.5
2021-07-06 21:41:00-04:00,1336.0,1336.0,1336.0,1336.0,1,1,1336.0
2021-07-06 21:42:00-04:00,1336.5,1337.0,1336.5,1337.0,56,15,74866.75
2021-07-06 21:43:00-04:00,1337.75,1338.0,1337.75,1338.0,6,3,8027.75
2021-07-06 21:45:00-04:00,1336.25,1336.25,1336.25,1336.25,1,1,1336.25
2021-07-06 21:55:00-04:00,1335.75,1335.75,1335.75,1335.75,1,1,1335.75
2021-07-06 21:58:00-04:00,1336.25,1336.25,1335.75,1335.75,8,3,10687.5
2021-07-06 21:59:00-04:00,1335.25,1335.25,1334.25,1335.25,118,33,157465.25
