,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-22 18:22:00-04:00,81.245,81.245,81.245,81.245,1,1,81.245
2021-06-22 20:39:00-04:00,81.175,81.175,81.175,81.175,1,1,81.175
2021-06-22 21:06:00-04:00,81.185,81.185,81.185,81.185,5,1,405.925
2021-06-23 00:18:00-04:00,81.145,81.145,81.14,81.145,10,8,811.43
2021-06-23 00:19:00-04:00,81.145,81.145,81.14,81.14,4,3,324.565
2021-06-23 00:20:00-04:00,81.14,81.14,81.14,81.14,4,4,324.56
2021-06-23 00:40:00-04:00,81.15,81.15,81.15,81.15,1,1,81.15
2021-06-23 02:30:00-04:00,81.21,81.21,81.21,81.21,2,1,162.42
2021-06-23 04:25:00-04:00,81.38,81.38,81.38,81.38,1,1,81.38
2021-06-23 05:04:00-04:00,81.315,81.315,81.315,81.315,1,1,81.315
2021-06-23 07:31:00-04:00,81.295,81.295,81.295,81.295,1,1,81.295
2021-06-23 08:05:00-04:00,81.42,81.42,81.42,81.42,1,1,81.42
2021-06-23 08:20:00-04:00,81.51,81.51,81.51,81.51,1,1,81.51
2021-06-23 08:49:00-04:00,81.5,81.5,81.5,81.5,2,2,163.0
2021-06-23 09:43:00-04:00,81.55,81.55,81.55,81.55,1,1,81.55
2021-06-23 10:04:00-04:00,81.55,81.55,81.55,81.55,2,1,163.1
2021-06-23 11:47:00-04:00,81.35,81.35,81.35,81.35,4,1,325.4
2021-06-23 13:29:00-04:00,81.325,81.325,81.325,81.325,1,1,81.325
2021-06-23 14:38:00-04:00,81.3,81.3,81.3,81.3,2,1,162.6
2021-06-23 15:22:00-04:00,81.24,81.24,81.24,81.24,4,1,324.96
2021-06-23 15:59:00-04:00,81.215,81.215,81.215,81.215,1,1,81.215
