,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-01 18:00:00-04:00,80.825,80.84,80.815,80.815,44,10,3556.19
2021-11-01 18:01:00-04:00,80.825,80.825,80.825,80.825,15,8,1212.375
2021-11-01 18:02:00-04:00,80.825,80.84,80.825,80.84,42,6,3394.99
2021-11-01 18:06:00-04:00,80.84,80.84,80.835,80.835,9,3,727.52
2021-11-01 18:07:00-04:00,80.83,80.83,80.83,80.83,1,1,80.83
2021-11-01 18:08:00-04:00,80.83,80.83,80.83,80.83,7,2,565.81
2021-11-01 18:09:00-04:00,80.835,80.835,80.835,80.835,2,1,161.67
2021-11-01 18:12:00-04:00,80.835,80.835,80.835,80.835,10,1,808.35
2021-11-01 18:14:00-04:00,80.835,80.835,80.835,80.835,4,1,323.34
2021-11-01 18:16:00-04:00,80.83,80.835,80.83,80.835,11,2,889.18
2021-11-01 18:17:00-04:00,80.83,80.83,80.83,80.83,2,1,161.66
2021-11-01 18:19:00-04:00,80.83,80.83,80.83,80.83,5,2,404.15
2021-11-01 18:20:00-04:00,80.83,80.83,80.825,80.825,17,3,1374.05
2021-11-01 18:23:00-04:00,80.825,80.825,80.825,80.825,3,3,242.475
2021-11-01 18:26:00-04:00,80.83,80.845,80.83,80.845,37,22,2991.04
2021-11-01 18:27:00-04:00,80.845,80.845,80.84,80.845,47,24,3799.685
2021-11-01 18:28:00-04:00,80.845,80.845,80.84,80.845,20,8,1616.885
2021-11-01 18:30:00-04:00,80.835,80.835,80.825,80.825,24,7,1939.905
2021-11-01 18:31:00-04:00,80.835,80.835,80.835,80.835,2,1,161.67
2021-11-01 18:34:00-04:00,80.835,80.835,80.83,80.83,10,2,808.305
2021-11-01 18:40:00-04:00,80.835,80.835,80.83,80.83,8,2,646.66
2021-11-01 18:41:00-04:00,80.83,80.83,80.83,80.83,4,1,323.32
2021-11-01 18:42:00-04:00,80.83,80.83,80.83,80.83,2,2,161.66
2021-11-01 18:43:00-04:00,80.83,80.83,80.83,80.83,1,1,80.83
2021-11-01 18:44:00-04:00,80.825,80.825,80.825,80.825,8,2,646.6
2021-11-01 18:45:00-04:00,80.825,80.825,80.82,80.82,3,3,242.47
2021-11-01 18:50:00-04:00,80.82,80.82,80.82,80.82,16,1,1293.12
2021-11-01 18:51:00-04:00,80.815,80.815,80.815,80.815,34,2,2747.71
2021-11-01 18:52:00-04:00,80.81,80.81,80.81,80.81,31,4,2505.11
