,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy,CDM22 Curncy
,open,high,low,close,volume,num_trds,value
2021-11-01 19:39:00-04:00,80.7,80.7,80.7,80.7,2,1,161.4
2021-11-01 22:00:00-04:00,80.7,80.7,80.7,80.7,2,1,161.4
2021-11-02 09:45:00-04:00,80.51,80.51,80.51,80.51,2,1,161.02
2021-11-02 09:48:00-04:00,80.55,80.55,80.55,80.55,4,2,322.2
2021-11-02 09:55:00-04:00,80.54,80.54,80.54,80.54,3,1,241.62
2021-11-02 11:10:00-04:00,80.57,80.58,80.57,80.58,5,3,402.87
2021-11-02 11:44:00-04:00,80.58,80.58,80.58,80.58,2,1,161.16
2021-11-02 11:51:00-04:00,80.5,80.5,80.5,80.5,2,1,161.0
2021-11-02 14:33:00-04:00,80.51,80.51,80.51,80.51,2,1,161.02
