,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty,S X1 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-08 20:00:00-04:00,1338.25,1340.75,1337.5,1338.75,1155,254,1546330.5
2021-08-08 20:01:00-04:00,1339.0,1340.25,1338.5,1339.5,240,84,321448.0
2021-08-08 20:02:00-04:00,1339.5,1340.0,1337.0,1337.0,356,106,476458.5
2021-08-08 20:03:00-04:00,1337.0,1338.25,1336.75,1337.0,141,51,188541.0
2021-08-08 20:04:00-04:00,1337.0,1337.25,1336.25,1336.25,96,26,128310.25
2021-08-08 20:05:00-04:00,1336.75,1337.75,1336.75,1337.5,16,10,21394.5
2021-08-08 20:06:00-04:00,1337.5,1339.0,1337.5,1339.0,56,26,74933.5
2021-08-08 20:07:00-04:00,1339.0,1339.25,1338.5,1339.0,55,11,73636.75
2021-08-08 20:08:00-04:00,1339.0,1339.5,1338.75,1339.0,86,29,115157.75
2021-08-08 20:09:00-04:00,1339.0,1339.0,1338.0,1338.0,16,11,21413.25
2021-08-08 20:10:00-04:00,1337.75,1337.75,1337.5,1337.75,17,6,22740.5
2021-08-08 20:11:00-04:00,1337.75,1338.5,1337.75,1338.25,159,15,212759.5
2021-08-08 20:12:00-04:00,1338.5,1338.5,1337.75,1338.25,33,11,44157.5
2021-08-08 20:13:00-04:00,1338.5,1338.5,1337.75,1337.75,45,17,60221.0
2021-08-08 20:14:00-04:00,1338.0,1338.0,1337.0,1337.25,50,12,66866.0
2021-08-08 20:15:00-04:00,1337.0,1337.0,1335.5,1336.0,51,22,68145.25
2021-08-08 20:16:00-04:00,1336.0,1337.25,1336.0,1337.25,48,15,64177.5
2021-08-08 20:17:00-04:00,1337.0,1337.0,1335.5,1335.75,107,30,142981.25
2021-08-08 20:18:00-04:00,1336.0,1336.25,1335.5,1335.75,60,20,80148.5
2021-08-08 20:19:00-04:00,1335.5,1336.0,1335.25,1335.75,63,17,84138.25
2021-08-08 20:20:00-04:00,1335.25,1336.0,1335.25,1335.25,133,26,177626.25
2021-08-08 20:21:00-04:00,1335.25,1335.75,1335.0,1335.75,25,10,33381.75
2021-08-08 20:22:00-04:00,1336.25,1336.5,1335.25,1335.5,41,13,54769.75
2021-08-08 20:23:00-04:00,1335.5,1335.5,1335.25,1335.5,46,13,61429.75
2021-08-08 20:24:00-04:00,1335.5,1335.75,1335.5,1335.5,49,7,65450.25
2021-08-08 20:25:00-04:00,1335.25,1335.75,1335.25,1335.75,4,3,5341.75
2021-08-08 20:26:00-04:00,1335.5,1335.5,1335.0,1335.0,46,6,61423.75
2021-08-08 20:27:00-04:00,1335.0,1335.25,1335.0,1335.25,15,6,20026.75
