,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty,S N22 Comdty
,open,high,low,close,volume,num_trds,value
2021-08-08 20:00:00-04:00,1340.0,1340.0,1340.0,1340.0,1,1,1340.0
2021-08-08 20:08:00-04:00,1339.0,1339.0,1339.0,1339.0,1,1,1339.0
2021-08-08 20:15:00-04:00,1336.0,1336.0,1336.0,1336.0,1,1,1336.0
2021-08-08 20:39:00-04:00,1336.25,1336.25,1336.25,1336.25,1,1,1336.25
2021-08-08 20:48:00-04:00,1335.0,1335.0,1335.0,1335.0,2,2,2670.0
2021-08-08 20:51:00-04:00,1335.5,1336.5,1335.5,1336.5,3,3,4008.0
2021-08-08 21:01:00-04:00,1335.75,1335.75,1335.75,1335.75,1,1,1335.75
2021-08-08 22:36:00-04:00,1339.5,1339.5,1339.5,1339.5,1,1,1339.5
2021-08-08 23:44:00-04:00,1339.0,1339.0,1339.0,1339.0,1,1,1339.0
2021-08-08 23:49:00-04:00,1339.5,1339.5,1339.5,1339.5,1,1,1339.5
2021-08-09 00:30:00-04:00,1339.5,1339.5,1339.5,1339.5,1,1,1339.5
2021-08-09 00:57:00-04:00,1340.0,1340.0,1340.0,1340.0,1,1,1340.0
2021-08-09 01:30:00-04:00,1340.25,1340.75,1340.25,1340.75,2,2,2681.0
2021-08-09 01:34:00-04:00,1340.5,1340.5,1340.5,1340.5,2,1,2681.0
2021-08-09 01:47:00-04:00,1340.5,1340.5,1340.5,1340.5,1,1,1340.5
2021-08-09 02:00:00-04:00,1338.75,1338.75,1338.75,1338.75,1,1,1338.75
2021-08-09 03:46:00-04:00,1339.0,1339.25,1339.0,1339.25,2,2,2678.25
2021-08-09 03:47:00-04:00,1338.75,1338.75,1338.75,1338.75,1,1,1338.75
2021-08-09 03:52:00-04:00,1339.75,1339.75,1339.75,1339.75,1,1,1339.75
2021-08-09 04:01:00-04:00,1339.25,1339.25,1339.25,1339.25,1,1,1339.25
2021-08-09 04:03:00-04:00,1337.75,1337.75,1337.75,1337.75,1,1,1337.75
2021-08-09 04:28:00-04:00,1335.5,1335.5,1335.5,1335.5,2,2,2671.0
2021-08-09 04:59:00-04:00,1334.75,1334.75,1334.75,1334.75,1,1,1334.75
2021-08-09 05:00:00-04:00,1334.25,1334.25,1333.5,1333.5,4,4,5335.0
2021-08-09 05:07:00-04:00,1333.0,1333.0,1333.0,1333.0,1,1,1333.0
2021-08-09 05:12:00-04:00,1333.0,1333.0,1333.0,1333.0,1,1,1333.0
2021-08-09 05:15:00-04:00,1333.5,1333.5,1333.5,1333.5,1,1,1333.5
2021-08-09 05:16:00-04:00,1333.75,1333.75,1333.75,1333.75,1,1,1333.75
2021-08-09 05:17:00-04:00,1335.0,1335.25,1335.0,1335.25,4,4,5340.75
2021-08-09 05:26:00-04:00,1335.0,1335.0,1335.0,1335.0,1,1,1335.0
2021-08-09 05:45:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-08-09 05:54:00-04:00,1334.75,1334.75,1334.75,1334.75,1,1,1334.75
2021-08-09 05:56:00-04:00,1333.75,1333.75,1333.75,1333.75,1,1,1333.75
2021-08-09 06:06:00-04:00,1336.0,1336.0,1336.0,1336.0,1,1,1336.0
2021-08-09 06:08:00-04:00,1335.5,1335.5,1335.5,1335.5,5,1,6677.5
2021-08-09 06:31:00-04:00,1335.75,1335.75,1335.75,1335.75,1,1,1335.75
2021-08-09 06:32:00-04:00,1335.75,1335.75,1335.75,1335.75,1,1,1335.75
2021-08-09 06:35:00-04:00,1336.0,1336.25,1336.0,1336.25,2,2,2672.25
2021-08-09 06:36:00-04:00,1336.75,1337.0,1336.75,1337.0,5,2,6684.75
2021-08-09 06:37:00-04:00,1336.25,1336.25,1336.25,1336.25,1,1,1336.25
2021-08-09 06:41:00-04:00,1335.75,1335.75,1335.75,1335.75,1,1,1335.75
2021-08-09 06:53:00-04:00,1336.5,1336.5,1336.25,1336.25,2,2,2672.75
2021-08-09 06:54:00-04:00,1336.5,1336.75,1336.5,1336.75,2,2,2673.25
2021-08-09 06:58:00-04:00,1335.25,1335.25,1335.25,1335.25,1,1,1335.25
2021-08-09 07:02:00-04:00,1335.0,1335.0,1335.0,1335.0,1,1,1335.0
2021-08-09 07:13:00-04:00,1333.75,1333.75,1333.75,1333.75,1,1,1333.75
2021-08-09 07:18:00-04:00,1333.0,1333.0,1333.0,1333.0,2,1,2666.0
2021-08-09 07:20:00-04:00,1334.0,1334.0,1334.0,1334.0,1,1,1334.0
2021-08-09 07:24:00-04:00,1335.0,1335.0,1335.0,1335.0,1,1,1335.0
2021-08-09 07:38:00-04:00,1335.75,1335.75,1335.75,1335.75,2,1,2671.5
2021-08-09 07:43:00-04:00,1336.0,1336.5,1336.0,1336.5,6,4,8017.75
2021-08-09 07:45:00-04:00,1337.0,1337.0,1337.0,1337.0,1,1,1337.0
2021-08-09 07:46:00-04:00,1337.5,1337.5,1337.5,1337.5,1,1,1337.5
2021-08-09 07:49:00-04:00,1337.0,1337.0,1337.0,1337.0,1,1,1337.0
2021-08-09 08:00:00-04:00,1335.0,1335.0,1335.0,1335.0,1,1,1335.0
2021-08-09 08:08:00-04:00,1336.5,1336.5,1336.5,1336.5,1,1,1336.5
2021-08-09 08:15:00-04:00,1335.5,1335.5,1335.5,1335.5,1,1,1335.5
2021-08-09 08:22:00-04:00,1333.75,1333.75,1333.75,1333.75,1,1,1333.75
2021-08-09 08:23:00-04:00,1332.5,1332.5,1332.5,1332.5,1,1,1332.5
2021-08-09 08:25:00-04:00,1330.75,1330.75,1330.25,1330.25,4,3,5321.5
2021-08-09 08:26:00-04:00,1330.75,1330.75,1330.75,1330.75,1,1,1330.75
2021-08-09 08:32:00-04:00,1331.5,1331.5,1331.5,1331.5,1,1,1331.5
2021-08-09 08:33:00-04:00,1332.0,1332.0,1332.0,1332.0,1,1,1332.0
2021-08-09 09:30:00-04:00,1332.5,1338.75,1332.5,1338.75,6,5,8014.25
2021-08-09 09:31:00-04:00,1339.0,1339.5,1338.5,1338.5,3,3,4017.0
2021-08-09 09:32:00-04:00,1339.25,1340.25,1339.25,1340.25,3,3,4019.75
2021-08-09 09:33:00-04:00,1340.75,1342.5,1340.75,1342.0,16,15,21470.25
2021-08-09 09:34:00-04:00,1342.0,1343.0,1342.0,1343.0,2,2,2685.0
