,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy,CDH22 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-31 23:03:00-04:00,80.755,80.755,80.755,80.755,1,1,80.755
2021-10-31 23:04:00-04:00,80.76,80.76,80.76,80.76,1,1,80.76
2021-10-31 23:06:00-04:00,80.77,80.77,80.77,80.77,5,4,403.85
2021-10-31 23:07:00-04:00,80.77,80.77,80.77,80.77,4,4,323.08
2021-10-31 23:08:00-04:00,80.77,80.77,80.77,80.77,10,10,807.7
2021-11-01 00:31:00-04:00,80.685,80.685,80.685,80.685,1,1,80.685
2021-11-01 01:01:00-04:00,80.69,80.69,80.69,80.69,1,1,80.69
2021-11-01 01:12:00-04:00,80.715,80.715,80.715,80.715,1,1,80.715
2021-11-01 02:27:00-04:00,80.695,80.695,80.695,80.695,1,1,80.695
2021-11-01 02:28:00-04:00,80.695,80.695,80.695,80.695,1,1,80.695
2021-11-01 02:33:00-04:00,80.69,80.69,80.69,80.69,1,1,80.69
2021-11-01 05:57:00-04:00,80.765,80.765,80.765,80.765,2,1,161.53
2021-11-01 06:51:00-04:00,80.795,80.795,80.795,80.795,4,1,323.18
2021-11-01 06:52:00-04:00,80.8,80.8,80.8,80.8,5,1,404.0
2021-11-01 07:07:00-04:00,80.795,80.795,80.795,80.795,1,1,80.795
2021-11-01 07:17:00-04:00,80.77,80.77,80.77,80.77,1,1,80.77
2021-11-01 07:56:00-04:00,80.805,80.805,80.805,80.805,1,1,80.805
2021-11-01 08:00:00-04:00,80.805,80.805,80.805,80.805,1,1,80.805
2021-11-01 08:07:00-04:00,80.81,80.81,80.81,80.81,1,1,80.81
2021-11-01 09:42:00-04:00,80.76,80.76,80.755,80.755,3,2,242.275
2021-11-01 09:48:00-04:00,80.76,80.76,80.76,80.76,1,1,80.76
2021-11-01 10:15:00-04:00,80.775,80.775,80.775,80.775,3,1,242.325
2021-11-01 10:38:00-04:00,80.835,80.835,80.835,80.835,1,1,80.835
2021-11-01 10:41:00-04:00,80.87,80.87,80.87,80.87,1,1,80.87
2021-11-01 10:46:00-04:00,80.9,80.9,80.9,80.9,5,1,404.5
2021-11-01 10:48:00-04:00,80.885,80.885,80.885,80.885,1,1,80.885
2021-11-01 10:56:00-04:00,80.88,80.88,80.86,80.86,2,2,161.74
2021-11-01 11:14:00-04:00,80.905,80.905,80.905,80.905,1,1,80.905
2021-11-01 11:19:00-04:00,80.91,80.91,80.91,80.91,1,1,80.91
2021-11-01 11:36:00-04:00,80.92,80.92,80.92,80.92,1,1,80.92
2021-11-01 12:56:00-04:00,80.91,80.91,80.91,80.91,1,1,80.91
2021-11-01 13:23:00-04:00,80.865,80.865,80.865,80.865,1,1,80.865
2021-11-01 13:44:00-04:00,80.84,80.84,80.84,80.84,1,1,80.84
2021-11-01 14:12:00-04:00,80.885,80.885,80.885,80.885,1,1,80.885
2021-11-01 14:30:00-04:00,80.835,80.835,80.835,80.835,1,1,80.835
2021-11-01 14:32:00-04:00,80.83,80.83,80.83,80.83,1,1,80.83
2021-11-01 14:44:00-04:00,80.83,80.83,80.83,80.83,7,1,565.81
2021-11-01 14:55:00-04:00,80.815,80.815,80.815,80.815,1,1,80.815
2021-11-01 15:26:00-04:00,80.835,80.835,80.835,80.835,1,1,80.835
