,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy,CDZ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-10-31 18:00:00-04:00,80.75,80.79,80.75,80.775,141,40,11389.461
2021-10-31 18:01:00-04:00,80.78,80.78,80.775,80.78,21,4,1696.325
2021-10-31 18:02:00-04:00,80.77,80.77,80.725,80.73,46,22,3714.52
2021-10-31 18:03:00-04:00,80.73,80.74,80.73,80.73,11,7,888.095
2021-10-31 18:04:00-04:00,80.73,80.745,80.73,80.745,4,3,322.95
2021-10-31 18:06:00-04:00,80.75,80.755,80.75,80.755,8,2,646.01
2021-10-31 18:07:00-04:00,80.755,80.76,80.755,80.76,9,3,726.835
2021-10-31 18:08:00-04:00,80.755,80.77,80.755,80.765,19,8,1534.47
2021-10-31 18:09:00-04:00,80.765,80.77,80.765,80.77,10,4,807.68
2021-10-31 18:10:00-04:00,80.76,80.76,80.75,80.755,25,10,2018.955
2021-10-31 18:13:00-04:00,80.76,80.77,80.76,80.77,25,5,2019.17
2021-10-31 18:14:00-04:00,80.765,80.775,80.765,80.775,21,6,1696.23
2021-10-31 18:15:00-04:00,80.775,80.775,80.775,80.775,7,4,565.425
2021-10-31 18:16:00-04:00,80.775,80.775,80.77,80.77,14,4,1130.805
2021-10-31 18:17:00-04:00,80.765,80.765,80.765,80.765,6,1,484.59
2021-10-31 18:18:00-04:00,80.765,80.765,80.765,80.765,2,1,161.53
2021-10-31 18:19:00-04:00,80.77,80.77,80.765,80.765,3,2,242.305
2021-10-31 18:21:00-04:00,80.765,80.765,80.765,80.765,2,1,161.53
2021-10-31 18:22:00-04:00,80.76,80.76,80.755,80.755,5,2,403.79
2021-10-31 18:23:00-04:00,80.755,80.755,80.755,80.755,6,1,484.53
2021-10-31 18:24:00-04:00,80.755,80.755,80.755,80.755,3,2,242.265
2021-10-31 18:25:00-04:00,80.76,80.77,80.76,80.765,19,5,1534.585
2021-10-31 18:26:00-04:00,80.77,80.77,80.77,80.77,2,1,161.54
2021-10-31 18:27:00-04:00,80.775,80.795,80.775,80.795,46,20,3716.195
2021-10-31 18:28:00-04:00,80.79,80.79,80.78,80.78,22,12,1777.29
2021-10-31 18:29:00-04:00,80.785,80.785,80.785,80.785,1,1,80.785
2021-10-31 18:30:00-04:00,80.78,80.78,80.77,80.77,6,4,484.66
2021-10-31 18:31:00-04:00,80.77,80.77,80.77,80.77,21,1,1696.17
2021-10-31 18:32:00-04:00,80.775,80.775,80.775,80.775,1,1,80.775
2021-10-31 18:33:00-04:00,80.775,80.775,80.77,80.77,7,2,565.395
2021-10-31 18:34:00-04:00,80.765,80.765,80.765,80.765,3,1,242.295
2021-10-31 18:35:00-04:00,80.765,80.77,80.765,80.77,2,2,161.535
2021-10-31 18:37:00-04:00,80.765,80.765,80.765,80.765,2,1,161.53
2021-10-31 18:39:00-04:00,80.765,80.765,80.765,80.765,8,3,646.12
2021-10-31 18:40:00-04:00,80.765,80.765,80.765,80.765,5,2,403.825
2021-10-31 18:41:00-04:00,80.76,80.76,80.76,80.76,3,1,242.28
2021-10-31 18:42:00-04:00,80.76,80.76,80.76,80.76,7,1,565.32
2021-10-31 18:43:00-04:00,80.755,80.755,80.755,80.755,1,1,80.755
2021-10-31 18:44:00-04:00,80.755,80.755,80.75,80.75,24,4,1938.02
2021-10-31 18:45:00-04:00,80.75,80.75,80.74,80.74,29,4,2341.605
2021-10-31 18:47:00-04:00,80.745,80.745,80.745,80.745,17,2,1372.665
2021-10-31 18:48:00-04:00,80.755,80.755,80.755,80.755,1,1,80.755
2021-10-31 18:49:00-04:00,80.755,80.755,80.755,80.755,9,1,726.795
2021-10-31 18:50:00-04:00,80.76,80.76,80.755,80.755,2,2,161.515
2021-10-31 18:51:00-04:00,80.755,80.755,80.755,80.755,1,1,80.755
2021-10-31 18:52:00-04:00,80.755,80.755,80.755,80.755,3,2,242.265
2021-10-31 18:53:00-04:00,80.75,80.755,80.75,80.755,3,3,242.255
2021-10-31 18:54:00-04:00,80.755,80.755,80.75,80.75,7,5,565.265
2021-10-31 18:55:00-04:00,80.755,80.755,80.755,80.755,5,2,403.775
2021-10-31 18:56:00-04:00,80.755,80.755,80.755,80.755,3,1,242.265
2021-10-31 18:57:00-04:00,80.76,80.76,80.755,80.755,7,2,565.295
2021-10-31 18:58:00-04:00,80.75,80.75,80.75,80.75,3,1,242.25
2021-10-31 18:59:00-04:00,80.75,80.75,80.75,80.75,12,4,969.0
2021-10-31 19:00:00-04:00,80.755,80.755,80.75,80.75,14,8,1130.54
2021-10-31 19:01:00-04:00,80.75,80.75,80.75,80.75,21,5,1695.75
2021-10-31 19:02:00-04:00,80.735,80.735,80.735,80.735,22,6,1776.17
2021-10-31 19:03:00-04:00,80.74,80.74,80.74,80.74,8,4,645.92
2021-10-31 19:05:00-04:00,80.735,80.745,80.735,80.745,22,4,1776.36
2021-10-31 19:06:00-04:00,80.745,80.745,80.745,80.745,12,2,968.94
2021-10-31 19:07:00-04:00,80.74,80.74,80.74,80.74,11,3,888.14
2021-10-31 19:08:00-04:00,80.735,80.735,80.73,80.735,23,5,1856.815
2021-10-31 19:09:00-04:00,80.74,80.74,80.74,80.74,6,2,484.44
2021-10-31 19:10:00-04:00,80.74,80.74,80.735,80.74,16,3,1291.805
2021-10-31 19:11:00-04:00,80.745,80.745,80.74,80.74,9,3,726.67
2021-10-31 19:13:00-04:00,80.74,80.745,80.74,80.745,14,4,1130.42
2021-10-31 19:14:00-04:00,80.745,80.75,80.745,80.75,11,2,888.245
2021-10-31 19:15:00-04:00,80.75,80.75,80.745,80.745,6,4,484.475
2021-10-31 19:16:00-04:00,80.75,80.75,80.75,80.75,3,2,242.25
2021-10-31 19:19:00-04:00,80.755,80.755,80.755,80.755,2,1,161.51
2021-10-31 19:20:00-04:00,80.755,80.755,80.755,80.755,8,1,646.04
2021-10-31 19:21:00-04:00,80.755,80.76,80.755,80.76,3,2,242.275
2021-10-31 19:22:00-04:00,80.76,80.76,80.755,80.755,13,2,1049.84
2021-10-31 19:23:00-04:00,80.76,80.76,80.76,80.76,1,1,80.76
2021-10-31 19:24:00-04:00,80.755,80.755,80.755,80.755,1,1,80.755
2021-10-31 19:26:00-04:00,80.76,80.76,80.76,80.76,2,1,161.52
2021-10-31 19:27:00-04:00,80.76,80.76,80.76,80.76,2,2,161.52
2021-10-31 19:28:00-04:00,80.76,80.765,80.76,80.765,2,2,161.525
2021-10-31 19:29:00-04:00,80.77,80.775,80.77,80.775,6,4,484.625
2021-10-31 19:30:00-04:00,80.765,80.765,80.76,80.76,5,4,403.805
2021-10-31 19:31:00-04:00,80.765,80.765,80.765,80.765,1,1,80.765
2021-10-31 19:35:00-04:00,80.765,80.77,80.765,80.77,19,4,1534.57
2021-10-31 19:36:00-04:00,80.77,80.77,80.765,80.765,10,3,807.66
2021-10-31 19:37:00-04:00,80.76,80.765,80.76,80.765,3,2,242.29
2021-10-31 19:42:00-04:00,80.76,80.76,80.76,80.76,3,1,242.28
2021-10-31 19:43:00-04:00,80.76,80.765,80.76,80.765,5,3,403.81
