,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy,CDM1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-06 18:00:00-04:00,82.815,82.83,82.78,82.82,114,29,9439.964
2021-06-06 18:01:00-04:00,82.815,82.825,82.815,82.825,16,5,1325.145
2021-06-06 18:02:00-04:00,82.83,82.83,82.815,82.815,13,5,1076.7
2021-06-06 18:03:00-04:00,82.82,82.82,82.815,82.815,12,3,993.79
2021-06-06 18:04:00-04:00,82.81,82.81,82.81,82.81,2,2,165.62
2021-06-06 18:07:00-04:00,82.81,82.815,82.81,82.815,6,5,496.87
2021-06-06 18:08:00-04:00,82.815,82.815,82.815,82.815,12,2,993.78
2021-06-06 18:09:00-04:00,82.815,82.815,82.815,82.815,6,2,496.89
2021-06-06 18:10:00-04:00,82.81,82.81,82.805,82.805,5,3,414.035
2021-06-06 18:11:00-04:00,82.795,82.795,82.795,82.795,16,6,1324.72
2021-06-06 18:13:00-04:00,82.795,82.795,82.795,82.795,1,1,82.795
2021-06-06 18:14:00-04:00,82.795,82.795,82.79,82.79,4,2,331.17
2021-06-06 18:15:00-04:00,82.795,82.795,82.79,82.79,22,5,1821.465
2021-06-06 18:16:00-04:00,82.785,82.785,82.785,82.785,17,2,1407.345
2021-06-06 18:17:00-04:00,82.79,82.79,82.785,82.785,2,2,165.575
2021-06-06 18:20:00-04:00,82.785,82.785,82.785,82.785,1,1,82.785
2021-06-06 18:21:00-04:00,82.785,82.785,82.785,82.785,1,1,82.785
2021-06-06 18:22:00-04:00,82.79,82.795,82.79,82.795,22,10,1821.39
2021-06-06 18:23:00-04:00,82.795,82.795,82.795,82.795,12,2,993.54
2021-06-06 18:25:00-04:00,82.795,82.795,82.795,82.795,4,2,331.18
2021-06-06 18:26:00-04:00,82.79,82.79,82.79,82.79,7,2,579.53
2021-06-06 18:29:00-04:00,82.79,82.79,82.79,82.79,1,1,82.79
2021-06-06 18:30:00-04:00,82.79,82.79,82.79,82.79,2,1,165.58
2021-06-06 18:31:00-04:00,82.79,82.79,82.79,82.79,1,1,82.79
2021-06-06 18:33:00-04:00,82.79,82.79,82.79,82.79,2,2,165.58
2021-06-06 18:37:00-04:00,82.795,82.795,82.795,82.795,1,1,82.795
2021-06-06 18:38:00-04:00,82.795,82.8,82.795,82.795,25,7,2069.9
2021-06-06 18:39:00-04:00,82.795,82.795,82.795,82.795,1,1,82.795
2021-06-06 18:40:00-04:00,82.79,82.79,82.79,82.79,1,1,82.79
2021-06-06 18:43:00-04:00,82.795,82.795,82.795,82.795,1,1,82.795
2021-06-06 18:44:00-04:00,82.795,82.8,82.79,82.79,35,7,2897.795
2021-06-06 18:45:00-04:00,82.79,82.79,82.775,82.775,35,9,2897.23
2021-06-06 18:46:00-04:00,82.775,82.785,82.775,82.785,2,2,165.56
2021-06-06 18:47:00-04:00,82.785,82.785,82.785,82.785,1,1,82.785
2021-06-06 18:53:00-04:00,82.79,82.79,82.79,82.79,1,1,82.79
2021-06-06 18:57:00-04:00,82.79,82.79,82.79,82.79,9,1,745.11
2021-06-06 18:58:00-04:00,82.79,82.79,82.79,82.79,13,2,1076.27
2021-06-06 19:00:00-04:00,82.795,82.805,82.795,82.805,36,14,2980.79
2021-06-06 19:01:00-04:00,82.805,82.81,82.805,82.81,23,5,1904.52
2021-06-06 19:03:00-04:00,82.81,82.81,82.805,82.805,9,3,745.25
2021-06-06 19:04:00-04:00,82.8,82.8,82.8,82.8,1,1,82.8
2021-06-06 19:06:00-04:00,82.8,82.8,82.8,82.8,1,1,82.8
2021-06-06 19:08:00-04:00,82.805,82.805,82.805,82.805,4,1,331.22
2021-06-06 19:11:00-04:00,82.8,82.805,82.8,82.805,8,2,662.405
2021-06-06 19:12:00-04:00,82.795,82.795,82.795,82.795,10,1,827.95
2021-06-06 19:13:00-04:00,82.795,82.795,82.785,82.795,57,19,4718.97
2021-06-06 19:15:00-04:00,82.795,82.8,82.795,82.8,4,3,331.185
2021-06-06 19:17:00-04:00,82.8,82.805,82.8,82.805,5,2,414.005
2021-06-06 19:19:00-04:00,82.805,82.805,82.805,82.805,3,2,248.415
2021-06-06 19:20:00-04:00,82.805,82.805,82.805,82.805,1,1,82.805
2021-06-06 19:21:00-04:00,82.805,82.805,82.805,82.805,1,1,82.805
2021-06-06 19:22:00-04:00,82.8,82.8,82.8,82.8,3,1,248.4
2021-06-06 19:23:00-04:00,82.795,82.795,82.795,82.795,1,1,82.795
2021-06-06 19:26:00-04:00,82.795,82.8,82.795,82.795,26,7,2152.675
2021-06-06 19:28:00-04:00,82.79,82.795,82.79,82.79,22,5,1821.385
2021-06-06 19:31:00-04:00,82.79,82.795,82.79,82.795,15,3,1241.855
2021-06-06 19:32:00-04:00,82.79,82.79,82.79,82.79,4,1,331.16
2021-06-06 19:33:00-04:00,82.795,82.795,82.795,82.795,5,1,413.975
2021-06-06 19:41:00-04:00,82.795,82.795,82.795,82.795,3,2,248.385
2021-06-06 19:44:00-04:00,82.795,82.795,82.795,82.795,1,1,82.795
2021-06-06 19:47:00-04:00,82.795,82.795,82.795,82.795,2,2,165.59
2021-06-06 19:48:00-04:00,82.795,82.795,82.795,82.795,3,1,248.385
2021-06-06 19:49:00-04:00,82.8,82.805,82.8,82.805,6,2,496.805
2021-06-06 19:50:00-04:00,82.805,82.805,82.805,82.805,2,2,165.61
2021-06-06 19:52:00-04:00,82.81,82.81,82.81,82.81,5,1,414.05
2021-06-06 19:53:00-04:00,82.81,82.81,82.81,82.81,7,1,579.67
2021-06-06 19:54:00-04:00,82.81,82.81,82.81,82.81,6,1,496.86
2021-06-06 19:56:00-04:00,82.81,82.815,82.81,82.815,5,3,414.055
2021-06-06 19:57:00-04:00,82.81,82.81,82.81,82.81,8,5,662.48
2021-06-06 19:58:00-04:00,82.81,82.815,82.81,82.81,20,6,1656.205
2021-06-06 19:59:00-04:00,82.81,82.81,82.81,82.81,2,2,165.62
2021-06-06 20:00:00-04:00,82.805,82.805,82.8,82.8,10,3,828.04
2021-06-06 20:01:00-04:00,82.8,82.8,82.79,82.795,73,29,6043.869
2021-06-06 20:02:00-04:00,82.8,82.8,82.785,82.785,26,12,2152.555
2021-06-06 20:03:00-04:00,82.79,82.795,82.79,82.79,18,5,1490.225
2021-06-06 20:04:00-04:00,82.79,82.79,82.79,82.79,12,5,993.48
2021-06-06 20:05:00-04:00,82.79,82.81,82.79,82.81,25,11,2069.95
2021-06-06 20:06:00-04:00,82.81,82.825,82.81,82.82,40,23,3312.735
2021-06-06 20:07:00-04:00,82.82,82.83,82.82,82.83,4,3,331.3
2021-06-06 20:08:00-04:00,82.825,82.825,82.82,82.825,37,16,3064.42
2021-06-06 20:09:00-04:00,82.825,82.825,82.82,82.825,19,6,1573.665
2021-06-06 20:10:00-04:00,82.825,82.83,82.82,82.825,11,6,911.07
2021-06-06 20:11:00-04:00,82.825,82.825,82.82,82.82,8,6,662.575
2021-06-06 20:13:00-04:00,82.82,82.825,82.82,82.825,14,9,1159.495
2021-06-06 20:14:00-04:00,82.815,82.815,82.81,82.81,11,3,910.935
2021-06-06 20:15:00-04:00,82.815,82.825,82.815,82.815,72,19,5962.765
2021-06-06 20:16:00-04:00,82.82,82.825,82.815,82.82,18,4,1490.695
2021-06-06 20:17:00-04:00,82.815,82.815,82.815,82.815,5,2,414.075
2021-06-06 20:18:00-04:00,82.815,82.815,82.805,82.805,32,7,2649.84
2021-06-06 20:19:00-04:00,82.805,82.805,82.805,82.805,3,3,248.415
2021-06-06 20:20:00-04:00,82.805,82.81,82.805,82.805,21,9,1738.91
2021-06-06 20:21:00-04:00,82.805,82.805,82.805,82.805,5,4,414.025
2021-06-06 20:22:00-04:00,82.805,82.805,82.805,82.805,24,4,1987.32
2021-06-06 20:23:00-04:00,82.805,82.805,82.8,82.8,82,18,6789.694
2021-06-06 20:25:00-04:00,82.8,82.8,82.8,82.8,18,8,1490.4
2021-06-06 20:27:00-04:00,82.805,82.805,82.805,82.805,6,4,496.83
2021-06-06 20:28:00-04:00,82.805,82.805,82.805,82.805,17,3,1407.685
2021-06-06 20:29:00-04:00,82.805,82.805,82.805,82.805,1,1,82.805
2021-06-06 20:30:00-04:00,82.805,82.805,82.805,82.805,3,2,248.415
2021-06-06 20:31:00-04:00,82.805,82.81,82.805,82.805,4,3,331.225
2021-06-06 20:33:00-04:00,82.8,82.8,82.795,82.795,31,12,2566.71
2021-06-06 20:34:00-04:00,82.8,82.8,82.8,82.8,12,6,993.6
2021-06-06 20:35:00-04:00,82.8,82.805,82.8,82.805,9,3,745.205
2021-06-06 20:36:00-04:00,82.805,82.805,82.8,82.8,18,4,1490.445
2021-06-06 20:37:00-04:00,82.795,82.8,82.795,82.8,8,2,662.365
2021-06-06 20:38:00-04:00,82.8,82.8,82.8,82.8,1,1,82.8
2021-06-06 20:41:00-04:00,82.8,82.805,82.8,82.805,10,4,828.025
2021-06-06 20:42:00-04:00,82.8,82.8,82.795,82.795,25,10,2069.9
2021-06-06 20:43:00-04:00,82.795,82.8,82.795,82.8,12,4,993.55
2021-06-06 20:44:00-04:00,82.795,82.795,82.79,82.79,13,4,1076.315
2021-06-06 20:45:00-04:00,82.79,82.795,82.79,82.795,4,2,331.165
2021-06-06 20:47:00-04:00,82.79,82.79,82.79,82.79,6,2,496.74
2021-06-06 20:48:00-04:00,82.795,82.795,82.79,82.795,9,5,745.145
2021-06-06 20:49:00-04:00,82.79,82.79,82.785,82.79,16,4,1324.625
2021-06-06 20:50:00-04:00,82.785,82.79,82.785,82.785,46,14,3808.115
2021-06-06 20:51:00-04:00,82.79,82.795,82.79,82.795,15,2,1241.855
2021-06-06 20:52:00-04:00,82.79,82.79,82.79,82.79,8,4,662.32
2021-06-06 20:53:00-04:00,82.785,82.79,82.785,82.79,10,6,827.855
2021-06-06 20:54:00-04:00,82.78,82.78,82.765,82.765,132,44,10925.604
2021-06-06 20:55:00-04:00,82.77,82.77,82.765,82.765,20,8,1655.32
2021-06-06 20:56:00-04:00,82.765,82.77,82.765,82.77,21,4,1738.07
2021-06-06 20:57:00-04:00,82.765,82.765,82.765,82.765,1,1,82.765
2021-06-06 20:58:00-04:00,82.765,82.77,82.765,82.77,11,6,910.425
2021-06-06 20:59:00-04:00,82.77,82.775,82.77,82.775,17,8,1407.11
2021-06-06 21:00:00-04:00,82.775,82.775,82.765,82.765,15,6,1241.57
2021-06-06 21:01:00-04:00,82.765,82.765,82.76,82.76,14,7,1158.65
2021-06-06 21:02:00-04:00,82.765,82.77,82.765,82.77,18,10,1489.78
2021-06-06 21:03:00-04:00,82.77,82.77,82.76,82.765,17,5,1407.005
2021-06-06 21:04:00-04:00,82.765,82.77,82.765,82.77,6,3,496.595
2021-06-06 21:05:00-04:00,82.77,82.785,82.77,82.78,33,15,2731.565
2021-06-06 21:06:00-04:00,82.775,82.775,82.775,82.775,4,3,331.1
2021-06-06 21:07:00-04:00,82.77,82.77,82.765,82.765,7,4,579.365
2021-06-06 21:08:00-04:00,82.765,82.765,82.765,82.765,17,5,1407.005
2021-06-06 21:10:00-04:00,82.76,82.765,82.755,82.765,13,8,1075.865
2021-06-06 21:11:00-04:00,82.765,82.765,82.765,82.765,1,1,82.765
2021-06-06 21:12:00-04:00,82.77,82.77,82.77,82.77,12,5,993.24
2021-06-06 21:13:00-04:00,82.775,82.775,82.77,82.77,5,2,413.86
2021-06-06 21:14:00-04:00,82.775,82.775,82.77,82.775,7,4,579.405
2021-06-06 21:15:00-04:00,82.77,82.77,82.77,82.77,2,1,165.54
2021-06-06 21:16:00-04:00,82.77,82.77,82.77,82.77,8,6,662.16
2021-06-06 21:17:00-04:00,82.775,82.775,82.77,82.77,8,4,662.185
2021-06-06 21:18:00-04:00,82.77,82.77,82.77,82.77,5,2,413.85
2021-06-06 21:19:00-04:00,82.77,82.775,82.77,82.775,3,2,248.315
2021-06-06 21:20:00-04:00,82.77,82.77,82.77,82.77,4,2,331.08
2021-06-06 21:21:00-04:00,82.775,82.775,82.775,82.775,2,1,165.55
2021-06-06 21:22:00-04:00,82.77,82.77,82.76,82.765,24,5,1986.38
2021-06-06 21:23:00-04:00,82.77,82.77,82.77,82.77,3,1,248.31
2021-06-06 21:25:00-04:00,82.775,82.775,82.775,82.775,9,5,744.975
2021-06-06 21:26:00-04:00,82.775,82.775,82.775,82.775,5,2,413.875
2021-06-06 21:27:00-04:00,82.775,82.775,82.775,82.775,2,2,165.55
2021-06-06 21:29:00-04:00,82.775,82.775,82.775,82.775,7,3,579.425
2021-06-06 21:30:00-04:00,82.77,82.77,82.765,82.765,8,3,662.145
2021-06-06 21:32:00-04:00,82.76,82.76,82.755,82.755,38,12,3144.74
2021-06-06 21:33:00-04:00,82.755,82.755,82.75,82.75,14,7,1158.54
2021-06-06 21:34:00-04:00,82.75,82.755,82.745,82.745,24,15,1985.98
2021-06-06 21:35:00-04:00,82.745,82.745,82.745,82.745,16,9,1323.92
2021-06-06 21:36:00-04:00,82.745,82.745,82.74,82.74,9,4,744.695
2021-06-06 21:37:00-04:00,82.74,82.745,82.74,82.745,5,3,413.705
2021-06-06 21:39:00-04:00,82.74,82.745,82.735,82.735,24,12,1985.745
2021-06-06 21:40:00-04:00,82.73,82.735,82.73,82.73,14,5,1158.225
2021-06-06 21:41:00-04:00,82.73,82.735,82.73,82.735,11,3,910.08
2021-06-06 21:42:00-04:00,82.735,82.74,82.735,82.74,9,5,744.635
2021-06-06 21:43:00-04:00,82.735,82.735,82.735,82.735,16,4,1323.76
2021-06-06 21:44:00-04:00,82.735,82.735,82.735,82.735,1,1,82.735
2021-06-06 21:45:00-04:00,82.735,82.74,82.735,82.74,5,3,413.68
2021-06-06 21:46:00-04:00,82.735,82.735,82.735,82.735,16,6,1323.76
2021-06-06 21:47:00-04:00,82.73,82.73,82.73,82.73,4,2,330.92
2021-06-06 21:48:00-04:00,82.735,82.74,82.735,82.735,6,4,496.415
2021-06-06 21:49:00-04:00,82.74,82.74,82.74,82.74,5,2,413.7
2021-06-06 21:50:00-04:00,82.74,82.74,82.735,82.735,14,3,1158.31
2021-06-06 21:51:00-04:00,82.735,82.76,82.735,82.76,37,7,3061.66
2021-06-06 21:52:00-04:00,82.755,82.755,82.74,82.74,53,16,4385.49
2021-06-06 21:53:00-04:00,82.735,82.74,82.725,82.73,97,28,8025.06
2021-06-06 21:54:00-04:00,82.725,82.725,82.72,82.72,43,12,3557.085
2021-06-06 21:55:00-04:00,82.72,82.725,82.72,82.725,6,3,496.325
2021-06-06 21:56:00-04:00,82.72,82.725,82.72,82.72,35,12,2895.205
2021-06-06 21:57:00-04:00,82.72,82.72,82.715,82.715,38,15,3143.19
2021-06-06 21:58:00-04:00,82.71,82.715,82.71,82.71,227,37,18776.03
