,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy,CDQ1 Curncy
,open,high,low,close,volume,num_trds,value
2021-06-29 03:34:00-04:00,80.925,80.925,80.925,80.925,2,1,161.85
2021-06-29 10:00:00-04:00,80.77,80.77,80.77,80.77,2,1,161.54
2021-06-29 11:24:00-04:00,80.75,80.75,80.75,80.75,1,1,80.75
2021-06-29 12:29:00-04:00,80.74,80.74,80.74,80.74,2,2,161.48
2021-06-29 12:31:00-04:00,80.735,80.735,80.73,80.73,2,2,161.465
2021-06-29 12:32:00-04:00,80.715,80.715,80.715,80.715,1,1,80.715
2021-06-29 15:43:00-04:00,80.69,80.69,80.69,80.69,1,1,80.69
